step,exact_accuracy,token_accuracy,eval_loss
0,0.0,0.19989013671875,1.609837532043457
4000,0.00054931640625,0.21485595703125,1.6442334651947021
8000,0.006103515625,0.2886962890625,1.6351476430892944
12000,0.0736083984375,0.54486083984375,1.1919797897338866
16000,0.88458251953125,0.97489013671875,0.07627261877059936
20000,0.99896240234375,0.99979248046875,0.0012988528236746789
24000,0.9930419921875,0.9986083984375,0.005976220313459635
28000,0.99847412109375,0.99969482421875,0.001571364630945027
32000,0.99981689453125,0.99996337890625,0.00020182101288810373
36000,1.0,1.0,1.3889075489714742e-05
40000,0.9990234375,0.9998046875,0.0009646168095059693
44000,0.999755859375,0.999951171875,0.000371104248915799
48000,0.9996337890625,0.9999267578125,0.0003806396940490231
52000,0.9996337890625,0.9999267578125,0.0009243186854291707
56000,0.99969482421875,0.99993896484375,0.0006339881510939449
60000,0.9996337890625,0.9999267578125,0.0006737633855664171
64000,0.99993896484375,0.99998779296875,0.00026178451225860043
68000,0.99993896484375,0.99998779296875,0.00021848347678314893
72000,0.99993896484375,0.99998779296875,0.00023953488271217794
76000,0.99993896484375,0.99998779296875,0.00025502072676317764
80000,0.998291015625,0.999658203125,0.0022860224707983434
84000,0.9998779296875,0.9999755859375,0.00014151314389891921
88000,1.0,1.0,8.894386701285839e-06
92000,0.99969482421875,0.99993896484375,0.0003447318245889619
96000,0.99993896484375,0.99998779296875,0.00010322200687369331
100000,0.9998779296875,0.9999755859375,0.00011680587922455743
104000,0.99951171875,0.99990234375,0.0008357275830348954
108000,0.999755859375,0.999951171875,0.0003653757812571712
112000,0.999267578125,0.999853515625,0.001567296782741323
116000,0.99993896484375,0.99998779296875,3.96619361708872e-05
120000,1.0,1.0,4.530147998593748e-06
124000,1.0,1.0,4.873567377217114e-07
128000,0.999755859375,0.999951171875,0.00017319840990239754
132000,0.99951171875,0.99990234375,0.0008272937586298213
136000,0.99945068359375,0.99989013671875,0.0009911424509482457
140000,0.9998779296875,0.9999755859375,0.0001670632278546691
144000,0.999755859375,0.999951171875,0.0003642814583145082
148000,0.99951171875,0.99990234375,0.00031118359038373455
152000,1.0,1.0,1.2247344420757144e-05
156000,0.9990234375,0.9998046875,0.0010609948280034588
160000,0.99884033203125,0.99976806640625,0.0013228294788859784
