step,exact_accuracy,token_accuracy,eval_loss
0,0.0,0.20079345703125,1.609412384033203
4000,0.02349853515625,0.4145263671875,1.387345266342163
8000,0.98321533203125,0.99658203125,0.013359538279473782
12000,0.997802734375,0.999560546875,0.002286293008364737
16000,0.99969482421875,0.99993896484375,0.0004420399316586554
20000,0.99871826171875,0.99974365234375,0.0009281727194320411
24000,0.9996337890625,0.9999267578125,0.00033686889946693555
28000,0.9998779296875,0.9999755859375,6.226577825145796e-05
32000,0.9998779296875,0.9999755859375,0.00016666054434608669
36000,0.999755859375,0.999951171875,0.0001875419737189077
40000,0.9998779296875,0.9999755859375,4.531103913905099e-05
44000,0.9996337890625,0.9999267578125,0.0002885608322685584
48000,1.0,1.0,3.415589890209958e-05
52000,1.0,1.0,2.7133923140354454e-06
56000,0.99884033203125,0.99976806640625,0.0009405242220964283
60000,1.0,1.0,1.7023729742504657e-05
64000,0.999267578125,0.999853515625,0.0004423625985509716
68000,0.99993896484375,0.99998779296875,2.896191435866058e-05
72000,1.0,1.0,4.09123080316931e-05
76000,0.9998779296875,0.9999755859375,8.874686463968828e-05
80000,0.9996337890625,0.9999267578125,0.00031515426380792635
84000,0.99993896484375,0.99998779296875,0.00010420578473713249
88000,0.99932861328125,0.99986572265625,0.0005848929358762689
92000,0.9998779296875,0.9999755859375,0.0001748479757225141
96000,0.99993896484375,0.99998779296875,2.0031575695611535e-05
100000,1.0,1.0,1.0224393918178976e-06
104000,0.9993896484375,0.9998779296875,0.0003769944727537222
108000,0.99993896484375,0.99998779296875,2.9625766910612582e-05
112000,0.9998779296875,0.9999755859375,0.0002284562142449431
116000,1.0,1.0,6.572870042873547e-05
120000,1.0,1.0,5.980070272926241e-06
124000,1.0,1.0,3.4970391425304117e-06
128000,1.0,1.0,1.0445364750921726e-07
132000,1.0,1.0,1.8677383195608854e-08
136000,1.0,1.0,4.818139132112265e-09
140000,1.0,1.0,2.021261025220156e-09
144000,1.0,1.0,1.0913936421275139e-09
148000,1.0,1.0,6.664777174592018e-10
152000,0.99969482421875,0.99993896484375,0.0001235650182934478
156000,0.9984130859375,0.9996826171875,0.0013018400641158223
160000,0.999755859375,0.999951171875,0.00012572998966788873
