step,exact_accuracy,token_accuracy,eval_loss
0,0.0,0.2009033203125,1.6075335502624513
4000,0.0,0.2000244140625,1.6120858192443848
8000,0.0,0.2,1.6108601570129395
12000,0.0,0.2,1.6074121475219727
16000,0.0,0.2,1.6084150314331054
20000,0.0,0.20037841796875,1.606782817840576
24000,0.0,0.2,1.6093098640441894
28000,0.0,0.2,1.60625
32000,0.0,0.2,1.6125
36000,0.0,0.2,1.60625
40000,0.0,0.2,1.6078125
44000,0.0,0.2,1.609375
48000,0.0,0.2,1.6062582015991211
52000,0.0,0.2,1.60625
56000,0.0,0.2,1.6078125
60000,0.0,0.2,1.60625
64000,0.0,0.2,1.60625
68000,0.0,0.2,1.609375
72000,0.0,0.2,1.609375
76000,0.0,0.2,1.6095647811889648
80000,0.0,0.19925537109375,1.609385108947754
84000,0.0,0.2,1.6109375
88000,0.0,0.2,1.6078125
92000,0.0,0.2,1.60625
96000,0.0,0.2,1.609375
100000,0.0,0.2,1.6078423500061034
104000,0.0,0.2,1.609375
108000,0.0,0.2003173828125,1.612333106994629
112000,0.0,0.2,1.609375
116000,0.0,0.2,1.6078125
120000,0.0,0.2,1.60625
124000,0.0,0.2,1.6109375
128000,0.0,0.2,1.6125
132000,0.0,0.2,1.609375
136000,0.0,0.2,1.6088221549987793
140000,0.0,0.2,1.6125
144000,0.0,0.2,1.609375
148000,0.0,0.2,1.609375
152000,0.0,0.20015869140625,1.6093854904174805
156000,0.0,0.2,1.60625
160000,0.0,0.2,1.609375
