step,exact_accuracy,token_accuracy,eval_loss
0,0.0,0.19989013671875,1.609837532043457
4000,0.0,0.2,1.6133270263671875
8000,0.0,0.2015869140625,1.6156400203704835
12000,0.00042724609375,0.2106689453125,1.639942717552185
16000,0.00146484375,0.220556640625,1.7108701467514038
20000,0.0025634765625,0.22933349609375,1.7608659267425537
24000,0.003173828125,0.2419677734375,1.782000684738159
28000,0.00408935546875,0.25140380859375,1.752747106552124
32000,0.0054931640625,0.2614013671875,1.7789636135101319
36000,0.00701904296875,0.27508544921875,1.752266764640808
40000,0.00714111328125,0.2807861328125,1.7700427055358887
44000,0.00848388671875,0.29434814453125,1.7183120489120483
48000,0.0101318359375,0.29818115234375,1.7422622919082642
52000,0.0118408203125,0.3094482421875,1.738173532485962
56000,0.0142822265625,0.319140625,1.7280357599258422
60000,0.01385498046875,0.3279052734375,1.6554459571838378
64000,0.0167236328125,0.33743896484375,1.6456296920776368
68000,0.01678466796875,0.34659423828125,1.6294051647186278
72000,0.01824951171875,0.35552978515625,1.6022037506103515
76000,0.0230712890625,0.36832275390625,1.5959307074546814
80000,0.02264404296875,0.37362060546875,1.5633206248283387
84000,0.0255126953125,0.38896484375,1.5405291199684144
88000,0.0260009765625,0.398974609375,1.5138679146766663
92000,0.0302734375,0.41314697265625,1.4632186055183412
96000,0.03338623046875,0.42601318359375,1.4606775999069215
100000,0.03564453125,0.439404296875,1.4393198609352111
104000,0.04058837890625,0.4595458984375,1.3906746983528138
108000,0.04534912109375,0.473486328125,1.354417097568512
112000,0.05291748046875,0.5006103515625,1.2828529596328735
116000,0.0677490234375,0.5320068359375,1.2200762271881103
120000,0.08892822265625,0.567041015625,1.132853090763092
124000,0.12591552734375,0.61849365234375,1.001288688182831
128000,0.25067138671875,0.729345703125,0.7264618098735809
132000,0.6226806640625,0.90404052734375,0.2724777489900589
136000,0.8974609375,0.9779541015625,0.06744554117321969
140000,0.95880126953125,0.99149169921875,0.02780329529196024
144000,0.9903564453125,0.9980224609375,0.006746813841164112
148000,0.99591064453125,0.999169921875,0.0030143657699227334
152000,0.9893798828125,0.997802734375,0.007603427395224571
156000,0.99517822265625,0.9990234375,0.0032091163331642745
160000,0.99786376953125,0.99957275390625,0.0015503794536925852
