rollout,probe,step,cov_before,agent_block_gap_px,ace,ace_executed,outcome_kp_dispersion_px,outcome_kp_pairwise_px,outcome_kp_mean_shift_px,outcome_cov_mean,outcome_cov_std,outcome_cov_delta,frac_samples_with_contact,mean_contacts,act_rms_dispersion,act_trace_cov_mean,act_std_mean,rollout_terminated,rollout_len
100001,2,16,0.0,14.966656341514835,0.10130832376866858,0.0,1.4622257567146988,1.7798434121674713,48.07075416416883,0.0,0.0,0.0,1.0,137.6171875,1.7680264165944957,3.1381759094221477,1.249881684679782,False,300
100001,3,24,0.0,14.764263459977956,0.11724763362317478,0.0,0.42402951136914213,0.48545855258632586,32.41813188861023,0.0,0.0,0.0,1.0,160.02734375,1.1470761797691569,1.3209436985161314,0.8115517712849798,False,300
100001,4,32,0.0,14.94325054228892,1.4614645371605826,1.4958809094710348,2.487003193394112,2.8914012321040663,10.65337803531322,0.0,0.0,0.0,1.0,115.8203125,5.846486648893015,34.31545086562814,4.064025983220514,False,300
100001,5,40,0.0,14.982549531685605,0.11370674387196619,0.054618132617105165,2.21122892767492,2.5594901697580674,32.1159104717324,0.0,0.0,0.0,1.0,83.515625,2.154538833949278,4.660241655964127,1.4854075175702426,False,300
100001,6,48,0.0,14.833273805276466,0.008239301542905211,0.016478603085810423,1.6127164279007273,1.979934286229508,74.50374169665584,0.02295608343915245,0.0035751169619114955,0.02295608343915245,1.0,78.6953125,2.106266399088736,4.453755626847595,1.4760828515907258,False,300
100001,7,56,0.017005512202810623,14.453138285975253,0.0,0.0,1.3564390723990436,1.6895193148138452,70.9883162262601,0.08715205620793644,0.008177799004741278,0.07014654400512582,1.0,79.0,1.910266652792084,3.6634289541215,1.3493681734014311,False,300
100001,8,64,0.09004403296993856,14.894428290935188,0.31705139658198667,0.46569786675508545,5.306157135023721,5.022156839886934,26.257121885034117,0.21630693967802905,0.02728812249504096,0.12626290670809048,1.0,34.28125,2.803254362695247,7.88905162989921,1.9232920818062165,False,300
100001,9,72,0.23799507551325583,15.586810507807453,0.1413001482116321,0.2711023774290376,1.4678283829427432,1.6660444788654072,4.574226642952414,0.25957083681096627,0.006049360403769655,0.02157576129771044,1.0,20.00390625,2.5860766709339016,6.714019185391489,1.8152606568253904,False,300
100001,10,80,0.2675661913500015,14.906479944731604,0.18326161949220282,0.2353639936546046,2.0257523878113144,2.3820895516505245,31.474706389037156,0.3962606135405386,0.020161143956725337,0.12869442219053712,1.0,80.140625,2.352316107361115,5.555090641769947,1.6495571607210953,False,300
100001,11,88,0.39442447254553953,14.874069688277109,0.8695141546523987,0.009218626563467995,1.5578240111951145,1.595189643077047,29.9131207525209,0.8578881174287544,0.027675441602591746,0.46346364488321484,1.0,117.9140625,1.7075294615914935,2.9270908106821567,1.1966292011497932,False,300
100001,12,96,0.8829076745347854,14.916728445168811,1.7477640359445055,1.9249994498827014,0.24562027313287904,0.22320687883223428,0.29157287655339287,0.8834981850117049,0.0005223207994244352,0.0005905104769194924,0.859375,3.265625,7.101264080300133,50.625708210859656,4.874583621988785,False,300
100001,13,104,0.8831860710194364,57.11469906172496,1.0319557437574791,1.3407347349029013,1.4553816361109924e-12,7.62939453125e-06,1.4553816361109924e-12,0.883186071019436,3.3371934074030356e-16,-3.3306690738754696e-16,0.0,0.0,4.180606880490342,17.546013002494167,2.9602085878899995,False,300
100001,14,112,0.8831860710194364,63.63567103908706,0.0,0.0,1.4553816361109924e-12,7.62939453125e-06,1.4553816361109924e-12,0.883186071019436,3.3371934074030356e-16,-3.3306690738754696e-16,0.0,0.0,1.0619977168572203,1.1322620492397888,0.7356770637968106,False,300
100001,15,120,0.8831860710194364,19.960911590752733,1.326214030108678,0.523202239339794,0.05610070057993685,0.018940927415758427,0.00968733267233415,0.8833718152549835,0.001077806012914786,0.00018574423554718056,0.04296875,0.17578125,6.23601806007388,39.04042289751084,2.994239222125776,False,300
100001,16,128,0.8831860710194364,31.36338698126651,0.4410272041459539,0.4942861027539378,1.4553816361109924e-12,7.62939453125e-06,1.4553816361109924e-12,0.883186071019436,3.3371934074030356e-16,-3.3306690738754696e-16,0.0,0.0,4.1889394687763035,17.61602647649569,2.9329435280962004,False,300
100001,17,136,0.8831860710194364,29.53005125582888,0.0,0.0,0.2980312908959585,0.29720915594118497,0.21933235957174457,0.8870446386791484,0.005155699595637443,0.003858567659712042,0.5390625,2.8046875,1.1503840535588388,1.3285732097831784,0.8079373887302952,False,300
100001,18,144,0.8926381272938991,14.885889868349548,0.8071635529796791,0.016098911999930462,0.3773465876811255,0.43122732442155914,1.5057668254525634,0.9152906013830411,0.004480420189628911,0.02265247408914195,1.0,26.39453125,1.442972502764218,2.0903350148855218,0.9151629501657762,False,300
100001,19,152,0.9180703186390394,17.379799401340396,0.2912610964345279,0.03491309369218363,1.6360391144702556e-12,7.62939453125e-06,1.6360391144702556e-12,0.9180703186390391,2.9774179704371714e-16,-3.3306690738754696e-16,0.0,0.0,1.9899711077796751,3.9755143627774627,1.3985874183285665,False,300
100001,20,160,0.9180703186390394,15.855786679432834,0.006913969922600996,0.009218626563467995,0.08289093779308289,0.026614355537192783,0.013599382284587588,0.9181971175362087,0.0007426591558407296,0.00012679889716926684,0.125,0.1875,1.4966509121058058,2.248748125070693,1.0311070716021082,False,300
100001,21,168,0.9180703186390394,15.08753324765612,1.6901629807018022,1.0486699744877759,0.6676328211623614,0.746301734940124,2.081452421857926,0.929245724769553,0.0019060294021496392,0.011175406130513599,1.0,21.73828125,7.027104073548692,49.57383947091802,4.043492522258988,False,300
100001,22,176,0.9292114402196601,42.50010180600442,0.10317982860484917,0.20175034392796437,9.517029667593545e-13,0.0,9.517029667593545e-13,0.9292114402196602,1.1123978024676787e-16,1.1102230246251565e-16,0.0,0.0,2.4201657088381356,5.880171478072202,1.693367294680324,False,300
100001,23,184,0.9292114402196601,53.077901811631605,0.0,0.0,9.517029667593545e-13,0.0,9.517029667593545e-13,0.9292114402196602,1.1123978024676787e-16,1.1102230246251565e-16,0.0,0.0,1.873215680986611,3.5226975246999843,1.3247820715293144,False,300
100001,24,192,0.9292114402196601,21.304245507145453,0.5980645638355766,0.0,0.5706508180984855,0.6499573838062028,10.107234014346668,0.7996285590568689,0.00986724845408951,-0.12958288116279115,1.0,43.75390625,1.1489198544460628,1.3251933685362025,0.8100158614747486,False,300
100001,25,200,0.8104867531470057,14.891278440130405,1.6047961070275596,2.215387489354309,0.02988307686590237,0.02309110400075998,0.11814995564737674,0.808475788936099,0.0005098658476133487,-0.0020109642109067405,0.3046875,0.40625,8.22349281068696,67.89103335646867,5.685897036562924,False,300
100001,26,208,0.8087150285968164,59.49387644412616,1.3352489415205273,1.717668205053307,1.2203144843299753e-12,7.62939453125e-06,1.2203144843299753e-12,0.8087150285968167,2.2247956049353574e-16,2.220446049250313e-16,0.0,0.0,5.050162262382178,25.60415510727688,3.5496153438914497,False,300
100001,27,216,0.8087150285968164,60.578288509252616,0.0,0.0,0.9327344254206538,1.0558121998148295,3.0581118683884148,0.865355267468312,0.017325520846128383,0.05664023887149561,1.0,8.69140625,1.4438585439879326,2.092902896988308,1.0111298822517238,False,300
100001,28,224,0.8867412423637631,14.964391129494569,0.0,0.0,0.24458538944876496,0.2806666483740584,5.231389596817043,0.9182681370420063,0.0044033230859061405,0.03152689467824321,1.0,74.24609375,0.687067509016244,0.4739129845416516,0.4848924608913548,False,300
100001,29,232,0.9173006507455611,14.948961246835845,0.9011744774082462,1.0008278768862542,1.464786908736313e-12,1.0789593218788876e-05,0.0752101466733972,0.9160022973245602,3.3371934074030356e-16,-0.0012983534210009307,0.0,0.0,3.7139174411663274,13.84727367258295,2.5851246928449494,False,300
100001,30,240,0.9160022973245598,38.76533571100552,0.16244375839445427,0.2712162853192731,1.464786908736313e-12,1.0789593218788876e-05,1.464786908736313e-12,0.9160022973245602,3.3371934074030356e-16,3.3306690738754696e-16,0.0,0.0,2.6600933734868235,7.103846154710347,1.856992711715836,False,300
100001,31,248,0.9160022973245598,57.343063896859306,0.07675017831304984,0.14428173006263167,2.9362913764143648,3.2719131132807107,17.552118620187446,0.6930843728781763,0.026216877305184412,-0.2229179244463836,1.0,41.9375,2.5465742302701124,6.510471840904339,1.7976831709497358,False,300
100001,32,256,0.667236452792432,14.96987933568628,2.3613568998181305,2.6567687781238347,1.9903216197068372,1.664154564229226,3.0744260068650355,0.6081832656564521,0.028464703462092383,-0.059053187135979957,1.0,11.22265625,21.592424557214144,468.0611621737256,14.451820556155804,False,300
100001,33,264,0.6101889854438175,32.45823013004451,0.04556172207603397,0.09112344415206794,9.727950265485578e-13,0.0,9.727950265485578e-13,0.6101889854438176,6.77644538141868e-17,1.1102230246251565e-16,0.0,0.0,2.1418358130679436,4.605450691905664,1.5050285802369694,False,300
100001,34,272,0.6101889854438176,40.06056106643788,0.0,0.0,0.5167464764123866,0.5839882816632227,4.777016015624649,0.7066649013292081,0.010180693265739832,0.0964759158853905,1.0,20.53125,1.0237997113662773,1.0522763033034488,0.7245465719299133,False,300
100001,35,280,0.7111712798505614,14.91877502039147,0.9646960017052136,0.3189932730563232,0.5757311146866058,0.6576241103425551,12.579113827122644,0.8896487475067296,0.0034424861001466638,0.17847746765616823,1.0,52.8359375,2.45718597278937,6.06144040646059,1.5154929209814836,False,300
100001,36,288,0.8863426799729893,27.993376698818242,1.221160974755202,1.027131432106767,1.1447458730996418e-12,0.0,1.1447458730996418e-12,0.8863426799729891,2.2247956049353574e-16,-2.220446049250313e-16,0.0,0.0,4.147153599513148,17.26632957786842,2.814944994057423,False,300
100001,37,296,0.8863426799729893,67.88602400626282,0.9003792367053844,1.6273213047228596,1.1447458730996418e-12,0.0,1.1447458730996418e-12,0.8863426799729891,2.2247956049353574e-16,-2.220446049250313e-16,0.0,0.0,6.889200012355738,47.647198680086404,4.368685397192993,False,300
100002,0,0,0.1244364693785624,97.25850395797306,1.8423065410574777,2.160857344587801,1.522486006619586e-12,0.0,1.522486006619586e-12,0.12443646937856244,4.1714917592537945e-17,4.163336342344337e-17,0.0,0.0,9.448055682671388,89.61581797181148,6.653579302962114,True,72
100002,1,8,0.1244364693785624,81.78023703578972,0.4505917490076208,0.2771057179056417,1.522486006619586e-12,0.0,1.522486006619586e-12,0.12443646937856244,4.1714917592537945e-17,4.163336342344337e-17,0.0,0.0,2.509725233154497,6.3234216116027095,1.774858785527861,True,72
100002,2,16,0.1244364693785624,45.80800051302857,0.0046093132817339975,0.0046093132817339975,0.029541698944156657,0.0036999458955347835,0.0018499729484177077,0.12444529919846417,0.00014127711842773155,8.82981990177334e-06,0.01171875,0.015625,1.9803676212802488,3.9372357425344635,1.3964372994649463,True,72
100002,3,24,0.1244364693785624,20.598931142838353,0.10571211636946147,0.10360408142281284,2.1402019342879965,2.4823592018166023,47.608728396421775,0.2832713575344947,0.006870717952160155,0.15883488815593233,1.0,69.296875,2.256930877659793,5.113712425697065,1.5636606613482917,True,72
100002,4,32,0.2832306352508164,14.993048288799441,0.4347205603195224,0.0,1.4742423871224102,1.7115017022834638,45.06308859860876,0.8154073974768821,0.01777316340453772,0.5321767622260657,1.0,77.98828125,1.71002196161246,2.9356424625663182,1.1996284278386569,True,72
100002,5,40,0.797011814904224,14.980557258519212,1.457628657103309,1.632405714272192,0.44571284557681595,0.49883437595358576,1.367277758007928,0.8196933122309946,0.00717016390447719,0.022681497326770605,1.0,9.4921875,6.573731741857143,43.38341548062139,4.420383276419012,True,72
100002,6,48,0.8111893614955364,52.28483539854504,0.07777936334147147,0.009218626563467995,1.0152061944391548e-12,0.0,1.0152061944391548e-12,0.8111893614955363,1.1123978024676787e-16,-1.1102230246251565e-16,0.0,0.0,2.1084886011366333,4.463158393598104,1.4884100049642917,True,72
100002,7,56,0.8111893614955364,38.43463848098705,0.01629291768088551,0.03258583536177102,1.0152061944391548e-12,0.0,1.0152061944391548e-12,0.8111893614955363,1.1123978024676787e-16,-1.1102230246251565e-16,0.0078125,0.0078125,2.114924132977524,4.490444888596802,1.4928384483419084,True,72
100002,8,64,0.8111893614955362,21.187626946068242,0.0,0.0,0.8777819111329238,0.9653228114940502,7.902979496836428,0.9518636100630874,0.009155733892151971,0.14067424856755117,1.0,48.1484375,1.303995546330964,1.707072637340596,0.9201732237010354,True,72
100003,0,0,0.0045127255263303365,261.4942043338672,3.3108630895998177,3.995635135769394,1.6473562116786244e-12,0.0,1.6473562116786244e-12,0.0045127255263303365,0.0,0.0,0.0,0.0,21.458274395162313,462.26325586128667,14.9658739674835,True,121
100003,1,8,0.0045127255263303365,133.68589758828293,0.0,0.0,1.6473562116786244e-12,0.0,1.6473562116786244e-12,0.0045127255263303365,0.0,0.0,0.0,0.0,1.7130014199077774,2.9458812130947023,1.2074893682062546,True,121
100003,2,16,0.0045127255263303365,68.39640735041436,0.017453778887468387,0.0,1.6473562116786244e-12,0.0,1.6473562116786244e-12,0.0045127255263303365,0.0,0.0,0.0,0.0,1.436186241234619,2.070719668215581,1.0123794932801657,True,121
100003,3,24,0.0045127255263303365,28.571878263188257,0.21293108874553032,0.24238153280235006,1.6473562116786244e-12,0.0,1.6473562116786244e-12,0.0045127255263303365,0.0,0.0,0.0,0.0,2.3542162558505373,5.56406882315134,1.6160560114326665,True,121
100003,4,32,0.0045127255263303365,34.95888531190694,0.0,0.0,1.6473562116786244e-12,0.0,1.6473562116786244e-12,0.0045127255263303365,0.0,0.0,0.0,0.0,1.8699396716303638,3.510386824068585,1.3123023663772186,True,121
100003,5,40,0.0045127255263303365,37.284449357752884,0.0,0.0,1.6473562116786244e-12,0.0,1.6473562116786244e-12,0.0045127255263303365,0.0,0.0,0.0,0.0,1.7373896071848003,3.0303599908680727,1.2240759096540361,True,121
100003,6,48,0.0045127255263303365,21.96357355689975,0.02059546954146871,0.027362999237735424,1.8684261240477682,2.313889194192694,47.895694137463764,0.14641372502305766,0.008681592553496823,0.14190099949672733,1.0,68.875,2.280751242601993,5.22222554918201,1.608246217367594,True,121
100003,7,56,0.1473148219640239,14.947169080893998,0.5647572968640358,0.022067241388107204,1.7337752795650703,2.1404994357507867,53.1552354161749,0.39921328584579463,0.018900026297246617,0.25189846388177073,1.0,78.5546875,2.241758340578624,5.045188224054023,1.5768273650216444,True,121
100003,8,64,0.4083467281981835,15.003269766058702,0.3938491625042084,0.7876983250084167,0.8515768455922379,0.942922334442032,9.353711162457532,0.5377072237439857,0.011642097684869682,0.1293604955458022,1.0,20.5,3.910650843208472,15.353163311673338,2.530542172885326,True,121
100003,9,72,0.5354639452279695,30.295873357142394,0.0,0.0,1.0753871234488163e-12,0.0,1.0753871234488163e-12,0.5354639452279696,1.1123978024676787e-16,1.1102230246251565e-16,0.0,0.0,0.8634350522190022,0.7484436975941582,0.60834408540819,True,121
100003,10,80,0.5354639452279695,17.75534261367914,0.1215558700295887,0.0,0.37214015949234486,0.4292578987872085,12.709197670146045,0.6397290537820205,0.0031830129434604645,0.10426510855405102,1.0,68.1171875,0.686221732884428,0.4727469343953892,0.4842503457888354,True,121
100003,11,88,0.6380965358975597,14.960885432259879,0.9162177044971918,0.6702777123870489,0.5786389338388582,0.6471241501678305,5.013384172598867,0.6714147111236882,0.00157950175852545,0.033318175226128566,1.0,45.07421875,3.7479955455120355,14.102558729214065,2.056382059356611,True,121
100003,12,96,0.6723056368354966,27.946169126700845,1.3647448874796462,1.8091891284967692,1.4013372760497362e-12,7.62939453125e-06,1.4013372760497362e-12,0.6723056368354966,6.522010229859188e-17,0.0,0.0,0.0,5.006299366448786,25.161319751785935,3.53409311141875,True,121
100003,13,104,0.6723056368354967,48.34961864224902,0.5815208238442868,0.7780769365905762,1.4349272450089465,1.2073586908616112,0.7567869890172636,0.6854941266544009,0.024877630739997353,0.013188489818904192,0.38671875,2.11328125,3.59704512608117,12.989473770982201,2.522551193962115,True,121
100003,14,112,0.6723056368354966,14.957765894709624,0.0,0.0,0.883906177053561,1.0071722087898818,13.365587926765885,0.9140908825231714,0.014899137474090558,0.2417852456876748,1.0,78.75390625,1.0777889090163528,1.166184339976689,0.7583948529288025,True,121
100003,15,120,0.9424097886794548,14.957482691115958,1.816709565287794,0.7806472819947885,0.48758462663357044,0.5430570994888974,1.8789506541583292,0.9514032717546494,0.0016090728841851392,0.008993483075194653,1.0,21.15234375,7.636677905284716,58.547550799373745,4.232645329647342,True,121
100004,0,0,0.32482159305650105,236.1494998076584,3.2920366402355343,3.51712403904499,1.0777788034976391e-12,0.0,1.0777788034976391e-12,0.32482159305650093,1.1123978024676787e-16,-1.1102230246251565e-16,0.0,0.0,16.46842169320893,272.2724774303167,11.295658865429576,False,300
100004,1,8,0.32482159305650105,139.53721769948163,0.009561848847415105,0.0046093132817339975,1.0777788034976391e-12,0.0,1.0777788034976391e-12,0.32482159305650093,1.1123978024676787e-16,-1.1102230246251565e-16,0.0,0.0,1.8701754625032359,3.5112721674532974,1.3199442862340676,False,300
100004,2,16,0.32482159305650105,54.23567918029173,0.0,0.0,0.5933112618465262,0.6724871486100965,4.422220254055813,0.29181775396423226,0.004791978114806143,-0.03300383909226878,1.0,12.234375,1.095353529484832,1.2045044500629343,0.7694409735545026,False,300
100004,3,24,0.29293184394686245,14.918645051282525,0.0023046566408669988,0.0,3.8749239533426256,4.537138018717255,31.738089637856497,0.16633917328498637,0.02627061940235899,-0.12659267066187607,1.0,79.42578125,1.869925103856778,3.5103321289123413,1.318010458022917,False,300
100004,4,32,0.11417233569696855,14.94718844503253,0.0023046566408669988,0.0,0.8786985901824101,1.027280338474225,13.438247790414168,0.18492257274891705,0.005993921162173185,0.0707502370519485,1.0,50.875,1.465267775231842,2.155429298831424,1.0333712102163344,False,300
100004,5,40,0.18866739574652877,14.815466515496292,0.006913969922600996,0.0,1.141682141120729,1.3734696243410376,58.16383002446316,0.17770122489103285,0.001209601841019634,-0.010966170855495921,1.0,80.0,1.462129213824821,2.1462054529706505,1.0215986166349755,False,300
100004,6,48,0.17956353757672094,14.941261374569608,0.0,0.0,0.8687516458686241,1.0409881748243937,51.031636606914056,0.1713944663911297,0.0030891543895818605,-0.008169071185591237,1.0,78.76171875,1.2674007146422297,1.6126038050892582,0.8947336198694662,False,300
100004,7,56,0.17239269091157858,14.916065856647545,0.05446142501757899,0.0,0.9473921900312985,1.1544272864875973,45.290570957903476,0.2696566527234672,0.008806793029099147,0.09726396181188865,1.0,79.08984375,1.597795006910288,2.5629604483588455,1.1300058474924262,False,300
100004,8,64,0.2730747607906611,14.880872733059482,0.004119650771452606,0.0,0.8979221583178081,1.055840245569735,42.67744202419624,0.06372474966777635,0.0043478830579854,-0.20935001112288476,1.0,79.00390625,1.3748887554135854,1.8977321058009973,0.973063879778393,False,300
100004,9,72,0.06375888755844246,14.87736136342649,0.27371149655145266,0.21967440406185923,2.158696719239419,2.464883335319295,48.217878928564105,0.0024736559719826653,0.001151209017117485,-0.06128523158645979,1.0,79.0,2.2366652186108023,5.022289618967387,1.534038372184108,False,300
100004,10,80,0.003953309539212854,14.769095843060866,0.20783357935146166,0.0,1.414258340251202,1.6259216488496964,29.75322388620445,0.0,0.0,-0.003953309539212854,1.0,78.9921875,1.758244678056311,3.1035475806502477,1.2383248157662843,False,300
100004,11,88,0.0,14.93106731384406,1.7977056679780887,1.1025974894525898,1.1491622756625064,1.292634578109096,5.563045055470766,0.0,0.0,0.0,1.0,45.84375,6.443803839741995,41.6854416816426,3.440537860093187,False,300
100004,12,96,0.0,26.90474632810109,1.2877168387843017,1.2159665132941964,1.2794899912123495e-12,7.62939453125e-06,1.2794899912123495e-12,0.0,0.0,0.0,0.0,0.0,5.054921288059784,25.65243404898378,3.5411697879373003,False,300
100004,13,104,0.0,56.85697421372176,0.048855348358824005,0.02722065823322063,1.2794899912123495e-12,7.62939453125e-06,1.2794899912123495e-12,0.0,0.0,0.0,0.0,0.0,1.529599505960899,2.348849843336357,1.0778355545072533,False,300
100004,14,112,0.0,46.7054712930425,0.0023046566408669988,0.0046093132817339975,1.2794899912123495e-12,7.62939453125e-06,1.2794899912123495e-12,0.0,0.0,0.0,0.0,0.0,1.9257246053520845,3.722958060582582,1.362585009172216,False,300
100004,15,120,0.0,30.414888821770894,0.22083931396284318,0.0,0.3766685683370032,0.4302229096043287,17.74153982817995,0.0013153603747308668,0.00015334475269981882,0.0013153603747308668,1.0,64.609375,1.1125746599250634,1.242676579295242,0.7733145997923002,False,300
100004,16,128,0.0016733149274724844,14.905082891192587,2.254922468913957,2.10619920460036,0.7922582980531411,0.9044212452346936,2.0538622280973553,0.002707524046829585,0.00043659943827663186,0.0010342091193571007,1.0,21.14453125,13.082527808122265,171.82372025754822,8.11694184223636,False,300
100004,17,136,0.003268894584229791,67.18040407138884,0.33006791774827515,0.5906894760105201,1.5408869151225623e-12,5.394796609394438e-06,1.5408869151225623e-12,0.003268894584229791,0.0,0.0,0.0,0.0,3.200562704154405,10.283772609981888,2.2501699785294,False,300
100004,18,144,0.003268894584229791,55.68807987650727,0.11824029405274647,0.0656931119949217,1.5408869151225623e-12,5.394796609394438e-06,1.5408869151225623e-12,0.003268894584229791,0.0,0.0,0.0,0.0,2.3693333111631025,5.635755007384693,1.6721824969822596,False,300
100004,19,152,0.003268894584229791,21.985341935174976,0.07877771802016073,0.14605751704609488,0.9302323142443737,1.0318429459056582,14.042966520339593,0.05547845849065213,0.0037158872674751295,0.05220956390642234,1.0,50.78125,1.6554723854657776,2.7513362261732355,1.1240954564957457,False,300
100004,20,160,0.05587411916346242,16.148408861475424,0.027512223779864023,0.02932721791044963,1.3666803160179446,1.531983633208113,4.12458336006802,0.07561162602826502,0.006547762459338719,0.0197375068648026,0.99609375,10.36328125,1.7517339537449663,3.0806054597802417,1.2383674827957423,False,300
