rollout,probe,step,cov_before,agent_block_gap_px,ace,branches,extra_steps,branch_final_kp_dispersion_px,branch_final_cov_std,branch_final_cov_mean,branch_max_cov_std,branch_goal_rate,branch_goal_disagreement,kp_shift_from_probe_px,act_rms_dispersion,act_trace_cov_mean,act_std_mean
403000,0,0,0.3953806214678861,175.19013760965458,2.947340796470129,32,88,42.696683381285254,0.12469922619111354,0.4785997061652248,0.07534306292078692,0.0,0.0,46.434918575890904,17.76415184188165,316.802600820884,12.386680265051526
403000,3,24,0.4023052492244768,21.452385374125267,1.5694937472305213,32,88,72.86028540127174,0.2164915849015586,0.3359043460590643,0.08292485309874571,0.0,0.0,67.87287199740187,3.7155949020473646,13.85978526230124,2.4940677244756873
403000,6,48,0.44299906972246417,14.958467626098871,3.172591917952291,32,88,23.57684021914439,0.030890288850087218,0.18090175074473352,0.0,0.0,0.0,126.59588849794275,15.260397135739439,233.7929745473099,8.931991703221323
403000,9,72,0.4449956474136051,34.29107054911662,0.08200555985284289,32,88,32.8247685351623,0.15363141880778747,0.49073727646133697,0.05843119363102566,0.0,0.0,119.81312435426922,1.7652073685577805,3.1281764934381693,1.2493472995204775
403000,12,96,0.31108925008567395,28.938138408961663,0.46861718730857926,32,88,33.65768102029098,0.31731036914601096,0.5393774049927613,0.28130894957897734,0.03125,0.03125,78.21209361648783,3.1865022435092447,10.19361535788117,2.254030337327804
403000,15,120,0.14857703328690622,14.773641576676617,1.9207681024553511,32,88,11.93077478546634,0.19349304839584353,0.7434100645733849,0.19509858430296523,0.03125,0.03125,89.74839255169817,5.981450517612155,35.91805519775899,4.037265917606995
403000,18,144,0.14507808906965866,14.798186903542591,1.144358464896827,32,88,4.371071754649009,0.05333189054298404,0.8928080570178037,0.030489486207438916,0.0625,0.0625,91.97496931036265,5.623536699944334,31.748181349015336,3.488921081058688
403000,21,168,0.14462681322501014,22.289996517051613,0.69802583375332,32,88,4.46951798577961,0.04188474628671903,0.9085160950663063,0.024551880738043486,0.25,0.25,91.74477722404446,1.1574988510155761,1.3450577218282667,0.78006845431331
403000,24,192,0.17912975021837688,34.32543174196992,0.21120011943847466,32,88,6.876801487866793,0.09329770086453426,0.9045206953549477,0.015757178647645573,0.53125,0.46875,80.05784625317072,2.2945279389496336,5.285504966395429,1.595476216229771
403000,27,216,0.8620770214310879,45.45286439229562,1.2163315234884,32,88,5.575190333740287,0.0718476371671104,0.9015185780901406,0.016089378987308497,0.34375,0.34375,6.199311429490364,4.7416582565897984,22.57149291649126,3.2922387069911787
403000,30,240,0.88718694590658,14.949681736361974,1.2039721170107307,32,88,21.48834634138452,0.16335563279503773,0.8103140049154651,0.009035834695038396,0.03125,0.03125,9.534185718076818,4.374801475499068,19.21394241257797,3.017336428012287
403000,33,264,0.883780049837872,20.84519497893071,0.547483322296712,32,88,4.517567523923958,0.053137781514968015,0.8755679369868778,0.0079407128946218,0.03125,0.03125,8.146605417235326,1.719790313658733,2.96927746304441,1.1526074576542205
403000,36,288,0.8459466555294216,14.541564399688305,2.3741978454898214,32,88,2.472178636584868,0.026344436320952232,0.938492262896674,0.017967821365394,0.5,0.5,7.533811153258652,8.970439788767665,80.7843538862743,5.896887643096452
403001,0,0,0.0,15.703477793628073,0.08573108158019964,32,88,75.09405565540672,0.2338087538800918,0.29975677824166624,0.19101760328482137,0.0,0.0,167.1119082537422,2.2244460742863486,4.96756488775072,1.5722850304653622
403001,3,24,0.0,14.867874586395242,0.1550517741684796,32,88,61.49546941862461,0.28339553185863436,0.46059714657419226,0.2623911463072984,0.0,0.0,150.38457467441015,1.8154387407717947,3.3087425972656384,1.2796922112453346
403001,6,48,0.14112898901830354,51.43486577716726,0.17907108284525697,32,88,29.878110446052876,0.2883418441672025,0.7147951598849354,0.2797086330862266,0.3125,0.3125,132.9265187437465,2.7080892234983507,7.3625070355354465,1.9170526801132879
403001,9,72,0.13380178947500293,51.468070147400006,0.0023046566408669988,32,88,8.255496613836822,0.1273656838910023,0.8941810313536824,0.025066589304511572,0.65625,0.34375,110.26173304723204,2.0210603950039197,4.100703493273995,1.4254853027528465
403001,12,96,0.43269560807933033,14.961207323112037,0.8083836764172297,32,88,10.429436276365312,0.1570474246281609,0.8973988381693646,0.014130475986471666,0.6875,0.3125,22.854344674900805,2.7834668022151194,7.778070527029867,1.5431008694825783
403001,15,120,0.5825798222065719,48.8717137352873,0.0,32,88,12.620462609322427,0.25203803367725686,0.8326505222472284,0.014538848097625026,0.78125,0.21875,24.664066976967423,1.8247262535255881,3.342683256777309,1.2902599104908252
403001,18,144,0.9141960751510444,41.007431280749806,0.06794400289431701,32,88,10.729520348710757,0.18009191470970515,0.8433325266080354,0.006629380300630034,0.59375,0.40625,4.9171549167076725,2.372367005867272,5.650196289784608,1.652636227434984
403002,0,0,0.0,166.61678821555643,1.45366199826765,32,88,23.11127398451039,0.17221542046512048,0.5313604346875118,0.17123319431838904,0.0,0.0,190.29440363132545,6.360238612015325,40.611272986875576,4.486260690784947
403002,3,24,0.0,14.929238714852849,0.7193680636521134,32,88,8.881658553202726,0.10689713819104295,0.821760597117607,0.08665486936893879,0.03125,0.03125,183.27913566032237,1.784901837630032,3.198368195739674,1.2573330844430917
403002,6,48,0.0,19.73463555179077,0.05921918414779408,32,88,8.439707026989058,0.09490160789936476,0.8535438819893585,0.051155578801952636,0.25,0.25,180.3920243481934,2.112774372897356,4.4813207097944385,1.4935504427882607
403002,9,72,0.010927144194024378,14.968609967292494,0.0,32,88,10.762867350976622,0.10915107063883776,0.8302320965471561,0.023359483033070304,0.03125,0.03125,138.69080865056952,1.6326987002144329,2.6761587909590774,1.1427933304569695
403002,12,96,0.6834044605410813,14.975140684642684,1.1931503791690994,32,88,6.253466916666905,0.0866902950918965,0.8879932219832689,0.014292449823327167,0.0625,0.0625,15.070108114565096,5.685692684468156,32.45387424849786,3.0457297111229007
403002,15,120,0.8178502114188164,14.965906858856142,1.6106316565109526,32,88,17.52464981859073,0.13388699526097866,0.8591521812715326,0.018323220084949465,0.125,0.125,7.4901958117088325,4.244364075148136,18.08527199614299,2.533774142481575
403002,18,144,0.8020473368742231,27.331611905707543,0.0503716271908771,32,88,0.464448452156888,0.004432036890556846,0.9346260671543447,0.004432036890556846,0.0,0.0,7.258520791393919,2.451606575004467,6.033944895854562,1.7280495873777664
403002,21,168,0.8895039214312198,32.98535830765872,0.0023046566408669988,32,88,2.292500882599482,0.054756494780763026,0.9249735159951006,0.0057828618253912886,0.0,0.0,2.1343676344019635,0.8505619490310959,0.7262927100381609,0.5967984934639214
403002,24,192,0.9258965605252438,18.83157511247986,0.02498717209461103,32,88,1.1007332172317401,0.017706080881948093,0.9330518287220559,0.004508552985932113,0.0,0.0,0.4138073770637999,1.8586004766818465,3.46794238185109,1.2925594950130983
403002,27,216,0.9447824312596832,29.31119608501224,0.0023046566408669988,32,88,1.6014819933594487e-13,0.0,0.9447824312596832,0.0,0.0,0.0,1.6014819933594487e-13,1.4076268297953423,1.9891835401634421,0.9848672333986765
403002,30,240,0.9447824312596832,17.77590055572911,0.0,32,88,1.6014819933594487e-13,0.0,0.9447824312596832,0.0,0.0,0.0,1.6014819933594487e-13,1.4289725246514535,2.04997017219388,1.0052524300185515
403002,33,264,0.9447824312596832,22.39521150867665,0.0,32,88,1.6014819933594487e-13,0.0,0.9447824312596832,0.0,0.0,0.0,1.6014819933594487e-13,1.2138416959314573,1.4791897477338396,0.8501730776613031
403002,36,288,0.9447824312596832,17.800676607789377,0.18666317121981857,32,88,1.6014819933594487e-13,0.0,0.9447824312596832,0.0,0.0,0.0,1.6014819933594487e-13,2.4000566125162734,5.782861044237124,1.6915426610647188
403003,0,0,0.09792777655766573,17.240029009304457,1.80473031950665,32,88,3.7281979222934565,0.029120375622639815,0.4380565946885045,0.029158295647257856,0.0,0.0,98.50642104186618,6.891917740289172,47.68479888455539,4.827110944600133
403003,3,24,0.07213404214654519,101.1503662941729,0.0767150808246188,32,88,8.41193528018628,0.14712642940200213,0.8051533361454052,0.1512244763939291,0.0625,0.0625,112.86002947590235,2.518703936171712,6.368747437765634,1.7655801254608687
403003,6,48,0.07488899487187038,14.82601899064758,0.3669519564812421,32,88,7.438386164491975,0.07135435905401283,0.8833892964069684,0.037986135792831194,0.28125,0.28125,87.06727779346888,3.380656784760085,11.473659277898687,2.3617121608206273
403003,9,72,0.4784871970128584,14.853711175278846,1.0913332802222602,32,88,5.96891895139716,0.06204652844624785,0.8644602129576016,0.030766961640776618,0.03125,0.03125,26.733856204493463,4.157865521176287,17.355641165489253,2.8613208850500946
