example_id,outlier_score_max_abs_pair_ll_change,kept_for_robust
545,7.54052734375,True
546,50.9669189453125,True
547,14.7506103515625,True
548,61.33758544921875,True
549,77.98828125,True
550,73.469482421875,True
551,49.57012939453125,True
552,33.98492431640625,True
553,42.03009033203125,True
554,39.72662353515625,True
555,115.31976318359375,False
556,73.29571533203125,True
557,80.95361328125,True
558,61.41259765625,True
559,49.21197509765625,True
560,34.0836181640625,True
561,59.88226318359375,True
562,68.74981689453125,True
563,21.713973999023438,True
564,74.314453125,True
565,34.35284423828125,True
566,45.975830078125,True
567,64.563720703125,True
568,43.79443359375,True
569,35.239501953125,True
570,59.9781494140625,True
571,36.0211181640625,True
572,14.83367919921875,True
573,98.71136474609375,True
574,79.00909423828125,True
575,32.2139892578125,True
576,28.29388427734375,True
577,38.68878173828125,True
578,34.5760498046875,True
579,40.135986328125,True
580,42.11895751953125,True
581,43.8978271484375,True
582,87.6673583984375,True
583,76.431884765625,True
584,26.698974609375,True
585,53.3958740234375,True
586,21.132598876953125,True
587,52.0223388671875,True
588,26.492431640625,True
589,57.11431884765625,True
590,26.15765380859375,True
591,14.40338134765625,True
592,44.530517578125,True
593,66.22442626953125,True
594,9.16070556640625,True
595,62.65740966796875,True
596,63.1256103515625,True
597,96.3458251953125,True
598,52.0247802734375,True
599,41.7681884765625,True
600,23.1627197265625,True
601,60.283447265625,True
602,26.95367431640625,True
603,34.9854736328125,True
604,43.95587158203125,True
605,12.5535888671875,True
606,24.12957763671875,True
607,54.10394287109375,True
608,51.9609375,True
609,46.369140625,True
610,24.322265625,True
611,63.77294921875,True
612,63.74188232421875,True
613,62.5599365234375,True
614,28.914306640625,True
615,42.78936767578125,True
616,98.9385986328125,True
617,39.82623291015625,True
618,73.08868408203125,True
619,32.869781494140625,True
620,78.87300048828138,True
621,81.2998046875,True
622,28.92681884765625,True
623,42.37066650390625,True
624,52.3001708984375,True
625,73.465576171875,True
626,58.07373046875,True
627,23.5103759765625,True
628,38.4097900390625,True
629,55.646331787109375,True
630,49.586181640625,True
631,42.41851806640625,True
632,60.344970703125,True
633,72.7806396484375,True
634,75.9559326171875,True
635,36.554443359375,True
636,42.4766845703125,True
637,58.37884521484375,True
638,36.45245361328125,True
639,62.66241455078125,True
640,27.35125732421875,True
641,72.22296142578125,True
642,56.85394287109375,True
643,37.65118408203125,True
644,50.7554931640625,True
645,55.9481201171875,True
646,99.16046142578125,True
647,50.4234619140625,True
648,22.31097412109375,True
649,26.1988525390625,True
650,90.6759033203125,True
651,28.580368041992188,True
652,19.719635009765625,True
653,41.91900634765625,True
654,30.1475830078125,True
655,78.49294677734383,True
656,20.8428955078125,True
657,20.6988525390625,True
658,59.849853515625,True
659,74.88671875,True
660,49.0291748046875,True
661,12.857666015625,True
662,26.16143798828125,True
663,62.4052734375,True
664,57.0399169921875,True
665,68.2357177734375,True
666,50.568359375,True
667,71.74261474609375,True
668,48.84906005859375,True
669,9.1727294921875,True
670,78.87300048828138,True
671,48.72509765625,True
672,78.687255859375,True
673,51.72467041015625,True
674,46.7762451171875,True
675,91.6790771484375,True
676,34.18670654296875,True
677,70.5758056640625,True
678,62.888427734375,True
679,15.39923095703125,True
680,46.25592041015625,True
681,103.2911376953125,True
682,32.5888671875,True
683,34.7109375,True
684,69.96014404296875,True
685,39.8670654296875,True
686,77.1883544921875,True
687,79.06694335937505,True
688,45.45123291015625,True
689,27.122314453125,True
690,40.68914794921875,True
691,86.9403076171875,True
692,84.22265625,True
693,77.4161376953125,True
694,76.48748779296875,True
695,33.723388671875,True
696,34.748046875,True
697,30.11895751953125,True
698,78.87300048828138,True
699,31.48345947265625,True
700,32.8765869140625,True
701,67.2213134765625,True
702,66.9334716796875,True
703,80.55657958984375,True
704,59.503662109375,True
705,59.60894775390625,True
706,59.67919921875,True
707,65.3118896484375,True
708,69.5269775390625,True
709,47.6278076171875,True
710,9.626693725585938,True
711,39.02978515625,True
712,65.2061767578125,True
713,29.42755126953125,True
714,47.275390625,True
715,80.66607666015625,True
716,21.5810546875,True
717,43.02001953125,True
718,39.67999267578125,True
719,71.0938720703125,True
720,60.97430419921875,True
721,40.572021484375,True
722,72.26849365234375,True
723,59.34765625,True
724,15.116485595703125,True
725,42.471923828125,True
726,53.47454833984375,True
727,174.422607421875,False
728,55.26708984375,True
729,22.7205810546875,True
730,72.83612060546875,True
731,34.073486328125,True
732,79.16632080078125,True
733,59.38848876953125,True
734,83.531494140625,True
735,53.6500244140625,True
736,66.12933349609375,True
737,23.8699951171875,True
738,25.15093994140625,True
739,30.063339233398438,True
740,57.90289306640625,True
741,54.50946044921875,True
742,18.925537109375,True
743,47.243255615234375,True
744,43.9052734375,True
745,30.6021728515625,True
746,16.124969482421875,True
747,38.50616455078125,True
748,35.0389404296875,True
749,76.7552490234375,True
750,22.6912841796875,True
751,31.6058349609375,True
752,63.0382080078125,True
753,26.04290771484375,True
754,34.59759521484375,True
755,42.5604248046875,True
756,41.3409423828125,True
757,63.305419921875,True
