rollout,probe,step,cov_before,agent_block_gap_px,ace,branches,extra_steps,branch_final_kp_dispersion_px,branch_final_cov_std,branch_final_cov_mean,branch_max_cov_std,branch_goal_rate,branch_goal_disagreement,kp_shift_from_probe_px,null_final_kp_dispersion_px,null_final_cov_std,null_goal_disagreement,act_rms_dispersion,act_trace_cov_mean,act_std_mean
503000,0,0,0.0,161.7585973307017,1.308208206758228,32,88,9.25482767699214,0.03452833388258261,0.28437304215281134,0.03452833388258261,0.0,0.0,178.78433668259117,9.569751195617712,0.036612004537118,0.0,4.786068189318083,22.996277923440875,3.381802384135817
503000,3,24,0.0,14.649116600887613,0.3304737230957059,32,88,12.057583827264557,0.1863058893661247,0.4621244503379851,0.18893735692891778,0.0,0.0,168.5752207628373,13.395492200945707,0.2225171945578541,0.0625,2.2587789150388358,5.122090352463321,1.5923957723915387
503000,6,48,0.09827922544924439,14.84461148721128,0.7554240684552687,32,88,14.087923571656678,0.24020141918269688,0.7127707321247132,0.24164636460940492,0.125,0.125,87.96837029166538,9.460692797236273,0.16167065367877748,0.0,2.0698555510029784,4.30110318633949,1.0613634085862629
503000,9,72,0.1656906015856658,50.40172474327809,0.11897116867540024,32,88,3.8368443104546044,0.05067710485680874,0.8844780950850033,0.05129927117595406,0.0,0.0,82.8803149075242,2.5426652999765045,0.01900350043222151,0.03125,2.5707064900934777,6.634447669417394,1.7956200145752759
503000,12,96,0.3513004416979759,14.843330637645138,0.5195260858148882,32,88,5.865064152599612,0.07734750496597656,0.8825716644224701,0.02118846929285292,0.28125,0.28125,44.183865767065825,5.796617341928211,0.06899423705699254,0.40625,3.663101824438617,13.470935819249513,2.0718567159962773
503000,15,120,0.390082776222941,23.553399001640454,0.404347514625911,32,88,8.051767269506847,0.12328911432575025,0.8936530581315181,0.014996129191369782,0.5,0.5,29.864584318725054,4.308446177597218,0.06114759084887208,0.4375,0.8460176450492047,0.718552702227677,0.5986220573453347
503000,18,144,0.42894350689576494,56.45209724485544,0.008728964053186603,32,88,2.8539028268806037,0.038524020358311935,0.951959950992427,0.009315058489080845,0.90625,0.09375,27.506864688777874,1.99086614383097,0.021313772794529794,0.03125,1.7574666605022755,3.100801568905555,1.2369708923724576
503000,21,168,0.9207028200028761,31.60809035146568,0.6675872495664366,32,88,1.0313111476703019,0.009295168619367298,0.9705394451365315,0.009295168619367298,1.0,0.0,3.274303852837012,0.8389645290388758,0.006679448065488013,0.0,2.697838492360058,7.306875011372762,1.9106283012974523
503001,0,0,0.0,45.85230850893155,0.7157485335549749,32,88,5.8664482995389164,0.0829049000582909,0.8902569520547432,0.019477156885731307,0.09375,0.09375,125.13508202071797,4.243569155245824,0.05396370021727581,0.125,3.161295237222801,10.032978900718458,2.2048407731893436
503001,3,24,0.015394511162249068,14.955287687444294,0.38000208804752983,32,88,8.571366537557392,0.12277711938673241,0.8599593988824235,0.017178041460717886,0.34375,0.34375,82.97767814768227,9.977305293341715,0.1424353018230157,0.1875,2.6204606063173586,6.893742470787649,1.8326852995531637
503001,6,48,0.39665573262251913,43.82870442259137,1.094426045268205,32,88,10.189858240474015,0.11994517310223421,0.8447151993746764,0.013520112695207934,0.15625,0.15625,38.00087433614357,16.00254540181492,0.1980162020003455,0.25,5.166221597855458,26.79451165931741,3.524468845244399
503001,9,72,0.6935655417979614,14.980445328756984,0.0,32,88,13.899828356644942,0.18781645207845066,0.8421799799828675,0.019015239791544455,0.375,0.375,18.765350004242837,22.838177507559198,0.18249540735675987,0.34375,0.8847135937663688,0.7857876259087081,0.6252238819398646
503001,12,96,0.9178830924210323,21.998285210302225,0.5739177236850082,32,88,2.3089414769642973,0.025643166061433863,0.9483550903864231,0.009602431826800978,0.8125,0.1875,3.769964572739649,3.4208118141713744,0.0482672578027422,0.125,2.3094913689644154,5.354667051491017,1.596121543083974
503001,15,120,0.9170956137100396,28.157352250630865,0.9068602439425982,32,88,0.46589037427580515,0.0022935351879888317,0.955271967446151,0.0022935351879888317,1.0,0.0,3.108432755907938,0.37549887511065666,0.0019298717582002343,0.0,2.422825420027816,5.893102949328792,1.7029842777263162
503002,0,0,0.027175972409868895,33.26457199926392,0.30569888759406083,32,88,27.063406021399786,0.12852342096946034,0.555402564614291,0.1150037163626349,0.0,0.0,136.59775007225986,5.179388433197949,0.04245446022675718,0.0,3.000980434168222,9.041200756716407,2.073461800370678
