task,step,layer,n,positive,negative,auc,surface_auc,initial_auc,delta_vs_surface,delta_vs_initial,auc_lo,auc_hi,surface_auc_lo,surface_auc_hi,initial_auc_lo,initial_auc_hi,delta_vs_surface_lo,delta_vs_surface_hi,delta_vs_initial_lo,delta_vs_initial_hi
recover_any,1,28,391,298,93,0.7079093598903081,0.6451252074763658,0.7182651367539872,0.0627841524139423,-0.010355776863679056,0.6520112683556611,0.7701503008299939,0.5876229980765357,0.7100755601757679,0.6629501901775866,0.7810946294232376,-0.00945572496090088,0.1365214138334645,-0.04050522648083632,0.02195307956648166
overwrite_any,1,24,298,182,116,0.6873342175066314,0.5865858279651384,0.6614247821144372,0.10074838954149301,0.025909435392194147,0.6285875540771019,0.7511581522305287,0.5138782418569857,0.653709533399397,0.5980264161369845,0.724776739913389,0.0297340115080583,0.17924711346908362,-0.014177848082771585,0.07411693128131767
overwrite_any,1,25,298,182,116,0.7051913603637742,0.5865858279651384,0.6934444865479348,0.1186055323986358,0.011746873815839387,0.6410559841047218,0.7661306210928883,0.5184919474179183,0.6454148766581957,0.6291123132932521,0.7564802310321674,0.04263889714796318,0.19113166216207148,-0.03199051732627985,0.05493003491127262
overwrite_any,1,28,298,182,116,0.6917866616142477,0.5865858279651384,0.7128173550587344,0.10520083364910937,-0.021030693444486714,0.6279493535138425,0.75042593619118,0.5128626591446362,0.6513976303861733,0.6467908090040535,0.776977031709219,0.03026540688072608,0.18046332896339853,-0.05697594584684343,0.01293728022152484
transient_recovery,1,24,137,52,85,0.5861990950226245,0.5737556561085974,0.5814479638009049,0.012443438914027105,0.004751131221719551,0.4802219641163508,0.6807888721526346,0.46235879332477536,0.6645949429957342,0.48374256441623975,0.6781397185480423,-0.12326781970649894,0.13095323150201196,-0.07353188649135148,0.0787582426053748
transient_recovery,1,25,137,52,85,0.5639140271493213,0.5737556561085974,0.6099547511312218,-0.009841628959276094,-0.04604072398190051,0.46154981156976144,0.6733210445136366,0.47944566303261954,0.6770495582729301,0.5097491307569539,0.7028559341813514,-0.14432475690767307,0.11709001925545569,-0.1257739352800904,0.04092402309926819
transient_recovery,1,28,137,52,85,0.5843891402714932,0.5737556561085974,0.5807692307692307,0.01063348416289589,0.0036199095022625416,0.492695726259556,0.684772671294223,0.4779084737827715,0.6671658102615231,0.4967644205972519,0.6856967886302456,-0.11477513705408328,0.1417964859388732,-0.05796360153256703,0.06517326188848734
transient_overwrite,1,24,259,144,115,0.6576690821256039,0.5909420289855073,0.6462560386473429,0.06672705314009664,0.011413043478260998,0.5851877325060222,0.7239035825926348,0.5220598559654087,0.6653138243470509,0.575887078931517,0.7183065095129831,-0.030035647520631984,0.14886041021461988,-0.02810584204832312,0.04930161865843885
transient_overwrite,1,25,259,144,115,0.6502415458937199,0.5909420289855073,0.6570048309178744,0.05929951690821256,-0.006763285024154575,0.5829805269452043,0.7155307896155227,0.5174356290841614,0.6546098571171421,0.5900390974810652,0.722147807076824,-0.025945727017784408,0.14801113862896145,-0.05028420271093501,0.03852673704260749
transient_overwrite,1,28,259,144,115,0.6684782608695652,0.5909420289855073,0.6719202898550725,0.0775362318840579,-0.0034420289855072728,0.605500051329753,0.7258555041774656,0.52240252713647,0.65829439960437,0.6091496556812592,0.7316652127832319,-0.006424227932914148,0.16559215463581944,-0.042774536393720725,0.031095117467356916
finish_correct_from_wrong,1,24,365,228,137,0.7369701626328595,0.6808490203611218,0.7387629658086824,0.0561211422717377,-0.0017928031758228657,0.6825841981282231,0.787248688588765,0.6242130295411973,0.7257854700917314,0.6798628971621091,0.788496728579806,-0.0022209985315711075,0.1183215309782582,-0.03080128712879673,0.028812020502074296
finish_correct_from_wrong,1,25,365,228,137,0.771417595082597,0.6808490203611218,0.7439813036240236,0.09056857472147517,0.027436291458573403,0.7204989608379078,0.817839892712233,0.6209308982011927,0.738888879312699,0.6896790475136527,0.7974407498130709,0.036389425025329394,0.14183287382536772,0.0015751358149029733,0.0562927227774912
finish_correct_from_wrong,1,28,365,228,137,0.775035215776668,0.6808490203611218,0.7570751696760148,0.09418619541554618,0.01796004610065316,0.7231531577633368,0.8217537460483113,0.6224345997286296,0.7286647067361637,0.704891625348994,0.8046465118980675,0.036015251897860534,0.15207854818139963,-0.00508881232958242,0.04511246109704836
final_correct_replication,2,24,924,651,273,0.7929699588685764,0.7696358940598572,0.790004670189002,0.023334064808719135,0.0029652886795743516,0.7642239644277062,0.8235038451235097,0.7391301606137227,0.7989378049777379,0.7618473079769252,0.817303113648077,-0.00647262814520215,0.05783331114456656,-0.010640776585123246,0.017967683685565432
final_correct_replication,2,25,924,651,273,0.8059283266656541,0.7696358940598572,0.7912538050786899,0.03629243260579684,0.01467452158696414,0.7754094653285776,0.8368627214737344,0.737691732410948,0.8002404190333111,0.7593121837739961,0.8245735726603002,0.00659058511513476,0.06960628018813056,0.00035129993007076705,0.02979225100852001
final_correct_replication,2,28,924,651,273,0.8097488788733028,0.7696358940598572,0.7997164126196383,0.04011298481344561,0.010032466253664496,0.7764627182313075,0.8391355838535788,0.7368415826305972,0.8019135903283486,0.7673859160638676,0.8296935043540414,0.007294297640812919,0.0704085428837386,-0.004676384362545529,0.023823498128537263
recover_any,2,24,410,317,93,0.6660900240833079,0.6388521420575964,0.647739221871714,0.027237882025711424,0.01835080221159391,0.6024709533419247,0.7295796701974002,0.5783837350031743,0.6998892384981491,0.5827429510348361,0.7072408416505175,-0.05048847659921822,0.09652227611769888,-0.020756764324967647,0.0641266999538119
recover_any,2,25,410,317,93,0.6872901190597334,0.6388521420575964,0.673213255995387,0.04843797700213692,0.014076863064346412,0.6266789017210693,0.7499647092038396,0.5714293446471556,0.7019820434736952,0.6092650251230844,0.7378524296708033,-0.021178768943474768,0.11540144499847357,-0.030118266335055238,0.052750916288026216
recover_any,2,28,410,317,93,0.656558461381907,0.6388521420575964,0.6706353244462535,0.01770631932431055,-0.014076863064346523,0.5959323867478026,0.7203877422015039,0.5670287935370539,0.702216785432518,0.6043209597288939,0.7406302936194239,-0.05651945780570404,0.09327161830270359,-0.052105114336616284,0.03147575510520753
overwrite_any,2,24,281,165,116,0.6544409613375131,0.5319749216300941,0.6092476489028213,0.12246603970741898,0.04519331243469171,0.5938492812594283,0.7169044423424344,0.46589146270396264,0.5984675379224577,0.545510945855615,0.6680418740346863,0.02694128787878788,0.19985455034117722,0.009995116966219825,0.07972195774981519
overwrite_any,2,25,281,165,116,0.6492163009404389,0.5319749216300941,0.6423197492163009,0.11724137931034484,0.006896551724138056,0.5847897203008597,0.7155277695616272,0.4669770919699064,0.6014942081093573,0.5802744962067923,0.7080325481256332,0.03504065116229392,0.20737768629681141,-0.03225046194279946,0.04824749530406383
overwrite_any,2,28,281,165,116,0.6699059561128526,0.5319749216300941,0.6694879832810867,0.13793103448275856,0.0004179728317659226,0.602680726258184,0.733602736936036,0.4583683191223874,0.5925643295987079,0.6058164733201077,0.7280789613142554,0.055767511942080863,0.22531302315014112,-0.03681824465739378,0.03549272832921886
transient_recovery,2,24,138,52,86,0.598278175313059,0.5288461538461539,0.5827370304114491,0.06943202146690519,0.01554114490160996,0.48894700979356953,0.7023634716147233,0.42691161598369376,0.6319759040915006,0.49394227115969136,0.6848993896872108,-0.07349198849055943,0.20743472920061226,-0.05493099941565239,0.09276194048512126
transient_recovery,2,25,138,52,86,0.6507155635062611,0.5288461538461539,0.6229874776386405,0.12186940966010729,0.027728085867620655,0.5509083853848052,0.7325005546196348,0.4276134022800384,0.6261351495726495,0.5265809879986478,0.7034285168964275,-0.012673295454545421,0.23451554001553987,-0.0343105247465712,0.09144829049675861
transient_recovery,2,28,138,52,86,0.5796064400715563,0.5288461538461539,0.6016323792486583,0.05076028622540241,-0.02202593917710205,0.48039603918396373,0.6795777970988645,0.4279987527716186,0.6330777656078861,0.4924479166666667,0.69169078302546,-0.09314069953786516,0.19218085037902197,-0.08275191675794079,0.04206451273487563
transient_overwrite,2,24,244,129,115,0.6535220761712167,0.576407145264577,0.6521739130434784,0.07711493090663968,0.0013481631277383332,0.5839812399173868,0.725321197027198,0.5044626599726793,0.6520101553879126,0.5825722854359846,0.7263001889283649,-0.013973456580732659,0.1729919629232709,-0.04088046362672155,0.0456767833332158
transient_overwrite,2,25,244,129,115,0.638490057296933,0.576407145264577,0.645298281092012,0.06208291203235594,-0.00680822379507906,0.5672387105457971,0.7047453229474709,0.5020420791779114,0.6435627884636302,0.5761222876523352,0.7207667065261495,-0.024175317313827244,0.15223644421362634,-0.0484614635206175,0.03232784908246429
transient_overwrite,2,28,244,129,115,0.6509268621503201,0.576407145264577,0.6589821368385574,0.0745197168857431,-0.008055274688237302,0.5827483648254376,0.7219824853860595,0.5075177440583246,0.6420632963335748,0.5934149614856582,0.7275189237026436,-0.013314891061931653,0.1786245402494976,-0.0425799740418384,0.024831827260874812
finish_correct_from_wrong,2,24,383,245,138,0.738243123336291,0.6847678201715469,0.7114463176574977,0.05347530316474414,0.02679680567879339,0.6818077650252935,0.7887810794085972,0.6321585755530169,0.7379325938376182,0.6534445360986473,0.7656641640514623,-0.012706317009562354,0.10575488636788194,0.0017663831801388058,0.05879498647976152
finish_correct_from_wrong,2,25,383,245,138,0.7464655427388347,0.6847678201715469,0.7108843537414966,0.06169772256728778,0.03558118899733809,0.6924817959603345,0.7985537043639964,0.6285506031827633,0.7407992695878438,0.6544930797810191,0.7684800996555118,0.008333675446124414,0.11599759350344455,0.004381511369610463,0.06710252402707641
finish_correct_from_wrong,2,28,383,245,138,0.7410233658680864,0.6847678201715469,0.7331558710440699,0.056255545696539455,0.007867494824016497,0.6826618878097526,0.7909847520739064,0.6247157281716105,0.7374295357062199,0.6801412002856226,0.7847994515026958,0.00031651275698438037,0.10780506758407667,-0.021616669633849547,0.041872419085371114
final_correct_replication,4,24,924,651,273,0.804088384733546,0.7816545973228002,0.7892394344007247,0.022433787410745865,0.014848950332821298,0.7774967988960325,0.8327384693642673,0.7520377649197957,0.8145819821654797,0.7609444483288536,0.8205598317747093,-0.008549565205952073,0.052107888374942596,-0.0011139272501739183,0.031041229219747092
final_correct_replication,4,25,924,651,273,0.8093212471092656,0.7816545973228002,0.7912144179425286,0.02766664978646538,0.018106829166737004,0.7773977465569071,0.8403462162559304,0.7516872729800946,0.811786303903996,0.7571261615494057,0.8283977331846764,-0.0004031172496728629,0.056392363404931097,0.0022491470229831947,0.03572583477255791
final_correct_replication,4,28,924,651,273,0.8211148810227151,0.7816545973228002,0.7996713987497397,0.039460283699914944,0.021443482272975434,0.787728079465913,0.8490830026662572,0.7511703366345301,0.8134628846619688,0.7678681330745546,0.8291853493979331,0.009036315463858736,0.06809449393258214,0.005612072024681501,0.03688658111821386
recover_any,4,24,402,307,95,0.6760157723298474,0.6508143322475571,0.6981656094633979,0.025201440082290305,-0.022149837133550454,0.6139404342178512,0.7351886525695641,0.5860093634628919,0.7098037323729194,0.6331398197449477,0.76238396824736,-0.04276968360819511,0.09230584960938458,-0.058011539901583274,0.01350113077460829
recover_any,4,25,402,307,95,0.6776272929881708,0.6508143322475571,0.6944282530430311,0.02681296074061368,-0.016800960054860314,0.6052178068599247,0.7422986755903949,0.5874020202590489,0.7146220671352613,0.631990565796047,0.7565544373983326,-0.05503692224250128,0.08955869606227522,-0.05613332955893037,0.017279844900274628
recover_any,4,28,402,307,95,0.7141093776787245,0.6508143322475571,0.7118806788959369,0.06329504543116737,0.0022286987827876414,0.6504776846716811,0.7714295794726321,0.5868637111615723,0.7128906100721955,0.6493957638785225,0.7752959950289707,-0.011412489435843968,0.12801457238511543,-0.029552606977880695,0.03993292858651992
overwrite_any,4,24,282,161,121,0.6402648734664544,0.5324162004003902,0.6259945588008828,0.10784867306606427,0.014270314665571604,0.5808086656473752,0.7056456228956227,0.4649131562221095,0.5956663987194848,0.557579667120039,0.6867054149759932,0.02728502924723853,0.19587437963743926,-0.03079469729028401,0.05978881370074408
overwrite_any,4,25,282,161,121,0.6219393254966378,0.5324162004003902,0.6294851393665624,0.0895231250962476,-0.007545813869924589,0.5526570142820143,0.6902132945445845,0.46643941079941686,0.6021839271839272,0.5551057808466767,0.6925020128824476,0.0008186503393716867,0.1662058322690507,-0.045844540398852864,0.03186659117927007
overwrite_any,4,28,282,161,121,0.6506852830963503,0.5324162004003902,0.6215800010266413,0.11826908269596015,0.02910528206970897,0.5810067954002244,0.7187513336894239,0.46326706483875607,0.5925124053325277,0.5519379198179302,0.6903213060045915,0.04177598419563076,0.19613921467469414,-0.006946503263868558,0.06451943044239092
transient_recovery,4,24,144,55,89,0.638508682328907,0.4937691521961185,0.671297242083759,0.1447395301327885,-0.032788559754851954,0.5405786495525488,0.7241602736885756,0.40092044080524386,0.5877115581429438,0.5663735797602844,0.7596860244708122,0.02591979139933646,0.26529693690843054,-0.09695933480919246,0.02980569584736254
transient_recovery,4,25,144,55,89,0.6026557711950971,0.4937691521961185,0.7001021450459652,0.10888661899897856,-0.09744637385086818,0.5148964098197816,0.6903163843514815,0.3938942132994186,0.5901578193769325,0.6043324690457553,0.7795835650312359,-0.02965307422772693,0.24344256434888606,-0.17054759372450834,-0.02390485312899112
transient_recovery,4,28,144,55,89,0.6161389172625128,0.4937691521961185,0.65097037793667,0.1223697650663943,-0.03483146067415721,0.5173009611368514,0.7075555511441183,0.3822204246027081,0.5863470897529958,0.5591589506172838,0.7400087854902845,0.0028761799469869246,0.2514168498523541,-0.09633543518381026,0.03267551063067373
transient_overwrite,4,24,249,129,120,0.6387596899224806,0.5578811369509044,0.6303617571059431,0.0808785529715762,0.008397932816537446,0.5684744947581939,0.7126405212776592,0.487712576010663,0.6219183866781101,0.5663678591843776,0.6977142298684612,-0.014426503507385826,0.17643701712465135,-0.03997269267950569,0.053302371136923266
transient_overwrite,4,25,249,129,120,0.628811369509044,0.5578811369509044,0.630297157622739,0.07093023255813968,-0.0014857881136949302,0.5579541047188106,0.6997436729396496,0.4857276828110161,0.6296592009214023,0.566669051736903,0.6980891645089452,-0.025597583197735363,0.17123388846307652,-0.051022931225417054,0.04307104054868926
transient_overwrite,4,28,249,129,120,0.6501937984496122,0.5578811369509044,0.6046511627906976,0.09231266149870787,0.04554263565891459,0.5770844152309978,0.7138532688716511,0.4819132825158169,0.6255309505309504,0.5356741139823585,0.6820675675070138,0.004760749685885786,0.18662120082349679,0.008894585013134388,0.08065364534584046
finish_correct_from_wrong,4,24,373,229,144,0.764677341096555,0.7090611353711792,0.7529112081513829,0.055616205725375845,0.011766132945172147,0.7101356566568608,0.8145301601389304,0.6561485285573814,0.7634718794277617,0.7012690476416572,0.8039564253142243,-0.00019666793636965584,0.11142808966905722,-0.01896975630072691,0.04358913064048113
finish_correct_from_wrong,4,25,373,229,144,0.7766557496360991,0.7090611353711792,0.7422974284327996,0.06759461426491986,0.03435832120329951,0.7277552332241725,0.8197782786173631,0.6551424353197458,0.7582217409518778,0.6900540975052297,0.7905265076797959,0.017021813068124066,0.11339983406462874,0.004337944664031706,0.06780549394116567
finish_correct_from_wrong,4,28,373,229,144,0.762372634643377,0.7090611353711792,0.7433891314895682,0.053311499272197804,0.01898350315380881,0.7134049087296903,0.809309897480847,0.6555732786357786,0.7691640249846063,0.694143280699292,0.7955346453390194,0.0030980864844524876,0.10471171171171176,-0.011263865011816199,0.04930272867152841
final_correct_replication,8,24,924,651,273,0.7979777518948026,0.7793813968929176,0.789194420530826,0.018596355001884946,0.008783331363976576,0.7653279520829163,0.827686936128048,0.7463899441796081,0.8072587932954944,0.7585362553419777,0.8184772131885519,-0.014651644649191234,0.05279690101986142,-0.0072524872237927805,0.0254557815212116
final_correct_replication,8,25,924,651,273,0.8127310477540892,0.7793813968929176,0.7922328567489858,0.03334965086117159,0.020498191005103417,0.7852148439148163,0.8419238395714689,0.752351571132293,0.8073526326437176,0.761498635796681,0.8260838546521506,0.005306974834656178,0.06376344453546415,0.005142310314445032,0.03773159803275665
final_correct_replication,8,28,924,651,273,0.8169342178558769,0.7793813968929176,0.7997895601582237,0.03755282096295931,0.017144657697653276,0.7889867445525988,0.8460344968664135,0.74625236241819,0.8101334748471798,0.7700670256113059,0.8299890156988279,0.007371857667706176,0.07162414504153575,-0.0016225005433315614,0.03777467745204594
recover_any,8,24,409,303,106,0.6560495672208732,0.6858459430848746,0.6785603088610748,-0.029796375864001412,-0.022510741640201615,0.5855703292727494,0.7272552541695992,0.6247396322093468,0.7512071106848828,0.616201670070694,0.7382294479569416,-0.10405916153132358,0.03449237387747949,-0.06448119136427678,0.026109502600421473
recover_any,8,25,409,303,106,0.6665732610996948,0.6858459430848746,0.6622454698300018,-0.01927268198517973,0.004327791269693071,0.6063987519207918,0.7291045918018548,0.6238286643825199,0.7386299050728581,0.5972918601392677,0.7284443075548057,-0.08422146459929017,0.04772406170462847,-0.040528332844192494,0.051633950756229875
recover_any,8,28,409,303,106,0.6564231894887602,0.6858459430848746,0.6812067999252756,-0.029422753596114348,-0.024783610436515335,0.6007626010111238,0.7079237719587649,0.6286561725927825,0.7423887260853999,0.6295424810844892,0.7355838034403216,-0.08965695904104475,0.03538026857940232,-0.07233165682293582,0.02193617571863952
overwrite_any,8,24,287,150,137,0.6445255474452555,0.5372749391727494,0.6783454987834548,0.1072506082725061,-0.03381995133819937,0.5731913597638161,0.7160101070004806,0.4756071726936389,0.6004609981336924,0.6099729999931456,0.735731342800314,0.0276982413145211,0.18490467323530035,-0.07221481481481484,0.011129081693306946
overwrite_any,8,25,287,150,137,0.6681751824817519,0.5372749391727494,0.6669586374695863,0.13090024330900252,0.0012165450121656152,0.609192168248811,0.7284356596115813,0.4669081134276917,0.6078967519187144,0.6041619863165687,0.7314677598118138,0.05483055208797325,0.21123292568668048,-0.03689313990922612,0.03761943708257231
overwrite_any,8,28,287,150,137,0.6838929440389295,0.5372749391727494,0.6731386861313868,0.14661800486618015,0.010754257907542697,0.6206738791022367,0.7423105684036644,0.46881631083511377,0.6006954837909009,0.6105510678721842,0.7297143431902849,0.06575786533518879,0.22354686481518923,-0.028724432374241594,0.051481357146576846
transient_recovery,8,24,144,47,97,0.6246983987716604,0.4935292827374424,0.6049572274621628,0.13116911603421805,0.019741171309497596,0.5362812749960006,0.7179419920141971,0.39039713541666665,0.6036475087412586,0.5195592645202021,0.7011085413429163,-0.007166238277258829,0.27699139349799806,-0.06065774554082963,0.11062115406942988
transient_recovery,8,25,144,47,97,0.6196534327703443,0.4935292827374424,0.5896029831103313,0.12612415003290195,0.030050449660013023,0.5082214448723883,0.7121315566714069,0.39012725277832416,0.617941664646703,0.4736934046345811,0.6789424288233812,-0.026498316498316472,0.25455832332933176,-0.05259928009886889,0.11876228150999851
transient_recovery,8,28,144,47,97,0.5781969730203993,0.4935292827374424,0.5586751480587849,0.0846676902829569,0.019521824961614365,0.47898623432540505,0.6696271736906709,0.39654294935451834,0.5995780723905724,0.4467162583590535,0.6521157007207502,-0.04173886982775483,0.22029145473649014,-0.061920978323415025,0.11417100694444446
transient_overwrite,8,24,251,117,134,0.6320321469575201,0.5539609644087256,0.6808904196963897,0.07807118254879453,-0.04885827273886967,0.5661160308669764,0.7001760666653667,0.48093605124438177,0.6215821623501974,0.6131802259887006,0.7410528447471031,-0.00906854607858754,0.1692756017820915,-0.10367163698066295,0.004269917079249208
transient_overwrite,8,25,251,117,134,0.6542926393672662,0.5539609644087256,0.6615639749968109,0.10033167495854067,-0.0072713356295446285,0.5828511140254261,0.7268577327127693,0.47704782115768607,0.6182187794402456,0.5923831289094803,0.7278992583174401,0.020612828402655166,0.18966492787996825,-0.05316978265507678,0.03652840180756426
transient_overwrite,8,28,251,117,134,0.6897563464727644,0.5539609644087256,0.6554407449929839,0.13579538206403885,0.03431560147978052,0.6195902709591489,0.7534304898628544,0.4826040474676838,0.6241137261409708,0.5791851537970701,0.7197063492063491,0.050296263964488254,0.22357887779083427,-0.010755005808437293,0.08070779590189313
finish_correct_from_wrong,8,24,376,232,144,0.7425766283524905,0.6971084770114943,0.7242875957854407,0.04546815134099624,0.018289032567049834,0.6888124712237252,0.797590812499225,0.6471605965990219,0.7529556773497729,0.6704379246997471,0.7776157794017153,-0.0034618269013205042,0.09297923208893058,-0.02182629147728948,0.058821066263759963
