task,step,layer,n,positive,negative,auc,surface_auc,initial_auc,delta_vs_surface,delta_vs_initial,auc_lo,auc_hi,surface_auc_lo,surface_auc_hi,initial_auc_lo,initial_auc_hi,delta_vs_surface_lo,delta_vs_surface_hi,delta_vs_initial_lo,delta_vs_initial_hi
finish_correct_from_wrong,8,25,376,232,144,0.7626616379310345,0.6971084770114943,0.7383860153256705,0.06555316091954022,0.024275622605363978,0.7126395579412821,0.8073518112267395,0.638845966130943,0.7483863200216607,0.6896078760057768,0.7903825959263016,0.011201341384695833,0.12185061015075332,-0.010882890803654056,0.06432727732814317
finish_correct_from_wrong,8,28,376,232,144,0.7435045498084291,0.6971084770114943,0.7400023946360152,0.046396072796934806,0.0035021551724138122,0.6905497733323526,0.7923081455178537,0.6440430015575848,0.7495624147566866,0.6900655449609601,0.7896321289532254,-0.004309932681003528,0.09527700898057914,-0.035217940779623993,0.03928788511257389
final_correct_replication,16,24,924,651,273,0.8096869848021921,0.8007742385622569,0.7890875125898168,0.00891274623993521,0.020599472212375347,0.7778908066009401,0.8385479065950071,0.7683885976316173,0.8309526110340022,0.755949059831053,0.8214813122052138,-0.023526061469463812,0.03887751937667593,0.0016470740292059186,0.04012373192956311
final_correct_replication,16,25,924,651,273,0.8068060971286777,0.8007742385622569,0.7919796537308058,0.006031858566420745,0.014826443397871869,0.7772146475544746,0.8330476731448279,0.7711615144824481,0.8306254535953784,0.759041949871425,0.8212634086573819,-0.026924487626103947,0.03657255067777366,-0.004988636061633994,0.0352475576748194
final_correct_replication,16,28,924,651,273,0.8031824806018355,0.8007742385622569,0.800250952324685,0.0024082420395785675,0.002931528277150486,0.7673667334360819,0.8315569509525516,0.7706083212012111,0.8273825773708416,0.7676871975246156,0.8320234009512706,-0.025987144197221732,0.032757343070770904,-0.017496319292179676,0.02249910851964596
recover_any,16,24,380,263,117,0.6973449026680965,0.667706606870105,0.7008547008547009,0.029638295797991487,-0.0035097981866044625,0.6418677388013723,0.7505906845789971,0.6078732769324713,0.7300160908779998,0.6462552686460118,0.7592707749550053,-0.03317891823356112,0.08925200445357478,-0.04694361250720875,0.044029250694994075
recover_any,16,25,380,263,117,0.6894153586168794,0.667706606870105,0.6874004744727178,0.021708751746774446,0.0020148841441616216,0.6281562624176026,0.7420052213324745,0.6086236458727018,0.720525834836805,0.626929409982962,0.7470188265709891,-0.042336708797285766,0.07932275657150491,-0.04625406896353701,0.04897958054445533
recover_any,16,28,380,263,117,0.6836956874979688,0.667706606870105,0.6653017451496539,0.01598908062786386,0.01839394234831493,0.630949606576978,0.7381293841616223,0.6073107789932957,0.7201369923488882,0.6086803774398057,0.7276937607367702,-0.04221921866104021,0.07607971399497761,-0.022095613669353704,0.05761803448180392
overwrite_any,16,24,305,147,158,0.632523895634203,0.5099026952553173,0.6347197106690778,0.12262120037888569,-0.0021958150348748706,0.567749529787444,0.6946058784786378,0.4473755629228275,0.572102036146253,0.5609402069991242,0.7004349100120991,0.03683815718125474,0.19869326760211573,-0.04263735768569831,0.04247271304793267
overwrite_any,16,25,305,147,158,0.6313614053216222,0.5099026952553173,0.6258503401360545,0.12145871006630493,0.005511065185567765,0.5725963384082838,0.6925488583339794,0.44737638294447135,0.5800222621455164,0.5613069816089951,0.6908331707777499,0.03897684454136061,0.20820741462380116,-0.03628615158013171,0.05489542662318334
overwrite_any,16,28,305,147,158,0.6288211487126497,0.5099026952553173,0.6425988116765693,0.11891845345733243,-0.013777662963919579,0.5742880155797463,0.6886056722675051,0.45624632070092314,0.579831209047251,0.5818644530170362,0.704875342814543,0.040285231174252256,0.19184740303693504,-0.056628575131772274,0.03147143234574139
transient_recovery,16,24,154,45,109,0.6266055045871559,0.42528032619775735,0.5005096839959224,0.20132517838939856,0.12609582059123348,0.527753376656473,0.7235096526474668,0.3191993050406115,0.5303015081646505,0.39326109658561326,0.60496432275202,0.06784659556157145,0.3116400890857412,0.0332679983190187,0.21473153828023012
transient_recovery,16,25,154,45,109,0.6582059123343527,0.42528032619775735,0.5035677879714576,0.2329255861365953,0.15463812436289504,0.5700162339972417,0.7525729546762379,0.328774040593711,0.5370587568058076,0.4037283940265997,0.6060796237728016,0.1214972737488594,0.3678829469537811,0.05215101273099961,0.25818788259105296
transient_recovery,16,28,154,45,109,0.6042813455657493,0.42528032619775735,0.5531090723751274,0.17900101936799195,0.0511722731906219,0.4969993642720915,0.7039235363674969,0.33275137741046834,0.5273737080103359,0.4370012397333088,0.659555120124973,0.023661821389094173,0.31218605916254993,-0.035999176013380596,0.13093491735537174
transient_overwrite,16,24,262,108,154,0.5437109187109188,0.5194805194805194,0.5755170755170755,0.02423039923039938,-0.03180615680615673,0.473684914845002,0.6125526273655179,0.4534779728701826,0.595911760117668,0.5035505528888696,0.6464468133207517,-0.06344969765228384,0.10589440061758834,-0.08279647590791103,0.022430933963342663
transient_overwrite,16,25,262,108,154,0.5431697931697931,0.5194805194805194,0.5793049543049543,0.02368927368927365,-0.03613516113516124,0.4756437466929103,0.6110332306338028,0.4527495050074581,0.5958179629370459,0.5132219208215324,0.6463044668938656,-0.07665355521270943,0.11023239341608192,-0.09081788215348227,0.014631368669448731
transient_overwrite,16,28,262,108,154,0.5142496392496393,0.5194805194805194,0.5677008177008177,-0.005230880230880142,-0.053451178451178416,0.445453390948674,0.587331888754899,0.4571549181496223,0.602895709160292,0.5039767232394597,0.6378731126425535,-0.10833008844362692,0.08272145924015964,-0.1031664333468626,0.0017771891577554719
finish_correct_from_wrong,16,24,354,200,154,0.700487012987013,0.7035064935064935,0.7326298701298701,-0.003019480519480533,-0.03214285714285714,0.6449008295951231,0.7540752174409158,0.6446727311821652,0.7527962750634494,0.6804619825058214,0.7818102675812632,-0.05862209973647508,0.05250846246173344,-0.07533101852121901,0.008484315180168572
finish_correct_from_wrong,16,25,354,200,154,0.682435064935065,0.7035064935064935,0.7258116883116883,-0.02107142857142852,-0.04337662337662329,0.625032002361116,0.735419105520128,0.6463133973597148,0.7576616742326379,0.6750945186972483,0.774905601361812,-0.07502239658489648,0.03301458112690396,-0.0878131238839047,-0.0035587717387299163
finish_correct_from_wrong,16,28,354,200,154,0.6984415584415584,0.7035064935064935,0.7087337662337663,-0.0050649350649351055,-0.010292207792207853,0.6468462812105599,0.7498630718085525,0.6505874589793803,0.7561828397364477,0.6523048941798942,0.7587928809248903,-0.05860811460665366,0.05043883247743548,-0.04958119959169403,0.03227840953091134
final_correct_replication,24,24,924,651,273,0.8229998368247216,0.8296225024335623,0.7908092931134405,-0.006622665608840728,0.03219054371128105,0.7940268158026392,0.851456592253108,0.8010352882299451,0.8571889970914234,0.7582043790738625,0.8208918970533569,-0.04022111691130208,0.026086294426009217,0.011363757428657018,0.053438560199206876
final_correct_replication,24,25,924,651,273,0.8240745429685523,0.8296225024335623,0.7914507407594964,-0.005547959465009966,0.03262380220905592,0.7971070459259232,0.8545776809159716,0.8024386655373679,0.8582894059065933,0.7592922874523008,0.8225964669298456,-0.03949663366475294,0.027871484464815806,0.01144264160466419,0.055643137105893366
final_correct_replication,24,28,924,651,273,0.8081846468943243,0.8296225024335623,0.8008642663020544,-0.021437855539237938,0.007320380592269915,0.777451217472514,0.8401109426580208,0.8034348820733105,0.8554869818952159,0.7703778507401978,0.8322970437203772,-0.05402115229020789,0.00862625843432319,-0.01308254348539404,0.030080406660243898
recover_any,24,24,313,191,122,0.6120933825422711,0.600592223843447,0.6657368466226075,0.011501158698824065,-0.05364346408033638,0.5384165466117075,0.6765749679491384,0.5356599276777457,0.6640789903343781,0.6047603300952152,0.7231789891556538,-0.056581113698950664,0.07244407203402853,-0.10531955536369518,0.005616872912702184
recover_any,24,25,313,191,122,0.6166852630675479,0.600592223843447,0.6370268646468115,0.01609303922410088,-0.02034160157926357,0.5583448784535051,0.6789980794182475,0.5385013167329548,0.665644721767594,0.5741070300776686,0.705326341898792,-0.04513048654505134,0.08741180559509573,-0.06926337191211726,0.03373442075897397
recover_any,24,28,313,191,122,0.5882327697193375,0.600592223843447,0.6082310531284869,-0.012359454124109548,-0.019998283409149442,0.5191909146374057,0.6540009968758733,0.5381467502217824,0.669025667142489,0.5472921496571541,0.6711819595684462,-0.0838975334190335,0.05555493198888569,-0.0720187122896158,0.031479117137823885
overwrite_any,24,24,362,156,206,0.6357045058501369,0.5473923325865073,0.6099078914612894,0.08831217326362961,0.025796614388847505,0.5764305950234712,0.6920466325067378,0.4886876346182413,0.6125974673469018,0.5511393196461714,0.671802669366187,0.01579548384804065,0.16729082470320786,-0.017877496680310502,0.06431262738092113
overwrite_any,24,25,362,156,206,0.6266492407269106,0.5473923325865073,0.6298854866816032,0.07925690814040331,-0.003236245954692518,0.5648110817300147,0.6807386312973335,0.49431552904548004,0.6023920494462353,0.5685759501308962,0.685446690470318,0.011375634687757274,0.14910648148148142,-0.04136931836656534,0.04129684344484864
overwrite_any,24,28,362,156,206,0.6309746079163555,0.5473923325865073,0.6460044809559373,0.08358227532984819,-0.01502987303958181,0.5698793727178858,0.685729514670244,0.4922434993691789,0.6063540321224767,0.5879655763514143,0.7040771741900457,0.014311324125351611,0.15089642346411483,-0.05879771809428274,0.022637440912160453
transient_recovery,24,24,151,42,109,0.6491917868064657,0.6297509829619921,0.5301441677588467,0.019440803844473664,0.11904761904761907,0.5521641206423815,0.7498114802362907,0.5160565605928509,0.7328318716739392,0.4273314508471188,0.6366602904351917,-0.13083760536405384,0.16556711421104042,0.038975306036302226,0.20230073044513647
transient_recovery,24,25,151,42,109,0.6288772389689821,0.6297509829619921,0.5747051114023591,-0.00087374399300999,0.05417212756662293,0.5375438800869835,0.7161079110136294,0.5136292016806723,0.7385062204406191,0.46720741925498893,0.6697999902075988,-0.12456322968463869,0.13783311489733513,-0.04317131108555532,0.1483895806028833
transient_recovery,24,28,151,42,109,0.6332459589340322,0.6297509829619921,0.596439493228484,0.003494975972040182,0.03680646570554824,0.5321586587684657,0.730382671622617,0.5120772946859904,0.7354485059937188,0.49763084037474287,0.7046093648375903,-0.14666503870026448,0.16494945273859676,-0.05081116756957921,0.12965953759024126
transient_overwrite,24,24,322,121,201,0.5650261091238025,0.564861642202212,0.547551498704823,0.00016446692159044485,0.017474610418979464,0.5012567626280244,0.6278058686753332,0.49964197250873094,0.6294729292479859,0.4796149670560048,0.6098123631114356,-0.07628296700443542,0.0795019452301109,-0.02818081917954378,0.06330324701672842
transient_overwrite,24,25,322,121,201,0.5762509765223469,0.564861642202212,0.5568438797746804,0.011389334320134892,0.019407096747666497,0.5055015163226666,0.6359482595218982,0.5010157241685708,0.6220205822803975,0.48401570544658473,0.6218822194719472,-0.061984508001894506,0.0868593427476436,-0.03421264345810786,0.06898013530165527
transient_overwrite,24,28,322,121,201,0.5920809177254225,0.564861642202212,0.5791702643805765,0.027219275523210462,0.01291065334484598,0.5306150844038207,0.650759774951016,0.5042782814619386,0.6252797339279661,0.5146719634074988,0.644925882886572,-0.05196621137780655,0.10487332656729352,-0.04085179384873968,0.06101525930508299
finish_correct_from_wrong,24,24,288,137,151,0.671049451346256,0.6897568521293567,0.669599265239039,-0.018707400783100625,0.001450186107217033,0.6060577299855318,0.7295049837716194,0.6308291053509176,0.743106649822233,0.6063013689763479,0.7210172631691848,-0.08228272915772919,0.04528046437344446,-0.048464031030835394,0.04820678235493236
finish_correct_from_wrong,24,25,288,137,151,0.6472663991878957,0.6897568521293567,0.6822158843718277,-0.04249045294146092,-0.03494948518393193,0.5819194831804259,0.7083697010807078,0.6256945752032024,0.7519676324425201,0.6247904847556452,0.7412036713701696,-0.11234909598771717,0.029683101385059595,-0.09504098075309832,0.01518561523970451
finish_correct_from_wrong,24,28,288,137,151,0.6705177164402766,0.6897568521293567,0.6764634794798667,-0.01923913568908009,-0.005945763039590157,0.6162652957638279,0.7308402332487699,0.6325034378937904,0.7529829009001071,0.6197264584846284,0.7323725473756544,-0.0797787843721052,0.04636036313959981,-0.0622202505216505,0.0462081354785652
final_correct_replication,32,24,924,651,273,0.8447359092520383,0.8590390664123383,0.7893857294778954,-0.01430315716029995,0.055350179774142916,0.8188871609071009,0.8699702341159313,0.8333930854192282,0.8834445148308191,0.7585419382387208,0.8187231186042285,-0.046361231386865896,0.014847877467289192,0.032090127380861234,0.07665890837357929
final_correct_replication,32,25,924,651,273,0.8398406509005587,0.8590390664123383,0.7927223825841337,-0.019198415511779587,0.04711826831642496,0.8130411759919332,0.863110989599517,0.8334717616372394,0.8818248179273461,0.7626060400642329,0.8231641820359196,-0.04656369125603435,0.009126967682584046,0.020822611354817427,0.07120174543395472
final_correct_replication,32,28,924,651,273,0.8262295819899507,0.8590390664123383,0.7992606471869145,-0.032809484422387625,0.026968934803036193,0.7959932616817997,0.8578642193649899,0.8333582964565976,0.8837460513601567,0.7654965404965405,0.8324952951344392,-0.0641547733466112,0.0022670459302011775,0.0024491708170981735,0.050136818246018254
recover_any,32,24,266,127,139,0.5870956777884779,0.5985951396363224,0.589078343624313,-0.01149946184784445,-0.0019826658358350624,0.5241786444671135,0.6544042384759292,0.5265883708417162,0.660387603449851,0.5208348245360136,0.6578543509748269,-0.09336319698176386,0.06806080197592317,-0.07429504157495717,0.06082968309888851
recover_any,32,25,266,127,139,0.5640401064974792,0.5985951396363224,0.6167223701353878,-0.03455503313884323,-0.05268226363790862,0.5006495768804217,0.6299263466401969,0.525471323494966,0.6677146944210879,0.5480297191441422,0.6778764296218911,-0.11981120881827266,0.05027119224092539,-0.13020500059068613,0.01884214706560478
recover_any,32,28,266,127,139,0.5537868917464454,0.5985951396363224,0.5629071545912876,-0.04480824788987703,-0.009120262844842242,0.4885006782846465,0.6276567766811358,0.5281198653529455,0.664454729260125,0.49943965824399666,0.6334506270787651,-0.11452052664151462,0.03343829570531309,-0.06695278631339231,0.04997504484453887
overwrite_any,32,24,422,141,281,0.6199490169354636,0.5122031246056384,0.6179046465258322,0.10774589232982512,0.0020443704096313464,0.5618518299244517,0.6745846942785046,0.4496274749948969,0.5695576493716665,0.5617658742641441,0.6780078746119481,0.03524142704630507,0.18873417418004396,-0.04010151964274779,0.04780279241549532
overwrite_any,32,25,422,141,281,0.6207566694429721,0.5122031246056384,0.6222710178945509,0.1085535448373337,-0.0015143484515787176,0.5641007946988441,0.674232426453711,0.45382266426567847,0.5731194495623013,0.5666793065193496,0.6796264688156772,0.03898075488120057,0.18222134192274725,-0.04363962595669899,0.03551490514905151
overwrite_any,32,28,422,141,281,0.6333257615910755,0.5122031246056384,0.6303223038287776,0.12112263698543702,0.003003457762297823,0.5762119720330505,0.6950957757165185,0.45472470301989404,0.5690591577540106,0.5656745453997111,0.6906123753494248,0.048555538239959145,0.1929531318882108,-0.03482203395775895,0.04341581589675223
transient_overwrite,32,24,374,104,270,0.5682692307692307,0.5022079772079772,0.5476495726495726,0.06606125356125359,0.020619658119658157,0.5047583644976106,0.6236604450846941,0.4393928263775351,0.5625735689588937,0.4877739758286534,0.6066273093937029,-0.009575764999924043,0.15155733055606138,-0.033447051915670455,0.07340327862190507
transient_overwrite,32,25,374,104,270,0.5783119658119658,0.5022079772079772,0.5636752136752137,0.07610398860398859,0.014636752136752085,0.5168530762167125,0.6415954949387654,0.4397067841548592,0.5668650503997219,0.5006388724536789,0.6322235373010119,-0.0025347935813290054,0.15839072884657662,-0.03901426351760027,0.0637327090236069
transient_overwrite,32,28,374,104,270,0.5653133903133902,0.5022079772079772,0.5810541310541311,0.06310541310541307,-0.015740740740740833,0.497405380989659,0.6297997509017579,0.43902179099935507,0.566184800719808,0.5168521665474827,0.641394403770222,-0.029558424373905885,0.1409846586494314,-0.0717793720677467,0.03661947124199589
finish_correct_from_wrong,32,24,249,100,149,0.6687919463087248,0.6597986577181209,0.650738255033557,0.008993288590603998,0.01805369127516787,0.5976057921773517,0.7349527000589238,0.5923401552095724,0.7183757391845627,0.5834464214117975,0.7157368604555772,-0.061753463403775785,0.08176451695465173,-0.04845737683764285,0.07580922179727878
finish_correct_from_wrong,32,25,249,100,149,0.6583892617449665,0.6597986577181209,0.6693288590604027,-0.0014093959731543704,-0.010939597315436256,0.596412371010345,0.7207063079491629,0.5934023471287623,0.7351420267309348,0.6020916266300618,0.7288616768288798,-0.07742708060624483,0.07358168132068432,-0.07368829952533028,0.05198945539432842
finish_correct_from_wrong,32,28,249,100,149,0.6384563758389261,0.6597986577181209,0.636510067114094,-0.021342281879194736,0.0019463087248321465,0.5647540864012651,0.7066548961986918,0.5917412704335174,0.727789327973715,0.574605073193661,0.7050401803649883,-0.10154648393910409,0.04458247362237482,-0.0655727019368827,0.06707846991465637
final_correct_replication,40,24,924,651,273,0.8399363053740934,0.8874822054545557,0.7892338076669874,-0.04754590008046233,0.050702497707106,0.8114457630878438,0.866001489211605,0.8614168077767306,0.9094958885438275,0.755996163226669,0.8178983433697565,-0.082278025691795,-0.016558688847683845,0.02758302948971147,0.07443623398871424
final_correct_replication,40,25,924,651,273,0.8372242197126989,0.8874822054545557,0.7911694040726298,-0.0502579857418568,0.04605481564006908,0.8101499015586765,0.8623695355854624,0.8622208046428829,0.9103429029557092,0.7577727325434306,0.8210614844568044,-0.08279394036033219,-0.016909595219187442,0.02271538027232237,0.07058382624946459
final_correct_replication,40,28,924,651,273,0.8357781491422043,0.8874822054545557,0.7997783066907491,-0.05170405631235142,0.035999842451455155,0.8078454281147993,0.8639032450712765,0.8663187189464158,0.9125824222730263,0.7691670284229125,0.8323673412144226,-0.08318435324022426,-0.020757529115402552,0.011718640883486602,0.05937823277165817
recover_any,40,24,243,71,172,0.6979200786112021,0.613658696364232,0.6283164100884376,0.0842613822469701,0.06960366852276445,0.6286704735680725,0.7662646818737255,0.535132947564203,0.6878882260160556,0.5495033217152924,0.7161396032522006,-0.00598122833676263,0.1806150099321814,-0.008068152967110059,0.13737943205939984
recover_any,40,25,243,71,172,0.6883393383557157,0.613658696364232,0.6469865705863086,0.07468064199148372,0.041352767769407106,0.6142003530299937,0.7698426178235813,0.533940754439512,0.6874371791877272,0.5669388344285505,0.7223067318931953,-0.017088398175443692,0.17685469163298886,-0.02648045128418445,0.1172469989904646
recover_any,40,28,243,71,172,0.6256141500163774,0.613658696364232,0.5896659023910907,0.011955453652145454,0.0359482476252867,0.5464549175526653,0.6998438123752495,0.5356579719567907,0.698890129148448,0.5067979536655258,0.6723655119171095,-0.08734061165449786,0.10725381633301942,-0.04331407046932758,0.11522773920023266
overwrite_any,40,24,474,110,364,0.6514235764235764,0.6216283716283717,0.6122627372627373,0.0297952047952047,0.03916083916083912,0.598635823926406,0.7087015202417333,0.5630755839297061,0.6755109668939455,0.5522673048026969,0.6711299225863372,-0.036813539888406195,0.1051867845471497,-0.009856952359512224,0.08659105889402502
overwrite_any,40,25,474,110,364,0.6508241758241758,0.6216283716283717,0.6265734265734266,0.029195804195804143,0.024250749250749215,0.5933286697576329,0.7034575662981839,0.5651528107641086,0.6815797797932037,0.5614223721099739,0.6842080760981406,-0.04438743189483698,0.09776076162599052,-0.0272239915353258,0.07711198359994387
overwrite_any,40,28,474,110,364,0.6926823176823176,0.6216283716283717,0.6036463536463537,0.07105394605394588,0.08903596403596392,0.6349159355925145,0.7437828069904752,0.5643962891445561,0.6794521394575113,0.5400201044635106,0.659084195538256,-0.0041514580834096666,0.141522626689213,0.0323744179848504,0.14376033282752101
transient_overwrite,40,24,428,77,351,0.5867095867095867,0.6130536130536131,0.5394235394235394,-0.026344026344026328,0.04728604728604735,0.5152611978509625,0.6477871415928422,0.5449327035654015,0.6730811887164856,0.4713702456213675,0.6025941387005619,-0.11977443069727536,0.06302577707219253,-0.024646223256928623,0.11341504185987608
transient_overwrite,40,25,428,77,351,0.5861175861175861,0.6130536130536131,0.582898582898583,-0.026936026936026924,0.003219003219003147,0.5175754552201799,0.6492580157130221,0.5456909381652341,0.6769170667864036,0.5203802174544958,0.6504488435117542,-0.12339906473152636,0.061527359300097374,-0.06024367259569988,0.06713828425096022
transient_overwrite,40,28,428,77,351,0.5927035927035927,0.6130536130536131,0.5392385392385393,-0.020350020350020315,0.05346505346505348,0.5226972710895765,0.662152047715125,0.5533045160548504,0.6814939639483371,0.4674031307771084,0.615241173065792,-0.12333640006763466,0.06682449900708014,-0.01629515518880403,0.12619661690433753
finish_correct_from_wrong,40,24,224,58,166,0.6829040299127545,0.654445367677607,0.5550477773161613,0.02845866223514748,0.12785625259659317,0.6041501897221602,0.7640937636921279,0.564783711336097,0.7358321130436515,0.4680309631774476,0.6493813486875188,-0.07954992786037392,0.14565700472978407,0.04623535020068645,0.2106493907751853
finish_correct_from_wrong,40,25,224,58,166,0.6418259243872041,0.654445367677607,0.540351059410054,-0.012619443290402876,0.10147486497715008,0.5510207502428799,0.725700323363701,0.5698304795619159,0.7398056358213805,0.4487556345644039,0.6295629224556253,-0.12571197684686583,0.09490100723207935,0.00915946308602304,0.20276271008229185
finish_correct_from_wrong,40,28,224,58,166,0.6545492314083922,0.654445367677607,0.5959181553801413,0.00010386373078519195,0.058631076028250906,0.5647288537577516,0.7265549978531959,0.5681856748052032,0.7458266846968673,0.5132635058177896,0.6644103055061674,-0.11500698295102824,0.10678226253702457,-0.04037343470483006,0.1558346661968951
final_correct_replication,48,24,924,651,273,0.8537780703679321,0.9200722472611874,0.7915013813631325,-0.06629417689325534,0.062276689004799546,0.8288070645402489,0.8771947555858925,0.9022396717565571,0.9351216317951826,0.7595915897605375,0.8207568945329334,-0.0934015203353836,-0.037983828658354535,0.03930142941865333,0.08802974951971194
final_correct_replication,48,25,924,651,273,0.8496986884083658,0.9200722472611874,0.7922553636839351,-0.0703735588528216,0.0574433247244307,0.8226415139271799,0.8755201548856847,0.9016440677966102,0.9373993399707918,0.7608776601902196,0.8239128344437608,-0.10353913110650334,-0.03941640329975313,0.030756734588132988,0.0821185124501251
final_correct_replication,48,28,924,651,273,0.850683366812399,0.9200722472611874,0.8005041553428649,-0.06938888044878844,0.05017921146953408,0.8219101823536075,0.8780769105955427,0.9018552728258131,0.9373246686650352,0.7690815870308958,0.8285824732129976,-0.0995932229509537,-0.040576658808210354,0.025263657104386845,0.0754363716141518
recover_any,48,24,224,47,177,0.703570140641904,0.6777256881836758,0.6353528068277438,0.025844452458228195,0.06821733381416029,0.6173979251334768,0.7770447910427813,0.5880757095854243,0.7562375847775008,0.5554832778426769,0.7198420846383383,-0.08612469695372613,0.13994262385523565,-0.005362600936636782,0.1440909109258507
recover_any,48,25,224,47,177,0.7060343791321072,0.6777256881836758,0.6756821733381416,0.02830869094843136,0.03035220579396558,0.6160402191843204,0.7846444746792459,0.5930621506828678,0.7593363414559168,0.595116410951268,0.7596805352863175,-0.08798787590402543,0.1556681270273474,-0.039377137813086195,0.10799241797354023
recover_any,48,28,224,47,177,0.6905878110349801,0.6777256881836758,0.6809712705854069,0.01286212285130428,0.009616540449573274,0.6107302502706339,0.7611278382343438,0.5830106687061833,0.7506738000201033,0.5976869724525693,0.7661971525448922,-0.1040297966736301,0.11487074588358072,-0.06366051591637524,0.08279671717171705
overwrite_any,48,24,436,42,394,0.6424945612762872,0.6588107324147933,0.5493715252598501,-0.01631617113850603,0.09312303601643712,0.5544484406081273,0.7262497393555578,0.5860273389640386,0.7378422542073858,0.4558203897691607,0.6426901824184433,-0.1417381329968369,0.10330119304012704,-0.011692839279854463,0.2007002991996323
overwrite_any,48,25,436,42,394,0.616630408508581,0.6588107324147933,0.5360768672951415,-0.04218032390621229,0.0805535412134395,0.5147712522001732,0.7134127068627094,0.5862765911691142,0.7274656268541103,0.43921985527623636,0.6369801902547493,-0.1549247413737711,0.08010691615974613,-0.009667311683287239,0.18801780913389252
overwrite_any,48,28,436,42,394,0.6000725163161712,0.6588107324147933,0.5663524292965917,-0.058738216098622065,0.033720087019579514,0.4933275967541034,0.7007471079062589,0.5879932632484446,0.736437151280601,0.46306283769375817,0.6586214106208544,-0.1850933693081333,0.06114220674783936,-0.07093082983399943,0.13481306935748258
finish_correct_from_wrong,48,24,214,35,179,0.7406225059856345,0.7003990422984836,0.7056664006384678,0.04022346368715091,0.034956105347166755,0.6623594184648225,0.8232315891472868,0.6125743378310845,0.793279788934365,0.6255189034660549,0.7821075339966177,-0.07000788162114134,0.15631777795753973,-0.040079349529780525,0.1156590590112372
finish_correct_from_wrong,48,25,214,35,179,0.7281723862729449,0.7003990422984836,0.7182761372705506,0.027773343974461295,0.009896249002394275,0.6413911218339143,0.8087442936800038,0.6185568394024277,0.7915506825416575,0.634461854686562,0.8078472479710173,-0.08526624336885591,0.12908698880060657,-0.07313165429588762,0.08510933913253593
finish_correct_from_wrong,48,28,214,35,179,0.7082202713487629,0.7003990422984836,0.6827613727055069,0.007821229050279266,0.02545889864325601,0.612241899588671,0.7882967891054473,0.6170362173103948,0.7784582604895106,0.5716595720849942,0.7748083103815533,-0.12056215083798885,0.12429165575483883,-0.0692988541622173,0.11914097850678729
final_correct_replication,56,24,924,651,273,0.8634447989286701,0.9714949668866721,0.7889299640451715,-0.10805016795800204,0.07451483488349864,0.837963756103946,0.8903161148870633,0.9554958256131453,0.9833447221543965,0.7586968111746927,0.8231447913068006,-0.1366661056956926,-0.07801391224732199,0.048843626798893626,0.10062473600854827
final_correct_replication,56,25,924,651,273,0.8604513765804087,0.9714949668866721,0.7926042211756497,-0.11104359030626343,0.06784715540475905,0.8333263886500669,0.8831351673677675,0.9563522275440691,0.9841919764080732,0.7622844672043174,0.8228410737377773,-0.13996264762740254,-0.08251397533966005,0.04144589694833243,0.09563697078573055
final_correct_replication,56,28,924,651,273,0.857412940362249,0.9714949668866721,0.7997557997557997,-0.11408202652442312,0.05765714060644933,0.8322272387221812,0.8838581452043982,0.9568612750083917,0.9841424209887708,0.7681421949819552,0.8318262418320757,-0.13975554321248318,-0.08530169583972,0.03053446351748064,0.0822077590493616
final_correct_replication,60,24,924,651,273,0.8636923752131126,0.9891235236857356,0.7882041153930555,-0.12543114847262304,0.07548825982005714,0.8400371501013781,0.8889334461798977,0.9793742428317656,0.9953257761833668,0.7574715210013636,0.8166768434350417,-0.1494634579638935,-0.09742261426680753,0.05017578654000692,0.10348646945475248
final_correct_replication,60,25,924,651,273,0.8623475858498899,0.9891235236857356,0.7922553636839351,-0.12677593783584573,0.07009222216595479,0.8334067537482075,0.8880801963917072,0.9798046350789201,0.9965859834799098,0.7580156118895579,0.8251474987986757,-0.15613304453706076,-0.09739482666910192,0.04508992393275378,0.09767024630688471
final_correct_replication,60,28,924,651,273,0.8566420778402345,0.9891235236857356,0.7995926244774171,-0.13248144584550114,0.057049453362817415,0.8311863489939909,0.8833637208059016,0.9812502309697834,0.9964965023709992,0.7691510932171659,0.8326515730461618,-0.15884374694516332,-0.10522437467944057,0.028471513063686366,0.0834526169669508
final_correct_replication,62,24,924,651,273,0.8646432932147219,0.9954817328089218,0.7915351417655565,-0.13083843959419994,0.07310815144916538,0.8392701772807831,0.8897984022360879,0.9902487608230061,0.9996826129841045,0.7575976532397082,0.823867489289772,-0.15819822668236175,-0.10627623088165196,0.04659317223729648,0.09797417297079077
final_correct_replication,62,25,924,651,273,0.8716767103863877,0.9954817328089218,0.7921203220742392,-0.1238050224225341,0.07955638831214851,0.8500355491732781,0.8922095304001737,0.9899474537363624,0.9999670268001823,0.76221530380532,0.8214830044587957,-0.14576971147129758,-0.10215865230021888,0.054704575477046415,0.10686555305642981
final_correct_replication,62,28,924,651,273,0.8659374419743082,0.9954817328089218,0.7991087253760065,-0.1295442908346136,0.0668287165983017,0.842393944598419,0.8901680446971934,0.9906122903076993,0.9996256430849455,0.7724062108108989,0.829867740943726,-0.15251975660603465,-0.10602578225179243,0.042941802437995835,0.08975571699136899
