task,step,layer,n,positive,negative,auc,surface_auc,initial_auc,delta_vs_surface,delta_vs_initial,auc_lo,auc_hi,surface_auc_lo,surface_auc_hi,initial_auc_lo,initial_auc_hi,delta_vs_surface_lo,delta_vs_surface_hi,delta_vs_initial_lo,delta_vs_initial_hi,min_lead
transient_overwrite,2,25,179,64,115,0.6610054347826086,0.5247282608695653,0.6663722826086956,0.1362771739130434,-0.0053668478260869845,0.5754048532939735,0.7440689975929544,0.44100672380156075,0.6142129257173505,0.5740838429188544,0.7546185627462242,0.013741881245847447,0.24598007656390175,-0.0724252631461393,0.06811847311063732,8
transient_overwrite,2,28,179,64,115,0.6650135869565218,0.5247282608695653,0.6683423913043478,0.14028532608695654,-0.0033288043478260088,0.5730648326935368,0.7431888099228522,0.4399852677820655,0.6141237569557978,0.5830932389874516,0.7421177326730064,0.022353184449958777,0.2512398378891787,-0.0818538542109395,0.07296006409466291,8
transient_overwrite,2,24,161,46,115,0.6516068052930055,0.5389413988657845,0.6975425330812853,0.112665406427221,-0.04593572778827981,0.5543543388429751,0.7459396517227581,0.4487515542283133,0.6416216259230966,0.5995992366412215,0.7819893789146769,-0.005645404383589562,0.22817109024273075,-0.10991461022391384,0.01560203390515867,16
transient_overwrite,2,25,161,46,115,0.6212665406427221,0.5389413988657845,0.7181474480151229,0.08232514177693762,-0.09688090737240074,0.5252957005973121,0.7175269895794244,0.43714975802283224,0.6427233638597275,0.6268672712987634,0.8054262354186341,-0.04518089430894311,0.21675707110521852,-0.17338666840822,-0.022950894456939142,16
transient_overwrite,2,28,161,46,115,0.6612476370510397,0.5389413988657845,0.690359168241966,0.12230623818525521,-0.029111531190926243,0.5635168152626905,0.7571486905921749,0.4397797794129058,0.6359512122428621,0.5937742754444435,0.7857942525037203,-0.0009155759432307219,0.26161470953712324,-0.08773904867256638,0.023846413565426113,16
transient_recovery,2,24,127,41,86,0.5964265456608054,0.5309132161089053,0.5904707884288146,0.06551332955190015,0.005955757231990821,0.47816926840633733,0.6932675884441102,0.40600470957613816,0.6355111829965094,0.46738426982232395,0.6825248702986123,-0.09020798243182736,0.2029699860500983,-0.06701784215348047,0.07485638679304105,4
transient_recovery,2,25,127,41,86,0.6137266023823029,0.5309132161089053,0.6097560975609756,0.08281338627339763,0.003970504821327325,0.5071332525253135,0.7110326688815061,0.423162861136999,0.637602763090568,0.5085470085470085,0.6995924729076903,-0.06394782478748327,0.22004333050673236,-0.06814725439725436,0.07116366366366365,4
transient_recovery,2,28,127,41,86,0.5734543391945547,0.5309132161089053,0.5635280771412365,0.04254112308564939,0.009926262053318147,0.46035789618488626,0.6845597319347319,0.40963044711336905,0.6287091419816139,0.4477476911386486,0.6700033009626031,-0.07070628085808345,0.18256998556998558,-0.05378673292999131,0.08030756094585872,4
transient_recovery,2,24,124,38,86,0.6373929008567931,0.5128518971848225,0.6018971848225214,0.12454100367197063,0.03549571603427171,0.5346603587174708,0.7301157774449926,0.39487239163982824,0.6384234778564132,0.49755161598650954,0.70864556416882,-0.018677596912890976,0.263440285204991,-0.03532216819311992,0.1013793419989718,8
transient_recovery,2,25,124,38,86,0.6080171358629131,0.5128518971848225,0.6254589963280294,0.09516523867809057,-0.01744186046511631,0.4948218448218449,0.7117490869400949,0.38932588128885515,0.6177854125033805,0.5212431865529539,0.7169848850877133,-0.038846464774688054,0.21715881272949814,-0.0973122573360513,0.0557181707730561,8
transient_recovery,2,28,124,38,86,0.5486536107711139,0.5128518971848225,0.5778763769889841,0.03580171358629136,-0.029222766217870233,0.44616930100438346,0.6544781162409987,0.403003342898044,0.6355982190525369,0.4687262267711963,0.6855206252081252,-0.08829849084611573,0.15290000054581504,-0.0835689806183379,0.028668498008476467,8
overwrite_any,4,24,229,108,121,0.6237373737373738,0.4638047138047138,0.6113406795224977,0.15993265993266004,0.012396694214876103,0.5451682896970127,0.6910963901689708,0.3957548748409801,0.5417391304347826,0.5322458949191767,0.6846578421894377,0.06158532833925608,0.25233317520556603,-0.044777069592246685,0.06819767287112952,4
overwrite_any,4,25,229,108,121,0.6063666972757881,0.4638047138047138,0.5951943679216407,0.1425619834710743,0.011172329354147359,0.5349574735914178,0.6713593534548797,0.3933152173913043,0.5378395092147654,0.5199347220311595,0.6617282802449043,0.044829512137476324,0.24400233014997452,-0.030424728151869092,0.06061982418008269,4
overwrite_any,4,28,229,108,121,0.6443220079583716,0.4638047138047138,0.6169268441995714,0.1805172941536578,0.027395163758800134,0.5734227193396293,0.7097002363919672,0.39356627140944384,0.5358754610620572,0.5516154369416832,0.6893594291605049,0.0866648932033605,0.2737508975490855,-0.012846234311592864,0.06639020896528475,4
overwrite_any,4,24,203,82,121,0.5873815762951018,0.46855472686958277,0.5978633340052409,0.11882684942551902,-0.01048175771013915,0.4942884113013918,0.6665622718458796,0.3862740500463392,0.5526085540469983,0.5087307388149885,0.6788301525139911,0.014278599898751595,0.22477314649175117,-0.07051964962121213,0.055460773628265035,8
overwrite_any,4,25,203,82,121,0.5728683733118323,0.46855472686958277,0.570802257609353,0.1043136464422495,0.0020661157024792765,0.49026750751150716,0.6518354353118964,0.3927857532799546,0.543886951186574,0.4883896729254997,0.6568555996152834,7.286726215395979e-05,0.2128797619047619,-0.057066834335313905,0.058663793097965135,8
overwrite_any,4,28,203,82,121,0.6068332997379561,0.46855472686958277,0.6131324329772223,0.1382785728683733,-0.00629913323926623,0.5279757494683406,0.6894129616023701,0.38532143410248276,0.5466266843329602,0.5448990597957367,0.7006996546494693,0.03896395082454894,0.2510707896593429,-0.05955072659027308,0.043979317048172574,8
overwrite_any,4,24,183,62,121,0.6385630498533724,0.3998933617701946,0.6423620367901892,0.23866968808317784,-0.003798986936816795,0.5359569766168609,0.7233813559341922,0.3019525388928374,0.4859160376279522,0.5461134948694807,0.72593538737256,0.10612039796361823,0.3660739750445632,-0.09169236657917759,0.0836266169416969,16
overwrite_any,4,25,183,62,121,0.5997067448680352,0.3998933617701946,0.6280325246600905,0.19981338309784064,-0.028325779792055306,0.5109566598636706,0.681938272113577,0.30403950458942425,0.4936708304742893,0.5438223085338163,0.7075666685692655,0.0692667234576758,0.32006229308988815,-0.1036969345127065,0.05019384361833324,16
overwrite_any,4,28,183,62,121,0.637763263129832,0.3998933617701946,0.6420954412156759,0.23786990135963743,-0.004332178085843852,0.5589225683857947,0.7156198685181535,0.30242369112920925,0.515582685124265,0.5657799595163413,0.7186011771893136,0.11687013619071888,0.35157888564908724,-0.0666691803933963,0.06538383636039882,16
recover_any,4,24,344,249,95,0.6736419361657155,0.646586345381526,0.7077996195307545,0.02705559078418951,-0.03415768336503899,0.6007498300099544,0.7317739604721802,0.5810284608557477,0.7051539083161916,0.6373594017457922,0.7693978511371393,-0.04332725473773058,0.10329373648557037,-0.0731951127238858,0.005845855928611632,4
recover_any,4,25,344,249,95,0.6837455083491861,0.646586345381526,0.7103360811667724,0.037159162967660087,-0.026590572817586255,0.6179690795293309,0.7446215999936704,0.5842293792883495,0.710253297314265,0.6420471245582732,0.7694592284414676,-0.03561986328696434,0.10707355975463277,-0.06622177443213274,0.009120561556848655,4
recover_any,4,28,344,249,95,0.6853096596913972,0.646586345381526,0.7251743817374761,0.03872331430987119,-0.039864722046078827,0.6162457719720181,0.7484261574782675,0.5756444989189554,0.7044871396507137,0.6646745652223044,0.7772157248448925,-0.03026643395242659,0.11357713804227353,-0.08298027608934394,0.006689579597529281,4
recover_any,4,24,303,208,95,0.6693825910931174,0.6556174089068827,0.7058704453441295,0.013765182186234681,-0.036487854251012086,0.604767424386917,0.7305846831758536,0.5937837737452238,0.7212836649185569,0.6399688283911533,0.7734804875038962,-0.06126608018591717,0.08144958453283813,-0.07653171669253393,0.004018892264399445,8
recover_any,4,25,303,208,95,0.6507085020242915,0.6556174089068827,0.6786943319838057,-0.0049089068825911575,-0.027985829959514152,0.5812238586843543,0.7174815560738345,0.5878027172518567,0.7160315477120891,0.6087817761831058,0.7453456095791001,-0.08183752325563218,0.07353176710255985,-0.07363939002944875,0.014187951268717823,8
recover_any,4,28,303,208,95,0.6762145748987854,0.6556174089068827,0.6967611336032388,0.020597165991902755,-0.02054655870445332,0.6151966019417475,0.7378519629907477,0.5950255423236249,0.716927157932429,0.632117575449222,0.760507634290216,-0.055141377823007286,0.08582893288278422,-0.05711034584574299,0.01520291777188326,8
recover_any,4,24,254,159,95,0.6804369414101291,0.6356173452499173,0.695001655081099,0.044819596160211805,-0.014564713670969898,0.6061451895354769,0.7457863153600819,0.5690218199684314,0.7039212834841754,0.624241181986957,0.7591286724049023,-0.031297227198316076,0.12528609190021567,-0.06573129918046178,0.031180915824273625,16
recover_any,4,25,254,159,95,0.6859318106587223,0.6356173452499173,0.6835153922542204,0.05031446540880502,0.0024164184045019077,0.6116101090849205,0.7586090359989279,0.5613658139046085,0.7009069844422376,0.6098848219095072,0.7517057358901205,-0.03436059376387255,0.12302126662254986,-0.05007918260582774,0.05806219148824168,16
recover_any,4,28,254,159,95,0.6659384309831181,0.6356173452499173,0.6968884475339292,0.030321085733200803,-0.030950016550811088,0.5810094787124943,0.7342074270537576,0.5590773742386645,0.7076066176470588,0.621226022775061,0.7632316684162586,-0.05861847310126578,0.11126907730823393,-0.07869347170651828,0.013461047785450831,16
transient_overwrite,4,24,206,86,120,0.6427325581395349,0.4776162790697674,0.6646317829457364,0.1651162790697675,-0.021899224806201545,0.570686664725978,0.7238789080691851,0.4053503780714761,0.552593427328844,0.5908499101862946,0.7399527472619232,0.0705764317916179,0.2665517014040819,-0.10282950075395382,0.05159066749798454,4
transient_overwrite,4,25,206,86,120,0.6449612403100775,0.4776162790697674,0.6424418604651162,0.16734496124031012,0.0025193798449613114,0.5699788343660833,0.7236332014956222,0.40042496512305836,0.5622873456790124,0.5648993578544798,0.7163215323560027,0.07041758272345344,0.25744764158674466,-0.0629213700543641,0.07255761510126908,4
transient_overwrite,4,28,206,86,120,0.6551356589147287,0.4776162790697674,0.6286821705426358,0.1775193798449613,0.026453488372092937,0.5783924102053273,0.7315652368483342,0.39752562388591806,0.5567996822008523,0.5559854940155918,0.7033533448345421,0.06635519207545788,0.28730077951058824,-0.034788181018693444,0.08064717621420811,4
transient_overwrite,4,24,181,61,120,0.5790300546448088,0.4722677595628415,0.5961065573770491,0.10676229508196733,-0.017076502732240262,0.4773056041784303,0.6752478774330488,0.3871323529411764,0.5548538544147172,0.5035810936238903,0.68671610238318,-0.02453592036996692,0.2294717996223322,-0.09232373480598406,0.0626747984886448,8
transient_overwrite,4,25,181,61,120,0.5436475409836066,0.4722677595628415,0.5536885245901639,0.07137978142076506,-0.010040983606557363,0.453812015586742,0.637421591180544,0.3754383769479108,0.560586371118646,0.46331096164272156,0.6446892378894634,-0.03808876811594206,0.18876167660612622,-0.09245861342144243,0.0731023327865865,8
transient_overwrite,4,28,181,61,120,0.5939207650273224,0.4722677595628415,0.5765027322404371,0.12165300546448088,0.01741803278688525,0.5047755797458986,0.6904195575159766,0.3924134535454686,0.5586540294865285,0.4966595291792312,0.6627329918032786,-0.006083437200268733,0.23434634982993954,-0.05145920106539239,0.08539026849739251,8
transient_overwrite,4,24,166,46,120,0.6329710144927536,0.4190217391304348,0.5981884057971014,0.21394927536231884,0.034782608695652195,0.531304364174662,0.7133366063816831,0.32274295622504323,0.5064538248168772,0.4970258496256526,0.6968133041863452,0.10710941515866775,0.3251267344789981,-0.05725036845983782,0.11211761681100157,16
transient_overwrite,4,25,166,46,120,0.5967391304347827,0.4190217391304348,0.5766304347826087,0.17771739130434788,0.02010869565217399,0.5061093778849877,0.6847354865393293,0.3249203494592839,0.5130995388743536,0.48536600084104287,0.6762962631502045,0.060143355761143755,0.28876677259887007,-0.06334756153832292,0.10683728876115985,16
transient_overwrite,4,28,166,46,120,0.7046195652173912,0.4190217391304348,0.6239130434782608,0.28559782608695644,0.0807065217391304,0.6131204710144927,0.790043381535039,0.32447916666666665,0.525500529661017,0.513347913131528,0.7255595489599457,0.16414034504479288,0.3995871181580091,0.019464779369806087,0.14676084336609418,16
transient_recovery,4,24,134,45,89,0.6350811485642947,0.4998751560549314,0.6691635455680399,0.13520599250936327,-0.03408239700374527,0.5352126136137764,0.7256709095366579,0.39106813576494426,0.6012020927210738,0.5710510436271226,0.7630579453441295,0.01498769659617417,0.26182273122949834,-0.1064051374560727,0.04194264446130883,4
transient_recovery,4,25,134,45,89,0.6329588014981273,0.4998751560549314,0.6926342072409488,0.13308364544319595,-0.059675405742821486,0.5329816895688079,0.7346050045582532,0.4063205282112845,0.6033564775905836,0.6032256606161983,0.7810590014260423,0.0005252366306653718,0.2635230654761905,-0.12989054951690823,0.013045510628890745,4
transient_recovery,4,28,134,45,89,0.5856429463171036,0.4998751560549314,0.6439450686641698,0.08576779026217218,-0.05830212234706622,0.47890122252908035,0.6867465092097444,0.3976382255955427,0.6016164361001318,0.537175736497545,0.7477484472049689,-0.03782112845138055,0.19122759205426348,-0.13124557431425155,0.0037793239085803106,4
transient_recovery,4,24,126,37,89,0.6201032493167324,0.4372912238080778,0.6872153051928332,0.18281202550865466,-0.0671120558761008,0.5189551767676768,0.7196707951692194,0.34453341205828825,0.5424131944444444,0.5861695447409733,0.7747486921323358,0.028666531169245967,0.3137322368898273,-0.14040133933003948,0.0006593406593407228,8
transient_recovery,4,25,126,37,89,0.5742484057090799,0.4372912238080778,0.638931065897358,0.1369571819010021,-0.06468266018827817,0.46472047383809206,0.6939542798152295,0.33695446481371966,0.5540593277690051,0.5376080280662315,0.7349776149776149,-0.01243808870313763,0.2647992817468473,-0.15958479546962687,0.0222158465508219,8
transient_recovery,4,28,126,37,89,0.5906468266018828,0.4372912238080778,0.5863953841481931,0.15335560279380506,0.004251442453689691,0.4856899843577475,0.7006314788866518,0.334640929046037,0.5504179088238494,0.4782727977989098,0.695801282051282,0.025291877662567352,0.28007213059642444,-0.062054952585381636,0.06433563059370093,8
overwrite_any,8,24,236,99,137,0.5765686057656861,0.48853498488534985,0.5774533657745337,0.08803362088033628,-0.0008847600088475183,0.5043145025848645,0.6470066952910183,0.41730969955383873,0.5632287420007964,0.49621287993065516,0.6552638450224051,-0.007357108617189193,0.17196515180481683,-0.05684537696372353,0.054526189958704646,4
overwrite_any,8,25,236,99,137,0.6133598761335988,0.48853498488534985,0.5521639755216399,0.12482489124824891,0.0611959006119589,0.5441754253006522,0.6842492510880951,0.41882439346452777,0.557046204620462,0.4735069674850697,0.6190127393283894,0.02442802980895873,0.21790504684837425,0.01872006574155006,0.10242911390498027,4
overwrite_any,8,28,236,99,137,0.6184472461844724,0.48853498488534985,0.6130649561306495,0.1299122612991226,0.005382290053822958,0.540190033180709,0.6857563242765399,0.4062169696401799,0.561435965673733,0.540144467834141,0.6799286350409729,0.031381956634330965,0.2384009783688756,-0.042210713565452876,0.05141764625875877,4
overwrite_any,8,24,215,78,137,0.565038367958076,0.4044544263522366,0.5991952086842599,0.16058394160583944,-0.03415684072618386,0.48461683495187263,0.6435646475890461,0.3268224502673884,0.4829597608051438,0.5222184448129722,0.6779545066045065,0.05137777422108402,0.2737861775905254,-0.09824324608987658,0.03508574660633481,8
overwrite_any,8,25,215,78,137,0.5945629795994759,0.4044544263522366,0.5682201010668163,0.1901085532472393,0.026342878532659597,0.5103189722161774,0.6676603366413586,0.324114183249085,0.48110992054846896,0.4833827217837264,0.6541891090653769,0.06583525197628448,0.29724597069597053,-0.04853904779205331,0.09441452733210522,8
overwrite_any,8,28,215,78,137,0.5937675463222909,0.4044544263522366,0.6488863934119409,0.1893131199700543,-0.05511884708964998,0.5207757478227943,0.6751352146729728,0.33021404613568794,0.4777713711011831,0.5731248853841923,0.7155750529390288,0.09084893444829864,0.28736460060807073,-0.12253523809523806,0.013643596129195436,8
overwrite_any,8,24,200,63,137,0.5736299385934422,0.46414088749855176,0.5611748348974627,0.10948905109489049,0.012455103695979575,0.49374038461538455,0.6619537796665879,0.3765449848095342,0.5517405205481941,0.4801295427611417,0.6464100488161224,-0.0009474400377778746,0.23003639163794132,-0.05466141479449671,0.08635924441158603,16
overwrite_any,8,25,200,63,137,0.5732823543042521,0.46414088749855176,0.529718456725756,0.10914146680570036,0.0435638975784961,0.48486255736898504,0.6573547354265706,0.38077279775237216,0.5510702117938152,0.4393517925917094,0.6146101822916666,-0.004222222222222162,0.21888003478154067,-0.04493209967711037,0.11847529140359388,16
overwrite_any,8,28,200,63,137,0.5663306685204496,0.46414088749855176,0.5331942996176573,0.1021897810218978,0.03313636890279226,0.48035346509611215,0.651848198554314,0.3795145687645688,0.5586388373604769,0.44203063596445946,0.6161909282168863,-0.026165648490241892,0.22320064190113656,-0.029057012654010925,0.10099655422064656,16
recover_any,8,24,347,241,106,0.6223674939325139,0.6646441712988336,0.6342675957097001,-0.04227667736631968,-0.011900101777186256,0.5549132707273178,0.6861894493182821,0.6046755837765491,0.7222205996884736,0.5619790205238722,0.6995403044160808,-0.09943504863792736,0.024422209574296968,-0.06273786454252345,0.0392974561392114,4
recover_any,8,25,347,241,106,0.6608079542785563,0.6646441712988336,0.6274563532451264,-0.003836217020277255,0.033351601033429934,0.6014283901665345,0.7224809264531378,0.6044691827417195,0.7206609468008898,0.5601575931141551,0.6911589691442024,-0.06625673084352002,0.06338089801068923,-0.009476063765808439,0.07839927682432658,4
recover_any,8,28,347,241,106,0.6395913254521256,0.6646441712988336,0.6051436624129022,-0.025052845846707972,0.03444766303922342,0.580655324054226,0.7004001615249271,0.604243670886076,0.7274659796275664,0.539984325182253,0.6607274780391674,-0.09768475154372495,0.04173605414575488,-0.010858145049733113,0.08286547313446051,4
recover_any,8,24,303,197,106,0.6337994444976536,0.6645915142227756,0.6169428215688153,-0.03079206972512205,0.016856622928838272,0.5594692087628428,0.6985283620167932,0.5973731457483021,0.7290443542257015,0.5460504349327037,0.6819720631817406,-0.09985731796145803,0.0362041359768015,-0.029264916115546023,0.06687438558477996,8
recover_any,8,25,303,197,106,0.6733071544871181,0.6645915142227756,0.6484053251604253,0.008715640264342461,0.024901829326692826,0.6039303251930974,0.7311261428700383,0.5934167504085337,0.7180103398853399,0.5833369963369963,0.7058225498713234,-0.05828375518123282,0.08343269588010102,-0.021392760356175,0.07234850268151982,8
recover_any,8,28,303,197,106,0.6707690834211282,0.6645915142227756,0.6598027008907194,0.0061775691983525505,0.010966382530408825,0.6137918528224074,0.7315858860288407,0.5961064259439001,0.7307560458574142,0.5984338293512121,0.7262314278443136,-0.055982667691949525,0.07109228170203774,-0.03327867310701817,0.06229040752934237,8
recover_any,8,24,245,139,106,0.6149721732048323,0.6333650061083208,0.6112393104384417,-0.018392832903488476,0.003732862766390621,0.5429259424115438,0.6941472943517071,0.5650553337841245,0.7061077708036686,0.5407693036880621,0.6885836807217902,-0.09249849367301623,0.05539846437850398,-0.04873741495545327,0.06306310346162036,16
recover_any,8,25,245,139,106,0.6663499389167911,0.6333650061083208,0.6530473734220171,0.03298493280847026,0.013302565494773932,0.5960419453756525,0.7385533831444031,0.5671793164168322,0.6966499825345567,0.5836896258683141,0.7267638127404161,-0.03304509365792982,0.10741848924110765,-0.03987707296502907,0.06915679720194265,16
recover_any,8,28,245,139,106,0.659630785937288,0.6333650061083208,0.6301751051988599,0.026265779828967162,0.02945568073842808,0.5916570625820057,0.7332454777365492,0.5616210562547267,0.702358269760133,0.558231198773962,0.7051917606144176,-0.04371424845800388,0.09519361765097642,-0.02132664654449995,0.07583160750173959,16
transient_overwrite,8,24,208,74,134,0.640681726502622,0.5218838241226302,0.6522791448164582,0.11879790237999177,-0.011597418313836205,0.5597540638079462,0.7106219294813269,0.4487618860575114,0.6099086861253036,0.5776567677375829,0.7247710443025525,0.01975269455608323,0.2200534937076688,-0.08608750263549954,0.0713049993075752,4
transient_overwrite,8,25,208,74,134,0.635488100040339,0.5218838241226302,0.6423961274707544,0.11360427591770872,-0.006908027430415409,0.5516793083931786,0.7100594180138943,0.4468396929560543,0.600406790487752,0.5649490749413475,0.7214081106779828,0.01597611868688249,0.21684178339903323,-0.08645517237287607,0.06204198938211197,4
transient_overwrite,8,28,208,74,134,0.6016538926986689,0.5218838241226302,0.6280758370310611,0.07977006857603863,-0.0264219443323922,0.5206638930160029,0.6841415068558258,0.4470669465311533,0.5958926492283907,0.5396252875136912,0.7167174596956268,-0.026471707438174497,0.17977163684323097,-0.09302374805685103,0.03984506930762726,4
transient_overwrite,8,24,194,60,134,0.5706467661691542,0.5344527363184081,0.666915422885572,0.03619402985074616,-0.09626865671641782,0.4758851708074534,0.6566476912091399,0.4513436911487759,0.6203107012215988,0.5813661231884059,0.7484622919421327,-0.07213301282051278,0.142523778506619,-0.1777437552893261,-0.012148528858118202,8
transient_overwrite,8,25,194,60,134,0.5809701492537314,0.5344527363184081,0.648320895522388,0.0465174129353233,-0.06735074626865667,0.4934791565024123,0.6712877704273199,0.45893935109917294,0.6189880475427351,0.5670414437293217,0.7342840967908902,-0.06959499681796616,0.1557875474027692,-0.15650265160434101,0.008597537192845582,8
transient_overwrite,8,28,194,60,134,0.5562810945273632,0.5344527363184081,0.6355721393034826,0.021828358208955123,-0.07929104477611937,0.4612012647946159,0.6422014257218064,0.4481219333940533,0.6269329341322437,0.5551616135464782,0.7177882044426162,-0.08775466417910437,0.12961488812902258,-0.16365674746727896,0.004750556249340323,8
transient_overwrite,8,24,181,47,134,0.6155922515084153,0.5409653858367736,0.5866941886313115,0.07462686567164178,0.028898062877103836,0.5127343873779667,0.7037390432481601,0.4413399835458659,0.6301324479864043,0.4918457537327884,0.6796403742067935,-0.029284075618203172,0.18983872772853416,-0.0582102696901829,0.12008072789778565,16
transient_overwrite,8,25,181,47,134,0.5916163861543347,0.5409653858367736,0.5598602731025721,0.05065100031756109,0.03175611305176251,0.48871578099838975,0.6757314031663413,0.4439070463320463,0.6396977774685301,0.46174400417101147,0.6556094397708596,-0.0717861547834669,0.16225040257648957,-0.054693997716584286,0.11463144841418778,16
transient_overwrite,8,28,181,47,134,0.6316290885995555,0.5409653858367736,0.5843124801524294,0.0906637027627819,0.04731660844712604,0.5307710038865459,0.7188610440031181,0.4389456492274329,0.636577812284334,0.47228280141843976,0.6801318672059319,-0.02439201759503054,0.21433968799962588,-0.03833597556692276,0.13751717611677164,16
transient_recovery,8,24,135,38,97,0.5685024416711882,0.4237655995659251,0.4868421052631579,0.14473684210526316,0.08166033640803033,0.4808615750112461,0.6713511253016057,0.3234416827227391,0.5297776067014082,0.37506564790465974,0.58690099009901,-0.00205371108799511,0.2831515049625035,0.0025035330261137167,0.18473770479818863,4
transient_recovery,8,25,135,38,97,0.5320130222463375,0.4237655995659251,0.5515463917525774,0.10824742268041243,-0.01953336950623985,0.4255660927594536,0.6273299545223608,0.31166063034188035,0.5352157080216853,0.44687536400698896,0.6675234188704016,-0.03340032327874737,0.24199491585842325,-0.10674702862443101,0.06686021984551399,4
transient_recovery,8,28,135,38,97,0.4782962561041779,0.4237655995659251,0.5158708627238199,0.05453065653825284,-0.03757460661964196,0.37791049803306503,0.5860232312876178,0.32879301075268813,0.5327178691678691,0.39855421816038494,0.630695236074056,-0.08452308425797501,0.19111918541015036,-0.15429982517482532,0.08678366615463376,4
transient_recovery,8,24,127,30,97,0.5814432989690721,0.4522336769759451,0.5195876288659793,0.12920962199312702,0.061855670103092786,0.4794319158075601,0.6833696265651911,0.3407578623110538,0.5644950672672246,0.3905286963815001,0.6342462856722565,0.000852124438876733,0.2682971346529813,-0.03450008488243781,0.14905614851304505,8
transient_recovery,8,25,127,30,97,0.5542955326460481,0.4522336769759451,0.5450171821305841,0.10206185567010306,0.009278350515463996,0.4444931271477663,0.6639005174861172,0.3323959453405018,0.5658923984468339,0.42317977588913547,0.6674211442152619,-0.035635452462772,0.24562701735166956,-0.09066242057673508,0.11062371521189124,8
transient_recovery,8,28,127,30,97,0.4429553264604811,0.4522336769759451,0.5965635738831615,-0.009278350515463996,-0.15360824742268042,0.3326267174432497,0.5555292536369386,0.34473167239404356,0.55953203320802,0.4887622746679317,0.7057271241830064,-0.12836022347535508,0.12194788218317633,-0.2429533177346283,-0.0752309782608696,8
overwrite_any,16,24,264,106,158,0.5776809171244327,0.47128015285407215,0.5831741103415333,0.10640076427036055,-0.005493193217100623,0.5109052955822885,0.6438601454980262,0.4025640292086829,0.5432369125355224,0.5142606244956062,0.6546776991918818,0.02356317932951319,0.1953908722651808,-0.05875276239664291,0.04646207130476051,4
overwrite_any,16,25,264,106,158,0.6120133747313112,0.47128015285407215,0.5907571053260091,0.14073322187723908,0.02125626940530212,0.5527535764097729,0.6853032599342929,0.40791598523057204,0.5439030980566211,0.5215321038318445,0.6604402104587729,0.059863208755177,0.23403857076354778,-0.029559932434420323,0.07922226613056245,4
overwrite_any,16,28,264,106,158,0.6316575113446382,0.47128015285407215,0.6060425125388107,0.16037735849056606,0.025614998805827516,0.5644362227795298,0.6937038843244788,0.40399875187914996,0.5423608471367906,0.5364617527006466,0.6726529042682329,0.07765218794515673,0.2528921670270643,-0.020388920233457983,0.075130245846538,4
overwrite_any,16,24,245,87,158,0.6195256801978757,0.4320529608613415,0.602066055579805,0.1874727193365342,0.017459624618070713,0.5455390218648507,0.6862096859438884,0.3582414589081793,0.5098971402898588,0.522649377475948,0.6695696852024438,0.0710321544854673,0.2786917794629989,-0.04227960328591463,0.08455938044119249,8
overwrite_any,16,25,245,87,158,0.6178524661719773,0.4320529608613415,0.6081041757602211,0.18579950531063583,0.009748290411756177,0.5424538730500269,0.6935536083511501,0.3578120124088637,0.5115386123002101,0.528168558038651,0.6794080919080919,0.0849312975289758,0.29144611112110985,-0.04223794456350823,0.06708885677877398,8
overwrite_any,16,28,245,87,158,0.6269460206605557,0.4320529608613415,0.6332023861486978,0.19489305979921423,-0.006256365488142124,0.5577110470987287,0.702700458570525,0.34785304932249583,0.5134135372452616,0.5602957194865724,0.7100842873381236,0.08489340379008752,0.2937149917871028,-0.06268746046805822,0.04580562314023736,8
overwrite_any,16,24,218,60,158,0.5672995780590717,0.40390295358649786,0.5258438818565401,0.16339662447257386,0.041455696202531644,0.4753327647877184,0.6504787071341177,0.32314357919687675,0.4824363460099069,0.4373707369462086,0.6167332712260972,0.06220530079737073,0.26679380701539196,-0.03863025924791601,0.11580305306295391,16
overwrite_any,16,25,218,60,158,0.5990506329113925,0.40390295358649786,0.5256329113924051,0.19514767932489463,0.0734177215189874,0.518297888134928,0.6779200661945812,0.32590418903374235,0.4872309294623423,0.43882872369091186,0.6149241776364183,0.09317853324349178,0.30274580067902906,-0.005725083053778548,0.1604316188197767,16
overwrite_any,16,28,218,60,158,0.5915611814345991,0.40390295358649786,0.6034810126582278,0.18765822784810127,-0.011919831223628718,0.4988454188340781,0.6840859016478932,0.31611889160231843,0.4851514963643956,0.5186412571357658,0.6847784768757664,0.09128143103356383,0.30383735105179066,-0.08852808747855927,0.06921696363730677,16
recover_any,16,24,321,204,117,0.6415703033350092,0.6469750293279706,0.6700603318250378,-0.005404725992961379,-0.028490028490028574,0.5819057933718281,0.7019102629391368,0.583463838171317,0.7122937011254813,0.6082903368893797,0.7263751670712946,-0.0822331154684096,0.06409516821184776,-0.08233455096910851,0.028865325236343067,4
recover_any,16,25,321,204,117,0.6307608513490865,0.6469750293279706,0.6610524551701022,-0.016214177978884026,-0.0302916038210157,0.570976364089707,0.6937389992898053,0.5805656572710267,0.7098479583634216,0.6005167844565625,0.7286945472728114,-0.09021104595567259,0.05659533522578484,-0.08105632306677149,0.020460643753450875,4
recover_any,16,28,321,204,117,0.674794704206469,0.6469750293279706,0.6372967990615049,0.027819674878498457,0.037497905144964094,0.6133396858153907,0.7293350354991153,0.5875593467357795,0.7071402158051373,0.5758760107050526,0.7008913758818056,-0.03726733478896295,0.09453402259217118,-0.014936239803996625,0.09502030320413601,4
