task,step,layer,n,positive,negative,auc,surface_auc,initial_auc,delta_vs_surface,delta_vs_initial,auc_lo,auc_hi,surface_auc_lo,surface_auc_hi,initial_auc_lo,initial_auc_hi,delta_vs_surface_lo,delta_vs_surface_hi,delta_vs_initial_lo,delta_vs_initial_hi,min_lead
recover_any,0,28,307,220,87,0.6528213166144201,0.6079414838035527,0.6829153605015675,0.04487983281086738,-0.030094043887147426,0.58544696048254,0.7129720461400189,0.5419447423149412,0.6799269699098467,0.624649529997436,0.7402999054799494,-0.049411183680051575,0.13430657917328942,-0.05589212853617115,-0.00694783500539074,8
recover_any,0,24,254,167,87,0.6250258104480694,0.5939156170417784,0.63579737077569,0.031110193406290954,-0.01077156032762061,0.5552815223854904,0.6971411897110308,0.5169038839129865,0.6647335351698181,0.5671719871015253,0.7122341269419464,-0.04741876372952588,0.10967482030713373,-0.037755393573856696,0.013833787165145776,16
recover_any,0,25,254,167,87,0.6460183082111638,0.5939156170417784,0.640649735012733,0.05210269116938537,0.005368573198430759,0.5723609479044262,0.7157627736976221,0.5153511952622464,0.6677899835965695,0.5592435220071339,0.720822994678826,-0.02152737544604178,0.12865145318482418,-0.021209201471461013,0.027118604268196046,16
recover_any,0,28,254,167,87,0.6468442425493841,0.5939156170417784,0.6484272833643059,0.05292862550760569,-0.0015830408149217767,0.5737762212962528,0.7154426119971621,0.5242206939253085,0.671512226137204,0.5739482583274197,0.7154560050556886,-0.02983495407409149,0.14054639611075892,-0.02567342301363797,0.02573804573804574,16
transient_overwrite,0,24,202,90,112,0.7120535714285714,0.6094246031746032,0.7130456349206349,0.10262896825396817,-0.0009920634920634885,0.6444704220671319,0.7816395995312723,0.5334645677212813,0.6795954298533181,0.6454272598870057,0.7769981357927785,0.009579157775250818,0.19785886322699678,-0.02731374958516903,0.02775350507030395,4
transient_overwrite,0,25,202,90,112,0.698859126984127,0.6094246031746032,0.7321924603174604,0.08943452380952377,-0.03333333333333344,0.6198390151515152,0.7666561271108735,0.5268147901891254,0.6848349664028645,0.651214983134626,0.7936839920948616,-0.004944532502876535,0.18458204631827851,-0.0597083558454255,-0.008995628318398528,4
transient_overwrite,0,28,202,90,112,0.6717261904761904,0.6094246031746032,0.6757440476190477,0.06230158730158719,-0.004017857142857295,0.5896292348889108,0.7422666988565382,0.5290684299875775,0.6867076600994166,0.5952011572676174,0.7467084986063465,-0.03295115519691798,0.15182640050167223,-0.030391362028301946,0.018250380441854962,4
transient_overwrite,0,24,182,70,112,0.6938775510204083,0.599234693877551,0.6724489795918367,0.09464285714285725,0.021428571428571574,0.6082390873015874,0.7674989518739519,0.504405943085998,0.6830214771626055,0.5887308040379161,0.7503855702293203,0.005088472889155712,0.1940152110462506,-0.004096900123685889,0.048423912713782435,8
transient_overwrite,0,25,182,70,112,0.6951530612244897,0.599234693877551,0.6823341836734694,0.0959183673469387,0.012818877551020291,0.6099447852987092,0.7731916593481655,0.5160167191876751,0.6825888707520007,0.593286217989615,0.7628585771658061,-0.004564161838978058,0.1814715695042918,-0.010176767676767775,0.03738493546460977,8
transient_overwrite,0,28,182,70,112,0.6985969387755103,0.599234693877551,0.7073979591836735,0.0993622448979593,-0.008801020408163218,0.6217849892145667,0.7667663505706749,0.5158094543056324,0.6879040096082779,0.634654391802113,0.7754815298343027,0.00416827108201775,0.19010848126232746,-0.041534905628918366,0.023740172732085958,8
transient_overwrite,0,24,155,43,112,0.6993355481727576,0.5305232558139534,0.696843853820598,0.16881229235880413,0.002491694352159568,0.6022410056174303,0.7838436748166197,0.4246336889776133,0.6330936064579232,0.6074127689942908,0.7796225262980582,0.023900911400911447,0.30590077903331847,-0.03166369509995488,0.03461808612209676,16
transient_overwrite,0,25,155,43,112,0.6893687707641196,0.5305232558139534,0.6864617940199335,0.1588455149501662,0.0029069767441861627,0.5992302291204731,0.7815805931338665,0.43844030692955593,0.6308251433251432,0.596704526578073,0.7729415637975798,0.020011009644553213,0.2821587240644391,-0.023395026948418905,0.03010101010101002,16
transient_overwrite,0,28,155,43,112,0.7468853820598007,0.5305232558139534,0.7460548172757475,0.21636212624584727,0.0008305647840531893,0.6660434223518336,0.8236362800560236,0.4390852532058248,0.6328451735670626,0.6648288928638674,0.8183860427121017,0.08640909408517629,0.33459624554935324,-0.022727875233904148,0.02412145733606871,16
transient_recovery,0,24,127,46,81,0.572463768115942,0.4589371980676329,0.5544820182501342,0.11352657004830913,0.017981749865807806,0.4595343137254902,0.6666710935331895,0.35489717425431716,0.5686774926490243,0.4490051286214969,0.6563304103762072,-0.018623217938882497,0.2580578429219733,-0.023727272727272732,0.06115168716825342,4
transient_recovery,0,25,127,46,81,0.5504562533548041,0.4589371980676329,0.6159420289855073,0.09151905528717119,-0.06548577563070324,0.4438804960100141,0.656808040511498,0.3657779255319149,0.5642396955946304,0.5076931203515889,0.7226625755197184,-0.03334413859636737,0.22282007630638445,-0.11398274987316084,-0.02227212282398444,4
transient_recovery,0,28,127,46,81,0.630703166935051,0.4589371980676329,0.6352657004830917,0.17176596886741813,-0.004562533548040704,0.5331051894441987,0.7173977272727272,0.3664667182662538,0.5599513920433817,0.5455659327065808,0.7319395243100936,0.030862435757014108,0.30070728291316523,-0.030869915857128775,0.02224421992544439,4
transient_recovery,0,24,119,38,81,0.5740740740740741,0.5367121507472384,0.6018518518518519,0.03736192332683563,-0.02777777777777779,0.4637647898816809,0.6800235478806907,0.43498181261247465,0.6453945033213325,0.49552264295473125,0.7057013996790544,-0.12186860635613452,0.18211538461538454,-0.05864876316283596,0.0031586642363502565,8
transient_recovery,0,25,119,38,81,0.6111111111111112,0.5367121507472384,0.5929174788823911,0.07439896036387272,0.018193632228720058,0.5035903228297807,0.7264471991142499,0.43258604915108984,0.6408394428152492,0.48272396288832276,0.7129700328407225,-0.07269986312137475,0.22069262038774223,-0.02564965888541825,0.060683590288853534,8
transient_recovery,0,28,119,38,81,0.5860948667966213,0.5367121507472384,0.5932423651721898,0.049382716049382824,-0.007147498375568495,0.48517441860465116,0.7139533490072342,0.4323476786891421,0.6518460077996715,0.4921948670202998,0.7254493940469551,-0.1100145413941146,0.23128345737041395,-0.025215959993821434,0.01624480055061793,8
overwrite_any,1,24,232,116,116,0.7259958382877527,0.5761741973840666,0.7171521997621878,0.1498216409036861,0.008843638525564912,0.6629608653910515,0.7862744892330297,0.500337624694869,0.6444053256950252,0.6518195347131045,0.7748731126636141,0.06647835685325605,0.2370938090003892,-0.03342719281099951,0.05355151650312221,4
overwrite_any,1,25,232,116,116,0.7171521997621879,0.5761741973840666,0.7048156956004756,0.1409780023781213,0.01233650416171228,0.6388357419134295,0.7790646473157679,0.49768847104519776,0.6447125949165196,0.6292141154661017,0.7638354722383295,0.06773941125957814,0.2220006517361065,-0.02935032118826576,0.06275073657532075,4
overwrite_any,1,28,232,116,116,0.7050386444708681,0.5761741973840666,0.7236177170035673,0.12886444708680145,-0.018579072532699192,0.6274672876617461,0.7698526535777284,0.5015518517166999,0.6449042236776154,0.6527549026633542,0.7841849169072295,0.04030263395588154,0.211114208577051,-0.057245315977698864,0.018517212875620002,4
overwrite_any,1,24,201,85,116,0.6962474645030425,0.5623732251521298,0.7194219066937119,0.1338742393509127,-0.02317444219066933,0.6179926297265007,0.7615360739928201,0.48582146425512823,0.6414312236105684,0.6477780898876405,0.7901649968720972,0.030476277534015914,0.22514742404901564,-0.08605525983483818,0.035934377819590045,8
overwrite_any,1,25,201,85,116,0.7306795131845842,0.5623732251521298,0.6879310344827586,0.1683062880324544,0.04274847870182563,0.6547200885814594,0.7966151180135123,0.4829073538147948,0.6404386409736308,0.6067603509784842,0.7609393024983514,0.0581690149480679,0.2506344893631074,-0.007660326953748,0.10044852291049046,8
overwrite_any,1,28,201,85,116,0.6975659229208925,0.5623732251521298,0.7245943204868154,0.13519269776876264,-0.0270283975659229,0.6212744917444205,0.7643795459319652,0.47646677505653373,0.6367619658119658,0.6484752305548056,0.7906405935374591,0.04516231231468042,0.22611721837944662,-0.07467561921953218,0.015606318755348894,8
overwrite_any,1,24,178,62,116,0.6610817575083426,0.5525583982202447,0.6631674082313682,0.10852335928809798,-0.0020856507230255783,0.5715381968327665,0.7478407500518349,0.46254986678716464,0.6408270567912836,0.5701558689953107,0.7447138564822422,0.0015796863853527832,0.20720766786179926,-0.07206431079894639,0.06433964303359689,16
overwrite_any,1,25,178,62,116,0.653086763070078,0.5525583982202447,0.650027808676307,0.1005283648498333,0.0030589543937709074,0.5576229553492484,0.7280072395851084,0.4629325929752066,0.6437532002048131,0.5549176136363637,0.727052655529589,-0.014986400357244255,0.21695145899500898,-0.05006631611506328,0.062039167027350246,16
overwrite_any,1,28,178,62,116,0.6785317018909901,0.5525583982202447,0.7421440489432705,0.12597330367074544,-0.06361234705228036,0.5904511855971897,0.7636070705581761,0.4733652980102626,0.6338045600132749,0.6638376774740411,0.8141687407624338,0.008140096618357462,0.22868630994892625,-0.11995939265536726,-0.009429732380552122,16
recover_any,1,24,343,250,93,0.6747096774193548,0.6441720430107527,0.6656774193548387,0.030537634408602132,0.00903225806451613,0.6063151372113282,0.7432909057479316,0.5779857584002526,0.7099285309633327,0.5936396882053865,0.7290153876845908,-0.04648073105348474,0.11415024627118733,-0.031512866950598566,0.05256666718311152,4
recover_any,1,25,343,250,93,0.6925591397849462,0.6441720430107527,0.6763870967741936,0.048387096774193505,0.01617204301075259,0.6237898949495796,0.7498619370418859,0.5775984371210456,0.7086478918762981,0.6170520205180718,0.7352362673558326,-0.022010370009332987,0.11659665685085745,-0.02537953417924673,0.050631668836575154,4
recover_any,1,28,343,250,93,0.6811182795698925,0.6441720430107527,0.6948387096774196,0.036946236559139756,-0.013720430107527104,0.6208690349002848,0.7420436640761058,0.5734875957017108,0.7131922343040228,0.6319998782297168,0.7552033147980418,-0.03415988987624235,0.10706417319403637,-0.05397041214775674,0.02721512721512717,4
recover_any,1,24,310,217,93,0.6605222734254992,0.6304940290372131,0.6566572518705713,0.030028244388286107,0.00386502155492785,0.5901447263394934,0.7307783302596803,0.5636497317184549,0.7007928104575163,0.5750093159533264,0.7267082002866502,-0.056653624408045944,0.09891295655505793,-0.04287195417114455,0.05300729145068778,8
recover_any,1,25,310,217,93,0.6732570239334026,0.6304940290372131,0.6526435756404539,0.04276299489618951,0.020613448292948644,0.6076547222635152,0.737288984363121,0.5642611733998383,0.6972611055175642,0.5771557308598254,0.7266642106229775,-0.029764435573385227,0.11108418544369086,-0.024189506713675493,0.061963304861568966,8
recover_any,1,28,310,217,93,0.6989247311827957,0.6304940290372131,0.6884198008027352,0.06843070214558267,0.010504930380060507,0.634146154564683,0.7616136918833727,0.5619976905514577,0.6954731676959165,0.6239782048930388,0.7477748767266645,-0.006533066860465109,0.14083602712067114,-0.023162701071304574,0.04309127254503252,8
recover_any,1,24,246,153,93,0.6350411132194814,0.6223908918406071,0.6259048422236279,0.012650221378874282,0.009136270995853568,0.5698455498618802,0.701138107188429,0.5442069451164719,0.6912498952572482,0.5571483678698752,0.694731349970397,-0.05262348896779922,0.0819706225287073,-0.032922171904081574,0.04727225350247494,16
recover_any,1,25,246,153,93,0.6560545365099444,0.6223908918406071,0.620985311687399,0.033663644669337245,0.035069224822545375,0.5780126383817212,0.7240356992054547,0.5469640395446846,0.6889522298962258,0.5476784680489849,0.6849517428589594,-0.036813244047619,0.10479023642037333,-0.005524583455423273,0.08446272941599843,16
recover_any,1,28,246,153,93,0.6678614097968937,0.6223908918406071,0.6285051655070631,0.04547051795628654,0.03935624428983053,0.5883295696736558,0.7316988486631344,0.5518474563937319,0.6916871825839217,0.557753430774759,0.6976512490482278,-0.035985471400969284,0.1258862413409203,3.898518409020603e-05,0.08017465817066802,16
transient_overwrite,1,24,204,89,115,0.6766976062530533,0.6028334147532975,0.6619931607230092,0.07386419149975576,0.01470444553004413,0.5994776480961478,0.7498754440089385,0.5241190743683563,0.6861192965502139,0.5814042172770029,0.7454531032305816,-0.015761082526918276,0.1705636283815162,-0.04054829302687521,0.07041392564680468,4
transient_overwrite,1,25,204,89,115,0.6683439179286761,0.6028334147532975,0.6787493893502687,0.06551050317537854,-0.01040547142159265,0.5886666731830305,0.7450191779514753,0.5181609319550898,0.6839838425957475,0.6078682813123255,0.7567894524959741,-0.03568035302356228,0.17959149203830058,-0.06328195930287929,0.045672593176282736,4
transient_overwrite,1,28,204,89,115,0.6560820713238886,0.6028334147532975,0.6915486077186126,0.05324865657059108,-0.03546653639472397,0.5857760853458381,0.7266074665819117,0.5217303545459104,0.6717829689298045,0.6149551415439591,0.758612503795435,-0.03388459687782153,0.15042372885540362,-0.08695928248750467,0.017679212064751936,4
transient_overwrite,1,24,179,64,115,0.6999320652173913,0.5391304347826087,0.7161684782608696,0.16080163043478257,-0.016236413043478337,0.6231731724948043,0.7748343759059326,0.45354507379337855,0.6266663138270983,0.6439719340112057,0.7871655868686354,0.0429601735031085,0.27022740292557357,-0.06965300397674133,0.0368456325427397,8
transient_overwrite,1,25,179,64,115,0.7092391304347827,0.5391304347826087,0.728125,0.170108695652174,-0.018885869565217317,0.632490277216136,0.7911991321021651,0.44985120867473816,0.6203818582850841,0.6478676981588317,0.801468246055175,0.07574388586956518,0.2813612262216288,-0.07299722855243788,0.03455475131215035,8
transient_overwrite,1,28,179,64,115,0.7064538043478261,0.5391304347826087,0.7802989130434783,0.16732336956521743,-0.0738451086956522,0.6077714030155892,0.7872419529326333,0.4460445159560204,0.6263691340106433,0.7017896494881138,0.8519189787741323,0.05275668524263679,0.2785363015796766,-0.13505181253870635,-0.020948037469776738,8
transient_overwrite,1,24,158,43,115,0.6869565217391304,0.5906976744186047,0.6875631951466127,0.0962588473205257,-0.0006066734074823277,0.5911731583098537,0.7763062195541103,0.4905649002836939,0.6740602684038075,0.5955717236914757,0.7730338602678242,-0.019001030772324966,0.20999016166467502,-0.07062391532700037,0.07717633549217034,16
transient_overwrite,1,25,158,43,115,0.6452982810920121,0.5906976744186047,0.7197168857431749,0.05460060667340749,-0.07441860465116279,0.5525434708363032,0.7352944763630134,0.49163539712320203,0.6765151515151514,0.6351226722224308,0.795740158870256,-0.07122685611643334,0.18407566266849715,-0.12908770178864049,-0.016492321497745804,16
transient_overwrite,1,28,158,43,115,0.7243680485338726,0.5906976744186047,0.7447927199191102,0.13367037411526794,-0.020424671385237625,0.6262419274714357,0.8054717705510387,0.4902034457478006,0.6954022562582345,0.6538761195424392,0.8268881342754567,0.02335983474103324,0.25253166941459626,-0.06925629230988668,0.028880687037223712,16
transient_recovery,1,24,125,40,85,0.6244117647058824,0.5423529411764706,0.6235294117647059,0.08205882352941185,0.0008823529411765563,0.5102951335863986,0.7345182748538012,0.441743990290502,0.6368187326809077,0.5059190087627367,0.7397377045079302,-0.0577171556583321,0.21773557692307693,-0.07118181415621307,0.0719729623824451,4
transient_recovery,1,25,125,40,85,0.5988235294117646,0.5423529411764706,0.6673529411764706,0.05647058823529405,-0.06852941176470595,0.49185515873015884,0.7052049606775559,0.4377600895723113,0.6451116138763198,0.5684118671858989,0.770589928649271,-0.0737318583815862,0.18017736728837874,-0.14965566040438405,0.00904016064257015,4
transient_recovery,1,28,125,40,85,0.6441176470588236,0.5423529411764706,0.6838235294117647,0.10176470588235298,-0.039705882352941146,0.542650561406581,0.7404723833077491,0.43774508515559296,0.6415860974610975,0.5937892827930604,0.7836519158756858,-0.01267894914827163,0.21733175750834258,-0.09176106086903561,0.010259028782768471,4
transient_recovery,1,24,119,34,85,0.571280276816609,0.5484429065743944,0.6235294117647059,0.02283737024221455,-0.05224913494809691,0.4637237998647735,0.6669199242831007,0.4309052504997501,0.6588482826813356,0.5275271932337381,0.7221831303922818,-0.11720971912548005,0.14917195207892872,-0.12899969396247968,0.024579902955096895,8
transient_recovery,1,25,119,34,85,0.5048442906574394,0.5484429065743944,0.669204152249135,-0.04359861591695502,-0.16435986159169558,0.39304439951790365,0.6212212442474766,0.44032553127506013,0.65686481716583,0.5730656420873812,0.7681320280663052,-0.16855482828750906,0.0817060451255852,-0.28449435571329984,-0.0547636539490472,8
transient_recovery,1,28,119,34,85,0.601038062283737,0.5484429065743944,0.6044982698961937,0.05259515570934259,-0.0034602076124566894,0.4900944767441861,0.722759775656117,0.4301672363211712,0.6616812335130308,0.4911513209777372,0.7148341377320838,-0.0568969941348974,0.17416585597479903,-0.052344290234250565,0.050292439682954396,8
overwrite_any,2,24,228,112,116,0.6124538177339902,0.5788947044334974,0.6173799261083743,0.03355911330049277,-0.004926108374384119,0.5484143238079655,0.6767176094615118,0.507492909488881,0.6428483176447454,0.5425069492628856,0.6828071187150911,-0.06391098962224093,0.11878991451362417,-0.062335018065073335,0.057591500961191935,4
overwrite_any,2,25,228,112,116,0.624692118226601,0.5788947044334974,0.6139162561576355,0.045797413793103536,0.010775862068965525,0.5470525220124258,0.6982768681550549,0.4969894117460061,0.6493905286407604,0.5309707815851884,0.6874599814119315,-0.054343819468337995,0.14666375752120528,-0.040221011021598314,0.06393011332973553,4
overwrite_any,2,28,228,112,116,0.6306188423645319,0.5788947044334974,0.6553263546798029,0.051724137931034475,-0.02470751231527102,0.556882650907556,0.7001540114383051,0.5038232695560282,0.6419752071150098,0.58543809235733,0.7206839030769874,-0.04191534663009016,0.150328510254329,-0.06928892679900744,0.016530320188856737,4
overwrite_any,2,24,201,85,116,0.5962474645030426,0.5468559837728195,0.6161257606490872,0.049391480730223036,-0.01987829614604464,0.5043016129272553,0.6843106405449059,0.47286526884151286,0.6290361037915386,0.531708547008547,0.7008849242032476,-0.04367202797202803,0.16050332541535292,-0.08363080851395602,0.044691860423978214,8
overwrite_any,2,25,201,85,116,0.6077079107505071,0.5468559837728195,0.5785496957403651,0.0608519269776876,0.02915821501014204,0.5288982153660012,0.6892891304347826,0.4709036787186675,0.6311845340988599,0.49295596764346766,0.6653826395097168,-0.04207719741589595,0.16878954919349656,-0.03733154906788655,0.09620118307618307,8
overwrite_any,2,28,201,85,116,0.6683062880324544,0.5468559837728195,0.647261663286004,0.12145030425963488,0.021044624746450413,0.5845754502358844,0.7397884831460674,0.4704584416995983,0.6183176246633856,0.5698518682019399,0.7177309638521174,0.02250269269758518,0.23075884433932695,-0.029302635320663576,0.07042028318120049,8
overwrite_any,2,24,181,65,116,0.6292440318302388,0.5438992042440318,0.6788461538461539,0.08534482758620698,-0.04960212201591507,0.5383117849890628,0.7198839034326527,0.45391748528289383,0.6258576526562113,0.5964550055818725,0.7538815207780726,-0.04048397126933477,0.2158297316291501,-0.10597994220635723,0.016067374465811825,16
overwrite_any,2,25,181,65,116,0.5942307692307692,0.5438992042440318,0.6530503978779841,0.05033156498673741,-0.058819628647214905,0.5057267324118502,0.6708527214554392,0.4634040392851868,0.640900894613492,0.5587631968434775,0.7461225205369665,-0.064882049736251,0.16746357767490821,-0.12330935516587058,0.0007952590568710677,16
overwrite_any,2,28,181,65,116,0.6509946949602122,0.5438992042440318,0.6373342175066312,0.10709549071618041,0.01366047745358101,0.5598543350441468,0.7370550141242936,0.45935779621898654,0.6267340308407525,0.5500534662982098,0.7167007814670742,-0.005829759742803224,0.21366368924393792,-0.045943832712985966,0.06499467931233983,16
recover_any,2,24,353,260,93,0.6650951199338296,0.6590570719602977,0.6806451612903226,0.006038047973531913,-0.01555004135649296,0.5993642441317217,0.7253372702771693,0.5928498658219443,0.7235964525939514,0.6116656103766298,0.7430087826122157,-0.05393710630905611,0.08055374097150368,-0.054231991412101395,0.02420321143050369,4
recover_any,2,25,353,260,93,0.6715053763440861,0.6590570719602977,0.6575682382133995,0.012448304383788411,0.013937138130686644,0.6019088082249907,0.7412670470811171,0.5863606426028216,0.7240705262479455,0.5931978381494329,0.7297078236927774,-0.054127064532564564,0.08088486692770416,-0.029296959570530856,0.05339427902705978,4
recover_any,2,28,353,260,93,0.6237799834574028,0.6590570719602977,0.6459057071960298,-0.035277088502894904,-0.02212572373862698,0.5575863487749052,0.6969865940187548,0.5953265067366883,0.7154285344821719,0.5751039787456484,0.7094232246746902,-0.10808387011795104,0.03591973638578043,-0.059287210840796835,0.01564005069708493,4
recover_any,2,24,318,225,93,0.6789486260454002,0.6194982078853046,0.7174671445639189,0.05945041816009555,-0.03851851851851873,0.6080084348641049,0.7511381624740475,0.5443486795799154,0.6926705688804216,0.6573391211382152,0.7815301935899357,-0.011463321844096546,0.13347692240957085,-0.0785792476011598,0.0004374894925037748,8
recover_any,2,25,318,225,93,0.6726881720430108,0.6194982078853046,0.7133094384707288,0.05318996415770616,-0.04062126642771802,0.6047654653782383,0.735246643870314,0.5504195414413764,0.6837008805132186,0.6487583001083687,0.7697041203108358,-0.014007636379742583,0.12233708386823497,-0.08716105113419192,0.00523864994026279,8
recover_any,2,28,318,225,93,0.6436081242532856,0.6194982078853046,0.650131421744325,0.024109916367980988,-0.006523297491039415,0.5809906467655759,0.7029970730591847,0.5568595900123607,0.6872469320200708,0.5820572057205721,0.7165236957387495,-0.04206365908231255,0.09995322077025508,-0.051148996288798786,0.04207094402810603,8
recover_any,2,24,252,159,93,0.6434706160816933,0.6408331642659092,0.6726178399945899,0.00263745181578412,-0.02914722391289659,0.5658781901662806,0.7044474593989737,0.562947949888471,0.7090883922913402,0.5937488979382829,0.7374908812555417,-0.0871689737028327,0.07686965198625534,-0.08732202291110332,0.02188572896928267,16
recover_any,2,25,252,159,93,0.6610874416717386,0.6408331642659092,0.6559139784946237,0.020254277405829413,0.005173463177114868,0.5794791705516296,0.7297587978072672,0.5696624252144973,0.7061315684713376,0.5712597581808037,0.7290654730443974,-0.05717927029718408,0.10701781408778471,-0.0426542918402711,0.05473004842180772,16
recover_any,2,28,252,159,93,0.6475958612294583,0.6408331642659092,0.6677486981808345,0.006762696963549142,-0.020152836951376152,0.5712027012904032,0.7164125608669187,0.5666068682435441,0.7042939010200039,0.5889978034511354,0.7342491907744134,-0.07556261336656292,0.08815913177615298,-0.06514113846596833,0.022902394713048706,16
transient_overwrite,2,24,203,88,115,0.6035079051383399,0.5995059288537549,0.6553359683794467,0.004001976284584985,-0.05182806324110689,0.5267860203723218,0.6812253948985676,0.5124461454269122,0.6837153641182314,0.5763031230278672,0.723270870770187,-0.09781014964814298,0.11735977968815506,-0.11283374157715896,0.013727773859460154,4
transient_overwrite,2,25,203,88,115,0.6189723320158103,0.5995059288537549,0.5868577075098814,0.01946640316205539,0.032114624505928835,0.5491627891210803,0.6940948520577245,0.5195909031382447,0.6809709406940129,0.5141067931141119,0.6710179178463687,-0.09017781055391676,0.11908702252570029,-0.03471913229499906,0.09836421595342519,4
transient_overwrite,2,28,203,88,115,0.6129446640316205,0.5995059288537549,0.5883893280632411,0.013438735177865646,0.024555335968379444,0.5466844526157669,0.6841472120152163,0.5168453158206475,0.6751781515341192,0.5152800037568044,0.6665422183281411,-0.08573051215949708,0.1092249561399178,-0.03404754117095353,0.08750755895988718,4
transient_overwrite,2,24,179,64,115,0.6767663043478261,0.5247282608695653,0.6942934782608696,0.1520380434782609,-0.01752717391304348,0.5982706263393727,0.7625865880303896,0.4363887935346561,0.6141510339871386,0.6068326038078836,0.7722751284980012,0.04156007866564147,0.2694385619690154,-0.07762302225797796,0.04238191780733005,8
