suite,task_id,init_idx,env_seed,sim_state_hash,checkpoint,policy_seed,success,status,steps,replans
libero_10,1,0,7,2b2d3506d9f2365e2e0191e2882fccbf328c1a2b1c9cdcadb77463bf8d8446f7,3k,110000,1,ok,241,49
libero_10,1,0,7,2b2d3506d9f2365e2e0191e2882fccbf328c1a2b1c9cdcadb77463bf8d8446f7,3k,110001,1,ok,236,48
libero_10,1,0,7,2b2d3506d9f2365e2e0191e2882fccbf328c1a2b1c9cdcadb77463bf8d8446f7,3k,110002,1,ok,217,44
libero_10,1,0,7,2b2d3506d9f2365e2e0191e2882fccbf328c1a2b1c9cdcadb77463bf8d8446f7,3k,110003,1,ok,242,49
libero_10,1,0,7,2b2d3506d9f2365e2e0191e2882fccbf328c1a2b1c9cdcadb77463bf8d8446f7,3k,110004,1,ok,226,46
libero_10,1,0,7,2b2d3506d9f2365e2e0191e2882fccbf328c1a2b1c9cdcadb77463bf8d8446f7,3k,110005,1,ok,244,49
libero_10,1,0,7,2b2d3506d9f2365e2e0191e2882fccbf328c1a2b1c9cdcadb77463bf8d8446f7,3k,110006,1,ok,236,48
libero_10,1,0,7,2b2d3506d9f2365e2e0191e2882fccbf328c1a2b1c9cdcadb77463bf8d8446f7,3k,110007,1,ok,252,51
libero_10,1,1,7,1156d8e9cc61e2117c46eaaa23b0afdbdfa012183014b119d6149840bcf079c8,3k,110000,1,ok,245,49
libero_10,1,1,7,1156d8e9cc61e2117c46eaaa23b0afdbdfa012183014b119d6149840bcf079c8,3k,110001,1,ok,252,51
libero_10,1,1,7,1156d8e9cc61e2117c46eaaa23b0afdbdfa012183014b119d6149840bcf079c8,3k,110002,1,ok,245,49
libero_10,1,1,7,1156d8e9cc61e2117c46eaaa23b0afdbdfa012183014b119d6149840bcf079c8,3k,110003,1,ok,268,54
libero_10,1,1,7,1156d8e9cc61e2117c46eaaa23b0afdbdfa012183014b119d6149840bcf079c8,3k,110004,1,ok,242,49
libero_10,1,1,7,1156d8e9cc61e2117c46eaaa23b0afdbdfa012183014b119d6149840bcf079c8,3k,110005,1,ok,262,53
libero_10,1,1,7,1156d8e9cc61e2117c46eaaa23b0afdbdfa012183014b119d6149840bcf079c8,3k,110006,1,ok,237,48
libero_10,1,1,7,1156d8e9cc61e2117c46eaaa23b0afdbdfa012183014b119d6149840bcf079c8,3k,110007,1,ok,244,49
libero_10,1,2,7,8c54f65259113001d44b1c4654a6b24c9135f241bc63a3c609bb713850da6508,3k,110000,1,ok,234,47
libero_10,1,2,7,8c54f65259113001d44b1c4654a6b24c9135f241bc63a3c609bb713850da6508,3k,110001,1,ok,233,47
libero_10,1,2,7,8c54f65259113001d44b1c4654a6b24c9135f241bc63a3c609bb713850da6508,3k,110002,1,ok,227,46
libero_10,1,2,7,8c54f65259113001d44b1c4654a6b24c9135f241bc63a3c609bb713850da6508,3k,110003,1,ok,225,45
libero_10,1,2,7,8c54f65259113001d44b1c4654a6b24c9135f241bc63a3c609bb713850da6508,3k,110004,1,ok,280,56
libero_10,1,2,7,8c54f65259113001d44b1c4654a6b24c9135f241bc63a3c609bb713850da6508,3k,110005,0,ok,520,104
libero_10,1,2,7,8c54f65259113001d44b1c4654a6b24c9135f241bc63a3c609bb713850da6508,3k,110006,1,ok,234,47
libero_10,1,2,7,8c54f65259113001d44b1c4654a6b24c9135f241bc63a3c609bb713850da6508,3k,110007,1,ok,227,46
libero_10,1,3,7,8775401b7fe3afad58f3216e9aebbeaef4aefbb0607f68d7f0990f09c059faba,3k,110000,1,ok,251,51
libero_10,1,3,7,8775401b7fe3afad58f3216e9aebbeaef4aefbb0607f68d7f0990f09c059faba,3k,110001,1,ok,246,50
libero_10,1,3,7,8775401b7fe3afad58f3216e9aebbeaef4aefbb0607f68d7f0990f09c059faba,3k,110002,1,ok,293,59
libero_10,1,3,7,8775401b7fe3afad58f3216e9aebbeaef4aefbb0607f68d7f0990f09c059faba,3k,110003,1,ok,231,47
libero_10,1,3,7,8775401b7fe3afad58f3216e9aebbeaef4aefbb0607f68d7f0990f09c059faba,3k,110004,1,ok,272,55
libero_10,1,3,7,8775401b7fe3afad58f3216e9aebbeaef4aefbb0607f68d7f0990f09c059faba,3k,110005,1,ok,241,49
libero_10,1,3,7,8775401b7fe3afad58f3216e9aebbeaef4aefbb0607f68d7f0990f09c059faba,3k,110006,1,ok,227,46
libero_10,1,3,7,8775401b7fe3afad58f3216e9aebbeaef4aefbb0607f68d7f0990f09c059faba,3k,110007,1,ok,253,51
libero_10,1,4,7,896591daa33ea31c38f6599a66ea9b8c377fcfafffd8937c13a098b50a64dbe1,3k,110000,1,ok,261,53
libero_10,1,4,7,896591daa33ea31c38f6599a66ea9b8c377fcfafffd8937c13a098b50a64dbe1,3k,110001,1,ok,267,54
libero_10,1,4,7,896591daa33ea31c38f6599a66ea9b8c377fcfafffd8937c13a098b50a64dbe1,3k,110002,1,ok,242,49
libero_10,1,4,7,896591daa33ea31c38f6599a66ea9b8c377fcfafffd8937c13a098b50a64dbe1,3k,110003,1,ok,237,48
libero_10,1,4,7,896591daa33ea31c38f6599a66ea9b8c377fcfafffd8937c13a098b50a64dbe1,3k,110004,1,ok,248,50
libero_10,1,4,7,896591daa33ea31c38f6599a66ea9b8c377fcfafffd8937c13a098b50a64dbe1,3k,110005,1,ok,257,52
libero_10,1,4,7,896591daa33ea31c38f6599a66ea9b8c377fcfafffd8937c13a098b50a64dbe1,3k,110006,1,ok,257,52
libero_10,1,4,7,896591daa33ea31c38f6599a66ea9b8c377fcfafffd8937c13a098b50a64dbe1,3k,110007,1,ok,251,51
libero_10,1,5,7,9212824cbd502fd8b2b98012bb534204a263d44bbab928e2e448437b9d4da7c4,3k,110000,1,ok,314,63
libero_10,1,5,7,9212824cbd502fd8b2b98012bb534204a263d44bbab928e2e448437b9d4da7c4,3k,110001,1,ok,260,52
libero_10,1,5,7,9212824cbd502fd8b2b98012bb534204a263d44bbab928e2e448437b9d4da7c4,3k,110002,1,ok,252,51
libero_10,1,5,7,9212824cbd502fd8b2b98012bb534204a263d44bbab928e2e448437b9d4da7c4,3k,110003,1,ok,262,53
libero_10,1,5,7,9212824cbd502fd8b2b98012bb534204a263d44bbab928e2e448437b9d4da7c4,3k,110004,1,ok,237,48
libero_10,1,5,7,9212824cbd502fd8b2b98012bb534204a263d44bbab928e2e448437b9d4da7c4,3k,110005,1,ok,240,48
libero_10,1,5,7,9212824cbd502fd8b2b98012bb534204a263d44bbab928e2e448437b9d4da7c4,3k,110006,1,ok,252,51
libero_10,1,5,7,9212824cbd502fd8b2b98012bb534204a263d44bbab928e2e448437b9d4da7c4,3k,110007,1,ok,236,48
libero_10,1,6,7,a6c514a1cc215d96f5ab8534c6b3599cb7a2cd390c27a5a15775603943bec26d,3k,110000,1,ok,232,47
libero_10,1,6,7,a6c514a1cc215d96f5ab8534c6b3599cb7a2cd390c27a5a15775603943bec26d,3k,110001,1,ok,242,49
libero_10,1,6,7,a6c514a1cc215d96f5ab8534c6b3599cb7a2cd390c27a5a15775603943bec26d,3k,110002,1,ok,233,47
libero_10,1,6,7,a6c514a1cc215d96f5ab8534c6b3599cb7a2cd390c27a5a15775603943bec26d,3k,110003,1,ok,236,48
libero_10,1,6,7,a6c514a1cc215d96f5ab8534c6b3599cb7a2cd390c27a5a15775603943bec26d,3k,110004,1,ok,242,49
libero_10,1,6,7,a6c514a1cc215d96f5ab8534c6b3599cb7a2cd390c27a5a15775603943bec26d,3k,110005,1,ok,228,46
libero_10,1,6,7,a6c514a1cc215d96f5ab8534c6b3599cb7a2cd390c27a5a15775603943bec26d,3k,110006,1,ok,252,51
libero_10,1,6,7,a6c514a1cc215d96f5ab8534c6b3599cb7a2cd390c27a5a15775603943bec26d,3k,110007,1,ok,236,48
libero_10,1,7,7,f993425e6be65e134a45a469db08f2f628c5cce344a770616d73273f3dcfa812,3k,110000,0,ok,520,104
libero_10,1,7,7,f993425e6be65e134a45a469db08f2f628c5cce344a770616d73273f3dcfa812,3k,110001,1,ok,252,51
libero_10,1,7,7,f993425e6be65e134a45a469db08f2f628c5cce344a770616d73273f3dcfa812,3k,110002,1,ok,245,49
libero_10,1,7,7,f993425e6be65e134a45a469db08f2f628c5cce344a770616d73273f3dcfa812,3k,110003,1,ok,239,48
libero_10,1,7,7,f993425e6be65e134a45a469db08f2f628c5cce344a770616d73273f3dcfa812,3k,110004,1,ok,259,52
libero_10,1,7,7,f993425e6be65e134a45a469db08f2f628c5cce344a770616d73273f3dcfa812,3k,110005,1,ok,247,50
libero_10,1,7,7,f993425e6be65e134a45a469db08f2f628c5cce344a770616d73273f3dcfa812,3k,110006,1,ok,222,45
libero_10,1,7,7,f993425e6be65e134a45a469db08f2f628c5cce344a770616d73273f3dcfa812,3k,110007,1,ok,227,46
libero_10,1,8,7,490bce07769bbb068c8f8d22b87a122e9785c0eb9915f9387fc82c85de0355db,3k,110000,1,ok,243,49
libero_10,1,8,7,490bce07769bbb068c8f8d22b87a122e9785c0eb9915f9387fc82c85de0355db,3k,110001,1,ok,256,52
libero_10,1,8,7,490bce07769bbb068c8f8d22b87a122e9785c0eb9915f9387fc82c85de0355db,3k,110002,1,ok,262,53
libero_10,1,8,7,490bce07769bbb068c8f8d22b87a122e9785c0eb9915f9387fc82c85de0355db,3k,110003,1,ok,244,49
libero_10,1,8,7,490bce07769bbb068c8f8d22b87a122e9785c0eb9915f9387fc82c85de0355db,3k,110004,1,ok,261,53
libero_10,1,8,7,490bce07769bbb068c8f8d22b87a122e9785c0eb9915f9387fc82c85de0355db,3k,110005,1,ok,244,49
libero_10,1,8,7,490bce07769bbb068c8f8d22b87a122e9785c0eb9915f9387fc82c85de0355db,3k,110006,1,ok,262,53
libero_10,1,8,7,490bce07769bbb068c8f8d22b87a122e9785c0eb9915f9387fc82c85de0355db,3k,110007,1,ok,244,49
libero_10,1,9,7,54ebd5b648595ddffd70e94a2483be3d11d0f99336f6cdbfe223079d4e1f35ea,3k,110000,1,ok,232,47
libero_10,1,9,7,54ebd5b648595ddffd70e94a2483be3d11d0f99336f6cdbfe223079d4e1f35ea,3k,110001,1,ok,237,48
libero_10,1,9,7,54ebd5b648595ddffd70e94a2483be3d11d0f99336f6cdbfe223079d4e1f35ea,3k,110002,1,ok,256,52
libero_10,1,9,7,54ebd5b648595ddffd70e94a2483be3d11d0f99336f6cdbfe223079d4e1f35ea,3k,110003,1,ok,247,50
libero_10,1,9,7,54ebd5b648595ddffd70e94a2483be3d11d0f99336f6cdbfe223079d4e1f35ea,3k,110004,1,ok,247,50
libero_10,1,9,7,54ebd5b648595ddffd70e94a2483be3d11d0f99336f6cdbfe223079d4e1f35ea,3k,110005,1,ok,302,61
libero_10,1,9,7,54ebd5b648595ddffd70e94a2483be3d11d0f99336f6cdbfe223079d4e1f35ea,3k,110006,1,ok,241,49
libero_10,1,9,7,54ebd5b648595ddffd70e94a2483be3d11d0f99336f6cdbfe223079d4e1f35ea,3k,110007,1,ok,236,48
libero_10,1,10,7,83c0f4798f96ac0c91fd0292b700e7e0c07d03999ed6b9607f6f7e7dce540621,3k,110000,1,ok,287,58
libero_10,1,10,7,83c0f4798f96ac0c91fd0292b700e7e0c07d03999ed6b9607f6f7e7dce540621,3k,110001,1,ok,227,46
libero_10,1,10,7,83c0f4798f96ac0c91fd0292b700e7e0c07d03999ed6b9607f6f7e7dce540621,3k,110002,1,ok,237,48
libero_10,1,10,7,83c0f4798f96ac0c91fd0292b700e7e0c07d03999ed6b9607f6f7e7dce540621,3k,110003,1,ok,223,45
libero_10,1,10,7,83c0f4798f96ac0c91fd0292b700e7e0c07d03999ed6b9607f6f7e7dce540621,3k,110004,1,ok,227,46
libero_10,1,10,7,83c0f4798f96ac0c91fd0292b700e7e0c07d03999ed6b9607f6f7e7dce540621,3k,110005,1,ok,262,53
