step,exact_accuracy,token_accuracy,eval_loss
0,0.0,0.197216796875,1.6103976249694825
4000,0.0047607421875,0.26968994140625,1.6113472938537599
8000,0.62030029296875,0.9033203125,0.28211272954940797
12000,0.67578125,0.92274169921875,0.27015912234783174
16000,0.99334716796875,0.99864501953125,0.005210484308190644
20000,0.9996337890625,0.9999267578125,0.0002762085903668776
24000,0.99981689453125,0.99996337890625,0.0003712690435349941
28000,0.99981689453125,0.99996337890625,0.00042752031731652096
32000,1.0,1.0,2.7237378526479004e-05
36000,0.99981689453125,0.99996337890625,0.00025598040083423256
40000,0.99993896484375,0.99998779296875,8.685553329996764e-05
44000,1.0,1.0,1.0578420187812299e-05
48000,0.9998779296875,0.9999755859375,0.0001385423180181533
52000,0.9461669921875,0.98887939453125,0.0531074658036232
56000,0.94903564453125,0.98956298828125,0.03576916307210922
60000,1.0,1.0,3.3874501241371036e-05
64000,1.0,1.0,3.6159835872240365e-06
68000,1.0,1.0,5.492358468472957e-07
72000,0.99420166015625,0.99881591796875,0.00561804159078747
76000,1.0,1.0,4.1043983947020025e-05
80000,0.99993896484375,0.99998779296875,4.28692641435191e-05
84000,0.9993896484375,0.9998779296875,0.0006274225175729953
88000,0.99920654296875,0.99984130859375,0.0008173952053766697
92000,0.99993896484375,0.99998779296875,7.038628245936707e-05
96000,0.999267578125,0.999853515625,0.0008475879876641557
100000,0.9859619140625,0.99715576171875,0.012046845722943544
104000,0.9998779296875,0.9999755859375,0.00030630625551566484
108000,0.99859619140625,0.99971923828125,0.0017556486825924366
112000,0.9986572265625,0.9997314453125,0.0015674912254326045
116000,0.9996337890625,0.9999267578125,0.00035328683152329176
120000,0.99951171875,0.99990234375,0.00044430890993680806
124000,0.998779296875,0.999755859375,0.0011962731776293367
128000,0.999267578125,0.999853515625,0.000537941612128634
132000,0.9998779296875,0.9999755859375,6.619746418436989e-05
136000,1.0,1.0,3.988360695075244e-05
140000,1.0,1.0,5.175403202883899e-06
144000,0.99249267578125,0.9984619140625,0.005547828506678343
148000,0.999755859375,0.999951171875,0.0002751884981989861
152000,0.9993896484375,0.9998779296875,0.00047977405920391903
156000,0.9996337890625,0.9999267578125,0.0005387179204262793
160000,1.0,1.0,4.301244334783405e-05
