step,exact_accuracy,token_accuracy,eval_loss
0,0.0,0.197216796875,1.6103976249694825
4000,0.00372314453125,0.2682861328125,1.6245844602584838
8000,0.03265380859375,0.4661376953125,1.3081227898597718
12000,0.9056396484375,0.980419921875,0.062042777240276334
16000,0.9918212890625,0.99832763671875,0.006483689974993467
20000,0.999755859375,0.999951171875,0.0001535387578769587
24000,0.999755859375,0.999951171875,0.0004051728188642301
28000,0.999755859375,0.999951171875,0.00019892340496880935
32000,0.99993896484375,0.99998779296875,5.013243790017441e-05
36000,0.99981689453125,0.99996337890625,9.704298136057333e-05
40000,0.99951171875,0.99990234375,0.00041795836150413377
44000,1.0,1.0,1.5932298265397548e-05
48000,0.99993896484375,0.99998779296875,0.0001294593108468689
52000,0.9998779296875,0.9999755859375,0.00012842424475820736
56000,0.99932861328125,0.99986572265625,0.00036383806582307443
60000,0.998291015625,0.99964599609375,0.0018173879710957409
64000,0.99993896484375,0.99998779296875,5.1169721700716764e-05
68000,0.99993896484375,0.99998779296875,3.5984096757601944e-05
72000,1.0,1.0,3.663962706923485e-06
76000,1.0,1.0,6.615795427933336e-07
80000,1.0,1.0,2.0478764781728386e-07
84000,1.0,1.0,2.4551991373300553e-08
88000,1.0,1.0,5.625770427286625e-09
92000,0.8428955078125,0.9644287109375,0.1425734966993332
96000,0.9993896484375,0.9998779296875,0.0006074358039768413
100000,1.0,1.0,4.221830313326791e-05
104000,1.0,1.0,3.1030052923597395e-06
108000,0.99981689453125,0.99996337890625,0.00010427271772641688
112000,0.99993896484375,0.99998779296875,1.8047005869448186e-05
116000,0.99993896484375,0.99998779296875,4.90805075969547e-05
120000,0.9998779296875,0.9999755859375,5.997386324452236e-05
124000,0.99957275390625,0.99991455078125,0.00048790685104904696
128000,1.0,1.0,1.5184987569227815e-05
132000,0.99993896484375,0.99998779296875,1.921274815686047e-05
136000,1.0,1.0,1.6361217421945185e-05
140000,1.0,1.0,2.2731823264621197e-06
144000,1.0,1.0,5.51460834685713e-07
148000,1.0,1.0,1.4125100278761238e-05
152000,1.0,1.0,1.701769360806793e-06
156000,1.0,1.0,2.551576471887529e-07
160000,1.0,1.0,4.373432602733374e-08
