rollout,probe,step,cov_before,agent_block_gap_px,ace,branches,extra_steps,branch_final_kp_dispersion_px,branch_final_cov_std,branch_final_cov_mean,branch_max_cov_std,branch_goal_rate,branch_goal_disagreement,kp_shift_from_probe_px,act_rms_dispersion,act_trace_cov_mean,act_std_mean
206000,0,0,0.32453210644316416,115.08893207132515,1.516405490831419,32,88,33.47209349424932,0.0927488839600509,0.38387082994691335,0.02189792141865929,0.0,0.0,76.18327479971222,6.2888434410347696,39.70464810751605,4.443046199414535
206000,3,24,0.4449453411125364,14.843339119927156,0.4884662135007277,32,88,38.46301075683367,0.17830417170634225,0.44835396131104094,0.12874755498145318,0.09375,0.09375,100.59539454394417,15.96549805671109,255.8967247800179,9.708807713373076
206000,6,48,0.3475507947927224,14.841609941097174,0.4070335343348422,32,88,23.33582274415338,0.19962451966546702,0.36468971187267607,0.08218688171514683,0.0,0.0,46.42238270937473,1.033322528176306,1.0719427235003423,0.7277233725380254
206000,9,72,0.36406798655899164,14.95048478912164,0.6041472477144002,32,88,68.15688177919168,0.1956829769754747,0.29537092828770917,0.08898058481189165,0.0,0.0,73.71976271481753,1.7311044435356986,3.008474447740519,1.1398792649094722
206000,12,96,0.21734199146277494,21.100396920789667,0.06123001982838659,32,88,68.6028005398142,0.20472451933963018,0.32655833626012676,0.07669182026485098,0.0,0.0,59.89265327406123,1.6109460063844292,2.605324082683917,1.1145022306840269
206000,15,120,0.5925948113611568,14.975818431285775,1.311936499355299,32,88,68.55394677837636,0.13226867145141502,0.2856840180247979,0.01997178343044137,0.0,0.0,70.1750916471999,6.1720638489875395,38.243761850708246,3.818256558642191
206000,18,144,0.6011737567803074,15.572446066643975,0.0,32,88,76.2851762479767,0.0751750619813533,0.14844546231684785,0.002800285546119492,0.0,0.0,128.06274381281094,1.8303434515561854,3.363295021833647,1.2953474959888354
206000,21,168,0.11890185101342873,14.646854578290455,1.5044435691347098,32,88,51.03868394596946,0.08414492847219601,0.2802399361885035,0.08518374494858491,0.0,0.0,80.47314567086234,5.611814801006701,31.61596522495781,3.7611721094040504
206000,24,192,0.10840084309773516,19.00793412644801,0.12164952054462375,32,88,25.633208983675598,0.07155657155703492,0.48063703008502634,0.0738028770974938,0.0,0.0,108.89895384790815,2.426954540616723,5.913206806307258,1.6586672701384986
206000,27,216,0.20682256440415475,14.889036776186643,0.6441814459900616,32,88,39.630433138498354,0.08969872497696588,0.5037245936543983,0.04063149741632569,0.0,0.0,58.4152400730219,1.010725500850615,1.0255721793954877,0.71535856700171
206000,30,240,0.15859450897736554,65.15613540091844,0.32470551800020964,32,88,49.0510644055445,0.14902142981882693,0.5128738098301737,0.043272728773242834,0.0,0.0,68.27500750167275,2.6547611503551694,7.075395027260345,1.8746774332201728
206000,33,264,0.2811425576491009,14.737920261858457,0.5087286489379079,32,88,78.24810029249934,0.19676897131767745,0.374354001452579,0.04043960333787057,0.0,0.0,85.52306095288361,1.3951248078566705,1.9540060656912137,0.9745486375475599
206000,36,288,0.4428442554008764,26.0841034083906,1.7221281064391323,32,88,63.58438127401126,0.22620852448546974,0.4518198597285706,0.10803573484408742,0.0,0.0,106.00183614871672,8.570673584664021,73.74451018777843,5.5972636996365654
206001,0,0,0.0,19.41843785150567,1.3574577028085413,32,88,30.89202953947495,0.06708416892436031,0.3647537193675141,0.07040602981064721,0.0,0.0,107.81481815018633,5.830361352348058,34.12641982640076,4.129210747387964
206001,3,24,0.0,34.78152996899938,0.04246056940814095,32,88,19.74996245252025,0.062273853168809956,0.34654042355052866,0.014942220680883285,0.0,0.0,171.53954281071668,2.4960464612815967,6.25468028172687,1.7405783188543045
206001,6,48,0.0,14.910459744507232,0.0,32,88,37.07549028557404,0.23781735179801058,0.5700361008689999,0.21603602241855013,0.03125,0.03125,118.90750556445387,1.5162719229973822,2.3080965466053502,1.0726346151583996
206001,9,72,0.15117789933036221,14.993551167849345,0.05595270889194735,32,88,42.940712465260376,0.18559786756935603,0.680393496572496,0.15809441093921014,0.0,0.0,57.958892359576026,1.6381126867096372,2.6939363632781133,1.143039648420996
206001,12,96,0.39039740159821673,40.77220675665266,0.27784722653009386,32,88,32.54250517872352,0.17399098054073686,0.7753983272615953,0.11027817090500192,0.0625,0.0625,46.5548382778435,3.073448376934219,9.483128395976362,2.1700431344191284
206001,15,120,0.38931858669686986,57.01591983870323,0.5039709268278294,32,88,32.06669640659613,0.24057227464800424,0.7845597169837376,0.07282247147048182,0.40625,0.40625,49.12926404590806,5.455718794458037,29.881592535042696,3.6166576735389686
206001,18,144,0.7733563422678141,14.908536643998296,0.8053268489224128,32,88,12.450327712453934,0.16754812196138646,0.8249694546676498,0.0240193619561808,0.375,0.375,13.28658468073178,4.055090681641434,16.50824577137962,2.8470467534745767
206001,21,168,0.8757831722637168,14.945263567817848,0.7467794849211087,32,88,24.766892769301744,0.17313814851262938,0.854918884410372,0.02311647784476632,0.40625,0.40625,6.34265531413144,5.072573006353028,25.83190277499623,3.4497213519078813
206001,24,192,0.5094488227240885,14.981665858486386,2.2626002665149967,32,88,2.3196049546585438,0.02774853503205105,0.9230850488623196,0.02519579094354871,0.1875,0.1875,30.253314505425475,17.554795255972017,309.37934956332924,8.968397877123467
206001,27,216,0.5442391209476773,26.905682480794205,1.7801225775130103,32,88,7.616706984122288,0.10037547702701015,0.869565830214512,0.041026519189372695,0.09375,0.09375,26.862409544428917,4.833552635300987,23.45485159225739,3.118192112442128
206001,30,240,0.8324940401683529,61.69930091612992,0.05585385621965263,32,88,7.282752147678824,0.08078465220525852,0.8863779685967887,0.030631270731432965,0.125,0.125,8.716258625381986,2.8013506287029473,7.878340110992949,1.9739252868499435
206001,33,264,0.8106664359088722,43.60683800507461,0.256746825639523,32,88,6.694299984483113,0.11230715398303352,0.8795734265438153,0.03241150243987283,0.3125,0.3125,4.009332923765407,3.4538401996945685,11.975792564732185,2.3817425725599963
206001,36,288,0.8346765625496854,14.902077810051011,0.6741850934711824,32,88,4.632706257387878,0.07018326193473218,0.9393509589581575,0.024898894051031083,0.84375,0.15625,5.669937543417761,3.9023064938003147,15.287713602817092,2.4754149878821003
206002,0,0,0.12266804441335329,142.42778368709614,2.035984617433661,32,88,55.617050671706885,0.09304538810337923,0.3945186451974724,0.011628252031408283,0.0,0.0,110.31963724978328,10.568831342849398,112.13823593772727,7.2660243886068985
206002,3,24,0.29527922769660697,15.009725206302798,0.0,32,88,50.043946459319436,0.21916942407853937,0.5219069017501388,0.1259744509987542,0.0,0.0,65.38332974656034,0.9456943887897449,0.897845084349147,0.6678597121300329
206002,6,48,0.30553872626830236,59.90726019648317,0.44616484170511095,32,88,47.263391783481595,0.23818419187263712,0.5971565364763055,0.21718054193430314,0.1875,0.1875,57.64249886853499,3.9268034428146636,15.480255024691306,2.7399365539779357
206002,9,72,0.36346797823427696,14.89943200292166,0.1624974314268451,32,88,5.953991480264249,0.09381538751580042,0.9409163115141713,0.015221080053056786,0.90625,0.09375,70.00111875190231,2.5377380158813976,6.465369587199641,1.7825190919061646
206002,12,96,0.34677517842979805,14.924071060747112,1.3736659726722849,32,88,2.530359516359597,0.03540197713676973,0.9526397547766916,0.010551703902090474,0.90625,0.09375,40.865415752233844,6.766775445488361,45.96881561566287,4.5276247455233305
206002,15,120,0.7178029843941527,14.96795807851847,0.1395844799596977,32,88,0.6736858799790155,0.011080250663391196,0.9631660626970877,0.011080250663391196,1.0,0.0,12.97748315278139,2.0826408242060945,4.3544021861896365,1.4532617666602015
206003,0,0,0.3208825257404218,80.55582700445107,2.777059518958011,32,88,61.45226354340744,0.13039179269914347,0.56088165697296,0.08781758171244096,0.0,0.0,83.1178512311995,15.829150277301004,251.5445945739329,10.99367121614542
206003,3,24,0.5679754583227291,15.01674229022571,0.4187992978146903,32,88,1.871769927645511,0.03133625087750349,0.7857800762440852,0.019316491650763847,0.0,0.0,102.14797744906276,2.165730029353983,4.708780232830087,1.4755272423784858
206003,6,48,0.2095895189451406,61.65688875352541,0.0,32,88,5.489880130976725,0.07478718762410026,0.8589519036958577,0.05249861762390595,0.125,0.125,87.46550496282087,1.6294181364774734,2.665415241769877,1.152075889217533
206003,9,72,0.31694078467309456,14.915639592846489,0.32899739732313205,32,88,4.549171757376332,0.06732141821001549,0.894137831666425,0.02570435892138976,0.3125,0.3125,39.342545174514505,1.536391964836285,2.3697571334158996,1.0755685567796773
206003,12,96,0.7299028076814895,14.73296943744462,0.7324305633156514,32,88,3.4454890680064776,0.03920220414382254,0.9097111045755708,0.02703790234578312,0.28125,0.28125,19.92431077909248,4.876206648447183,23.870635950040366,2.7019316988650717
206003,15,120,0.7714142478999231,42.020385216215224,0.0,32,88,4.617257851722287,0.06110783434627148,0.926601863121183,0.01852504915222498,0.625,0.375,8.9139587733216,1.3127447528427023,1.7300568205713973,0.9233791248367813
206003,18,144,0.7974001474552134,20.181399454433887,0.21683488517863334,32,88,5.104179120005419,0.07586219569564007,0.9243777496556841,0.014538367523793708,0.65625,0.34375,8.05274031006989,2.608927886705676,6.833196893395378,1.5846769648990684
206003,21,168,0.8687455949957639,39.22717712597673,2.138089271058763,32,88,2.402883312411214,0.04856549046728231,0.9413692826127092,0.01925274676699962,0.65625,0.34375,4.0271060791706255,11.14912297529205,124.79040564021693,7.26442520393224
206003,24,192,0.8687455949957639,20.595776171284005,0.02724675373687534,32,88,0.3501067233305074,0.006283328976887197,0.9597452917513257,0.006283328976887197,1.0,0.0,4.6529845232657925,0.8544411110515047,0.7329326303422037,0.6031304402307379
206004,0,0,0.0,127.61673842903964,0.5607149622171206,32,88,3.4416958026136024,0.05294507825048631,0.7820872775420844,0.053071461598835634,0.03125,0.03125,190.5462660121049,3.820458362865338,14.653140934161737,2.689743709310469
206004,3,24,0.0,14.708007087777682,0.0,32,88,2.783331817911798,0.03428752602368622,0.9347410270797764,0.02847533219015218,0.53125,0.46875,177.05806134981142,1.582409151422048,2.513838403768964,1.1169356202638459
206004,6,48,0.19760560292773907,14.902805371078706,0.0,32,88,3.8208134472395248,0.05920399416366956,0.9254843763630858,0.010948885417376373,0.5,0.5,76.22031656206303,1.3131441732947462,1.7311097673867906,0.9182450275703167
206004,9,72,0.8362042409631794,14.827206809651834,1.9253973001593179,32,88,9.56302410001332,0.1420814967995709,0.8847888203429017,0.009569161863320155,0.53125,0.46875,7.0864882438391135,9.481675923694281,90.25473588401073,6.387225424857126
206004,12,96,0.8296481043315732,30.604456711956207,0.0,32,88,2.7313543551122024,0.04562177932823251,0.9364399589887977,0.017236827202771143,0.75,0.25,6.150243305102346,1.1572835259581429,1.3445573365500045,0.8127257266492829
206005,0,0,0.0,72.98853567545645,0.035118448352198704,32,88,6.138052048216411,0.09250714812813389,0.8672086554592158,0.06562743218295786,0.25,0.25,197.50754107810815,2.5075569104311963,6.312499861635738,1.774816320235148
206005,3,24,0.026080519402532493,14.809946305351069,0.014477923550299901,32,88,6.833917156206422,0.09883946910360197,0.8968585025785185,0.012116138535834813,0.59375,0.40625,114.28939390396285,2.0960180532952055,4.4105202745619145,1.4739407880722435
206005,6,48,0.9284620703964486,14.977680900994631,1.3726955989773724,32,88,8.898270776297888,0.11123435878600169,0.7652341273201493,0.005157630226685881,0.0,0.0,11.164054729026734,9.193279745264286,84.8478293079205,6.241599272393817
206005,9,72,0.9288483525211104,22.629706565164827,0.42329721566973194,32,88,5.755369565196105,0.09061484508211595,0.8964341183665634,0.012564198051668396,0.40625,0.40625,4.957222696591656,1.700355811763512,2.902547964584612,1.0955784612657178
206005,12,96,0.8652213035984316,47.53419998174107,0.1534351818364339,32,88,5.293227921276406,0.08615437922033874,0.9168469067697298,0.01853744137290744,0.625,0.375,7.151476042521323,3.4544383478009046,11.979940943066264,2.315642485390765
206005,15,120,0.8283083034395411,73.57116648059879,0.5463682921443395,32,88,12.719711111152579,0.16388551165241128,0.9007039333597306,0.01224934785474023,0.78125,0.21875,9.893250111740556,3.9195866909678942,15.423407513612705,2.7614058316045034
206005,18,144,0.9418768207905569,26.030870419863383,0.493678132936144,32,88,2.497787335641307,0.0462932729208595,0.9226246062666698,0.004977860048947809,0.15625,0.15625,3.2266836916475836,1.3153981771344703,1.7370577462298948,0.930601094490888
206005,21,168,0.7035739217032304,17.196887077157967,0.08920837868994512,32,88,8.455007323346807,0.1222446710789824,0.8876817233491869,0.01865663038203186,0.5,0.5,13.455200801207019,1.151021732438929,1.330046522776307,0.812300143025013
206005,24,192,0.9362813392391903,47.22888553973468,0.0,32,88,1.1940506509093787,0.008697802398583662,0.9659926310739225,0.008666825153170228,0.96875,0.03125,2.7180057943362876,2.2602833010879717,5.128915427064106,1.5987622838157662
206006,0,0,0.22934494924684934,59.013590376660346,1.010596680842493,32,88,83.77782080374487,0.17277425983870065,0.14202075636735795,0.07860193128439816,0.0,0.0,88.62701440588094,6.943281293103018,48.398210625409675,4.4853510903916085
206006,3,24,0.22934494924684934,51.42722188191707,0.0023046566408669988,32,88,59.75155100397433,0.07823949854093921,0.11231058858893818,0.0321137530990159,0.0,0.0,119.14060207252764,1.5519229426706207,2.4179097800658154,1.0913244956941033
206006,6,48,0.315498139047203,14.989807646164461,0.9681969613551563,32,88,17.185671038611076,0.16336460971516478,0.5080017192508635,0.05523436699632816,0.0,0.0,120.36414160643456,3.402710108275357,11.623841712649337,2.3646411146169646
206006,9,72,0.41470280381866337,14.938505087143334,0.2256554444568525,32,88,18.59971867774578,0.16550855825878164,0.38073601109875244,0.11757501126758808,0.0,0.0,108.62245291613175,1.5738357777666045,2.486672620301258,1.0976123011210754
206006,12,96,0.0,14.951547223825052,0.0,32,88,2.3440399397291487,0.02418425390073449,0.946728700331005,0.02385739861343131,0.59375,0.40625,107.3327395802512,1.688867206170838,2.8634578221972404,1.1807459024354225
206006,15,120,0.009399826864091385,14.836821872721703,0.0,32,88,6.107643166310183,0.10092579141754493,0.9117218708534551,0.013273189597057098,0.6875,0.3125,101.89372552611023,1.7860762160782864,3.2025783212077474,1.2621518974767731
206006,18,144,0.21489765943047553,14.951496038160823,0.4584577906221287,32,88,8.815507984404105,0.1163091253683385,0.9294747133749743,0.01589038193842447,0.84375,0.15625,63.48266736630218,1.0323574633398027,1.0699413906706963,0.6902056335495157
206006,21,168,0.27137992846657044,29.785552922570268,0.40440256324589924,32,88,1.5152889863776418,0.014265435420603491,0.9574116217780888,0.011077790527585474,0.9375,0.0625,61.34690606933337,3.492229225047562,12.243491097375433,2.3914488417324686
206007,0,0,0.0,206.48030793820462,1.9226776922582323,32,88,29.504154291291556,0.16907830573369909,0.3054179139041263,0.17138040954002184,0.0,0.0,91.65803787179561,10.868486741590582,118.58723544057003,7.405841196838702
206007,3,24,0.0,39.276827318910925,0.6304989239393416,32,88,32.50971390298444,0.28820639384789987,0.7253869830044386,0.2922092495455997,0.03125,0.03125,129.5569640567903,2.4369762539573077,5.962142882988455,1.681902578238628
206007,6,48,0.0,21.32375977889223,0.5246189433299964,32,88,22.296990074010097,0.21701192883933557,0.7874443584869878,0.2227623031233102,0.1875,0.1875,134.43864006429675,3.1213853687829145,9.78125464641459,2.1694022594188653
206007,9,72,0.1694475250224993,36.21056515848455,0.2100293408978154,32,88,3.7731495381068174,0.04596868744972194,0.9323792309594995,0.015009446670063712,0.65625,0.34375,82.58862112921906,3.0280519493650395,9.20505585749678,2.13669604386452
206007,12,96,0.40043465144021373,14.929113790864617,1.103803140562172,32,88,5.128899695546773,0.07900210902365067,0.9190824105955457,0.020007046601681712,0.46875,0.46875,29.80981035366858,1.9571157372796824,3.8453228013003713,1.2149099662031675
206007,15,120,0.7989204346963175,18.936128960950274,0.0,32,88,4.315072611790263,0.05416358334158062,0.9189713474075272,0.008998574973416804,0.59375,0.40625,9.345803601203095,1.1378702381768189,1.2998261247282896,0.7995217953102244
206007,18,144,0.8504536142353344,27.596514226774474,0.4214705219087988,32,88,9.398088898550954,0.13096328626408305,0.8726187355253715,0.010089216547499795,0.5625,0.4375,6.4786331773159125,2.4436519117776347,5.9948520567812835,1.7284583026995128
206007,21,168,0.8968031636772945,14.92772569868689,1.2208046602694027,32,88,2.8017892074979107,0.04391906031866209,0.9468495583767611,0.005586166165957338,0.9375,0.0625,3.2974234676510243,5.5433441732005955,30.84916918970428,3.3218608084394825
